"american wedding (2003)","12"
"15 minutes (2001)","12"
"dark blue (2002)","12"
"hamlet (2000)","12"
"just like heaven (2005)","12"
"arlen faber (2009)","12"
"lilo & stitch (2002)","12"
"identity (2003)","12"
"dawn of the dead (2004)","12"
"hamlet 2 (2008)","12"
"stage beauty (2004)","12"
"snakes on a plane (2006)","12"
"gridiron gang (2006)","12"
"walk the line (2005)","12"
"fast food nation (2006)","12"
"harold & kumar go to white castle (2004)","12"
"down in the valley (2005)","12"
"cloverfield (2008)","12"
"black irish (2007)","12"
"the life of david gale (2003)","12"
"rat race (2001)","12"
"jarhead (2005)","12"
"powder blue (2009)","12"
"ca$h (2010)","12"
"garden state (2004)","12"
"my sister's keeper (2009)","12"
"the matrix reloaded (2003)","12"
"star wars: episode ii - attack of the clones (2002)","12"
"hollywood ending (2002)","12"
"the incredibles (2004)","12"
"secondhand lions (2003)","12"
"game 6 (2005)","12"
"the good german (2006)","12"
"x-men origins: wolverine (2009)","12"
"criminal (2004)","12"
"igor (2008)","12"
"hachiko: a dog's story (2009)","12"
"music and lyrics (2007)","12"
"vampire hunter d: bloodlust (2000)","12"
"flightplan (2005)","12"
"date night (2010)","12"
"down with love (2003)","12"
"the battle of shaker heights (2003)","12"
"ratatouille (2007)","12"
"four brothers (2005)","12"
"the lovely bones (2009)","12"
"felon (2008)","12"
"redbelt (2008)","12"
"kill bill: vol. 1 (2003)","12"
"the last time (2006)","12"
"running scared (2006)","12"
"an american crime (2007)","12"
"finding neverland (2004)","12"
"the clearing (2004)","12"
"bad santa (2003)","12"
"noel (2004)","11"
"evening (2007)","11"
"happy accidents (2000)","11"
"$5 a day (2008)","11"
"sideways (2004)","11"
"joe gould's secret (2000)","11"
"the emperor's club (2002)","11"
"vicky cristina barcelona (2008)","11"
"the cell (2000)","11"
"red eye (2005)","11"
"the chronicles of riddick (2004)","11"
"the elder son (2006)","11"
"snatch. (2000)","11"
"broken english (2007)","11"
"case 39 (2009)","11"
"flakes (2007)","11"
"reign over me (2007)","11"
"road trip (2000)","11"
"sex drive (2008)","11"
"solitary man (2009)","11"
"the book of eli (2010)","11"
"spartan (2004)","11"
"how to get the man's foot outta your ass (2003)","11"
"don't say a word (2001)","11"
"the mist (2007)","11"
"taking woodstock (2009)","11"
"kick-ass (2010)","11"
"in the electric mist (2009)","11"
"the skeleton key (2005)","11"
"saw iii (2006)","11"
"hellboy (2004)","11"
"resurrecting the champ (2007)","11"
"the life before her eyes (2007)","11"
"extraordinary measures (2010)","11"
"cyberworld (2000)","11"
"i want someone to eat cheese with (2006)","11"
"observe and report (2009)","11"
"sex and death 101 (2007)","11"
"extract (2009)","11"
"we were soldiers (2002)","11"
"nicholas nickleby (2002)","11"
"meet the parents (2000)","11"
"the notebook (2004)","11"
"happy endings (2005)","11"
"bill (2007)","11"
"night at the museum (2006)","11"
"city by the sea (2002)","11"
"a prairie home companion (2006)","11"
"capote (2005)","11"
"the brothers bloom (2008)","11"
"takedown (2000)","11"
"serendipity (2001)","11"
"rules of engagement (2000)","11"
"troy (2004)","11"
"born to fight 2008 (2008)","11"
"heights (2005)","11"
"the loss of a teardrop diamond (2008)","11"
"a love song for bobby long (2004)","11"
"titan a.e. (2000)","11"
"drag me to hell (2009)","11"
"the ladykillers (2004)","11"
"fast food fast women (2000)","11"
"the dukes (2007)","11"
"love liza (2002)","11"
"10th & wolf (2006)","11"
"(500) days of summer (2009)","11"
"sympathy for delicious (2010)","11"
"sinbad: legend of the seven seas (2003)","11"
"spicy mac project (2009)","11"
"where the money is (2000)","11"
"meet the fockers (2004)","11"
"tigerland (2000)","11"
"notorious (2009)","11"
"bandits (2001)","11"
"death proof (2007)","11"
"the good girl (2002)","11"
"cold souls (2009)","11"
"the last kiss (2006)","11"
"don't come knocking (2005)","11"
"shopgirl (2005)","11"
"the slammin' salmon (2009)","11"
"the namesake (2006)","11"
"mother and child (2009)","11"
"erin brockovich (2000)","11"
"the good life (2007)","11"
"dedication (2007)","11"
"lucky number slevin (2006)","11"
"the station agent (2003)","11"
"touching home (2008)","10"
"life is hot in cracktown (2009)","10"
"heavens fall (2006)","10"
"laurel canyon (2002)","10"
"the lake house (2006)","10"
"17 again (2009)","10"
"the girl next door (2004)","10"
"hair high (2004)","10"
"saw (2004)","10"
