7776	23
7941	23
10474	23
16822	23
19259	23
19817	23
22665	23
25381	23
25710	23
29029	23
30354	23
31494	23
31890	23
32272	23
34620	23
35193	23
36477	23
41445	23
44063	23
44376	23
46200	23
47907	23
49554	23
50934	23
52067	23
53079	23
55143	23
55431	23
57425	23
58240	23
58266	23
58999	23
60721	23
61359	23
70765	23
75085	23
78231	23
87530	23
88257	23
88322	23
94079	23
96454	23
97208	23
100266	23
100612	23
102541	23
102868	23
102924	23
104566	23
110859	23
119874	23
122319	23
123858	23
125149	23
125474	23
126281	23
129050	23
129735	23
130586	23
141349	23
420963	23
422141	23
422697	23
426330	23
524250	23
524251	23
524252	23
524253	23
524254	23
524255	23
524256	23
524257	23
524258	23
524259	23
524260	23
524261	23
524262	23
524263	23
524264	23
524265	23
524266	23
524267	23
524268	23
524269	23
524270	23
524271	23
524272	23
524273	23
524274	23
524275	23
524276	23
524277	23
524278	23
524279	23
524280	23
524281	23
524282	23
524283	23
524285	23
524286	23
524287	23
524288	23
524289	23
524290	23
524291	23
524292	23
524293	23
524294	23
524295	23
524296	23
524297	23
524298	23
524299	23
524300	23
524301	23
524302	23
524303	23
524304	23
524305	23
524306	23
524307	23
524308	23
524309	23
524310	23
524311	23
524312	23
524314	23
524316	23
524317	23
524318	23
524319	23
524320	23
524321	23
524322	23
524323	23
524324	23
524325	23
524326	23
524327	23
524328	23
524329	23
524330	23
524331	23
524332	23
524333	23
524334	23
524335	23
524336	23
524337	23
524338	23
524339	23
524340	23
524341	23
524342	23
524343	23
524344	23
524345	23
524346	23
524347	23
524348	23
524349	23
524350	23
524351	23
524352	23
524353	23
524354	23
524355	23
524356	23
524357	23
524358	23
524359	23
524360	23
524361	23
524362	23
524363	23
524364	23
524365	23
524366	23
524367	23
524368	23
524369	23
524370	23
524371	23
524372	23
524373	23
524374	23
524375	23
524376	23
524377	23
524379	23
524380	23
524381	23
524382	23
524384	23
524385	23
524386	23
524387	23
524388	23
524389	23
524390	23
524391	23
524392	23
524393	23
524394	23
524395	23
524396	23
524397	23
524398	23
524399	23
524400	23
524401	23
524402	23
524403	23
524404	23
524405	23
524406	23
524407	23
524408	23
524409	23
524410	23
524411	23
524412	23
524413	23
524414	23
524415	23
524416	23
524417	23
524418	23
524419	23
524420	23
524421	23
524422	23
524423	23
524424	23
524425	23
524426	23
524427	23
524428	23
524429	23
524430	23
524431	23
524432	23
524433	23
524434	23
524435	23
524436	23
524437	23
524438	23
524439	23
524440	23
524441	23
524442	23
524443	23
524444	23
524445	23
524446	23
524447	23
524448	23
524449	23
524450	23
524451	23
