23	7
52	7
120	7
204	7
217	7
219	7
349	7
425	7
617	7
619	7
638	7
639	7
644	7
649	7
892	7
940	7
984	7
1001	7
1194	7
1761	7
2	18
4	18
24	18
26	18
29	18
36	18
42	18
51	18
53	18
55	18
61	18
62	18
65	18
75	18
81	18
94	18
105	18
107	18
109	18
113	18
71	8
104	8
115	8
368	8
384	8
422	8
578	8
635	8
658	8
737	8
757	8
853	8
909	8
929	8
944	8
1069	8
1216	8
1357	8
1404	8
1576	8
3	15
5	15
46	15
49	15
63	15
74	15
129	15
235	15
305	15
360	15
443	15
483	15
484	15
485	15
487	15
490	15
494	15
496	15
500	15
502	15
9	1
84	1
98	1
100	1
123	1
131	1
136	1
138	1
143	1
158	1
239	1
253	1
267	1
273	1
281	1
285	1
293	1
303	1
310	1
311	1
7	5
8	5
10	5
13	5
19	5
27	5
38	5
44	5
50	5
56	5
60	5
64	5
66	5
83	5
88	5
91	5
116	5
122	5
125	5
127	5
12	6
150	6
166	6
181	6
182	6
427	6
498	6
588	6
616	6
661	6
687	6
759	6
792	6
810	6
840	6
949	6
1011	6
1071	6
1083	6
1092	6
130	9
188	9
189	9
260	9
344	9
424	9
587	9
749	9
758	9
793	9
897	9
898	9
966	9
1021	9
1033	9
1122	9
1133	9
1178	9
1272	9
1296	9
20	11
258	11
296	11
340	11
413	11
541	11
657	11
675	11
699	11
771	11
788	11
838	11
839	11
870	11
894	11
1052	11
1062	11
1082	11
1118	11
1276	11
34	12
45	12
76	12
102	12
103	12
121	12
151	12
154	12
237	12
256	12
314	12
319	12
321	12
393	12
400	12
428	12
430	12
431	12
435	12
445	12
