12392	2030
13412	2197
14574	2409
11648	1918
2532	408
2698	436
2887	468
1129	180
13411	2197
12391	2030
11649	1918
2886	468
2699	436
10488	1744
13414	2197
12390	2030
10838	1805
6844	1134
2885	468
10839	1805
13413	2197
6845	1134
12396	2030
17125	2818
17126	2818
10836	1805
3806	623
9700	1591
12395	2030
2695	436
10837	1805
17127	2818
2351	373
9701	1591
3079	497
13410	2197
12394	2030
5794	968
17128	2818
10834	1805
10212	1695
2696	436
3804	623
2352	373
3516	582
12393	2030
17129	2818
10835	1805
2697	436
3805	623
10213	1695
3517	582
10309	1715
2353	373
3802	623
17121	2818
3803	623
9691	1589
17122	2818
17123	2818
3801	623
16615	2736
17124	2818
3800	623
11685	1921
5657	939
5656	939
905	139
9690	1589
2121	326
2534	408
14730	2440
11683	1921
11684	1921
2120	326
906	139
5658	939
2533	408
17120	2818
1280	209
16985	2795
15795	2602
11682	1921
14542	2400
17265	2845
16812	2766
2114	326
11306	1866
5323	890
10525	1753
16984	2795
17266	2845
11681	1921
14543	2400
1281	209
15794	2602
16813	2766
14686	2429
2115	326
5322	890
10526	1753
15359	2544
3789	618
14540	2400
1282	209
11680	1921
17263	2845
16983	2795
14687	2429
10523	1753
5321	890
14688	2429
14541	2400
1283	209
16982	2795
17264	2845
16811	2766
1471	241
2113	326
10524	1753
17269	2845
1284	209
1285	209
15356	2544
5327	890
13463	2206
2118	326
5326	890
15355	2544
2119	326
16987	2795
17267	2845
15358	2544
5325	890
11650	1918
2116	326
16986	2795
12048	1977
17268	2845
15357	2544
5324	890
2117	326
6853	1138
10215	1695
11652	1918
13407	2197
15352	2544
1476	241
10480	1744
12047	1977
12387	2030
4227	701
11651	1918
10214	1695
13408	2197
15351	2544
1477	241
10481	1744
12046	1977
12388	2030
5829	974
10217	1695
11654	1918
4226	701
1130	180
5919	990
13409	2197
1478	241
15354	2544
10482	1744
12385	2030
12045	1977
10216	1695
11653	1918
4225	701
5918	990
1479	241
10483	1744
15353	2544
12386	2030
5917	990
10219	1695
14546	2400
208	27
1472	241
10484	1744
5916	990
11693	1923
11895	1955
11655	1918
209	27
10218	1695
9812	1613
1473	241
10485	1744
10486	1744
5915	990
9811	1613
12389	2030
14544	2400
5997	1000
15350	2544
1474	241
10487	1744
4492	743
9810	1613
14545	2400
14875	2472
1475	241
15251	2534
14879	2472
5922	990
8468	1423
11691	1923
14493	2394
10220	1695
5581	924
15250	2534
14878	2472
5923	990
7679	1287
11692	1923
8469	1423
10221	1695
9689	1589
5580	924
5924	990
14877	2472
3900	639
9688	1589
5925	990
13423	2197
14876	2472
11690	1923
9687	1589
13422	2197
12382	2030
14710	2438
14813	2462
14099	2326
10224	1695
4440	735
9686	1589
12381	2030
13421	2197
8465	1423
14711	2438
10225	1695
4441	735
15254	2534
9685	1589
13420	2197
5920	990
12384	2030
14729	2440
9684	1589
10222	1695
15253	2534
8466	1423
1591	254
12383	2030
15252	2534
5921	990
10223	1695
9683	1589
8467	1423
5328	890
3131	511
2036	311
10318	1715
11310	1868
16656	2741
10317	1715
3130	511
16657	2741
13637	2244
5329	890
2034	311
16658	2741
17133	2818
10319	1715
2035	311
3132	511
16659	2741
17134	2818
15796	2602
10314	1715
17131	2818
16815	2766
15797	2602
2033	311
10313	1715
17132	2818
16814	2766
10014	1649
2273	354
15798	2602
10316	1715
13393	2191
4221	699
16654	2741
14494	2394
10315	1715
17130	2818
4220	699
16816	2766
8070	1346
16655	2741
10581	1760
5654	939
210	27
1482	241
5333	890
11138	1840
5655	939
10580	1760
1483	241
211	27
10310	1715
5332	890
15349	2544
11137	1840
10583	1760
15348	2544
5335	890
12752	2083
1480	241
10311	1715
14709	2438
11136	1840
11134	1840
10582	1760
5334	890
1481	241
15347	2544
10312	1715
14708	2438
11135	1840
3231	523
214	27
8071	1347
11133	1840
6604	1098
11990	1970
13687	2247
15346	2544
5337	890
215	27
5343	892
11132	1840
11991	1970
5336	890
13688	2247
15345	2544
7101	1189
212	27
13689	2247
264	33
7680	1287
15344	2544
5339	890
15343	2544
7102	1189
213	27
11689	1923
9809	1613
6603	1098
265	33
5338	890
266	33
3905	639
849	128
4218	699
6909	1153
11642	1918
14096	2326
11994	1970
6879	1142
11688	1923
1413	227
218	27
15342	2544
3906	639
4219	699
7100	1189
14095	2326
11995	1970
11641	1918
11687	1923
219	27
14094	2326
15341	2544
267	33
3907	639
13419	2197
3251	530
8092	1354
11992	1970
14098	2326
216	27
3084	497
1411	227
6877	1142
3908	639
268	33
1488	241
3250	530
6878	1142
8093	1354
11993	1970
14097	2326
217	27
1412	227
3909	639
1489	241
5584	924
14707	2438
3082	497
3499	580
3253	530
13417	2197
11998	1970
5927	990
3901	639
1486	241
14831	2465
6875	1142
14091	2326
11647	1918
14706	2438
5585	924
3083	497
3252	530
5926	990
3902	639
13418	2197
11999	1970
1487	241
14172	2334
6876	1142
14090	2326
11646	1918
3080	497
5582	924
11996	1970
14705	2438
5331	890
11644	1918
5929	990
3903	639
1484	241
14171	2334
5174	864
13415	2197
14093	2326
11645	1918
6873	1142
5583	924
3081	497
5330	890
11643	1918
11997	1970
5928	990
8323	1401
3904	639
1485	241
14170	2334
13416	2197
14092	2326
6874	1142
9738	1601
4217	699
8916	1485
5104	845
11854	1947
7705	1291
4216	699
9739	1601
14949	2481
8917	1485
8096	1354
5105	845
9992	1646
7706	1291
11851	1947
4282	712
8095	1354
13806	2273
7707	1291
11852	1947
4215	699
4283	712
9737	1601
8094	1354
15060	2496
7708	1291
11309	1868
4214	699
11853	1947
16353	2699
11989	1970
4213	699
2622	417
5108	845
11308	1868
9504	1563
7701	1291
5749	963
11988	1970
2621	417
4212	699
9503	1563
5109	845
7702	1291
3296	538
4211	699
7703	1291
5106	845
9991	1646
3297	538
4210	699
5107	845
9990	1646
7704	1291
15763	2597
4263	709
14271	2359
8955	1490
8470	1423
3298	538
5746	963
14237	2348
10328	1715
17219	2832
13694	2247
14272	2359
12026	1973
15762	2597
8471	1423
3299	538
5745	963
10327	1715
13693	2247
14273	2359
8953	1490
15761	2597
5509	911
5748	963
10326	1715
11891	1954
13734	2253
13692	2247
14274	2359
8029	1337
15760	2597
8954	1490
4380	727
10325	1715
5747	963
13691	2247
7709	1291
4381	727
1784	277
5507	911
11893	1954
15767	2597
3230	523
13690	2247
5319	888
9359	1551
10768	1792
5742	963
14006	2310
5508	911
15766	2597
4382	727
5318	888
5741	963
11892	1954
14963	2485
14007	2310
1786	277
4383	727
15765	2597
15919	2618
14948	2481
5744	963
11894	1954
14270	2359
5506	911
1785	277
4262	709
4384	727
15764	2597
15918	2618
7410	1243
5743	963
10769	1792
10329	1715
5578	924
16232	2668
2467	394
3874	637
4374	727
4108	671
15916	2618
10562	1759
10754	1788
5579	924
16231	2668
2468	394
5750	963
4373	727
10561	1759
4107	671
15917	2618
13699	2247
5751	963
16234	2668
4376	727
15914	2618
10752	1788
16233	2668
5752	963
4375	727
15915	2618
10563	1759
4109	671
6880	1142
10753	1788
4379	727
15059	2496
8982	1493
15911	2618
7404	1243
13697	2247
10323	1715
3225	523
220	27
15810	2604
6881	1142
10771	1792
4378	727
5200	869
15912	2618
8981	1493
13698	2247
10324	1715
3226	523
221	27
15811	2604
6882	1142
10772	1792
16000	2632
15913	2618
4377	727
14275	2359
7406	1243
13695	2247
5201	869
16230	2668
10321	1715
5510	911
222	27
10320	1715
15812	2604
7405	1243
15910	2618
10322	1715
13696	2247
15813	2604
8030	1337
3224	523
10620	1766
15814	2604
3229	523
2625	417
7408	1243
14717	2438
9743	1601
9989	1646
15815	2604
2626	417
9742	1601
14716	2438
4902	807
7407	1243
7700	1291
15816	2604
11236	1856
3227	523
2623	417
9741	1601
3228	523
10770	1792
11235	1856
15817	2604
2624	417
9740	1601
379	57
7409	1243
3831	627
10750	1788
14713	2438
4104	671
16236	2668
15047	2494
4905	807
11850	1947
4103	671
3830	627
10751	1788
14712	2438
4906	807
16235	2668
15046	2494
4209	699
4106	671
14715	2438
4903	807
15045	2494
4105	671
14714	2438
4904	807
15044	2494
9748	1601
7719	1291
7938	1325
9987	1645
5493	908
9749	1601
5492	908
4848	796
7937	1325
4847	796
5491	908
7717	1291
9988	1645
4846	796
7939	1325
7718	1291
5490	908
10479	1744
17221	2832
80	17
3921	640
9744	1601
7934	1325
7715	1291
10478	1744
3920	640
9745	1601
7933	1325
7716	1291
9746	1601
7936	1325
7713	1291
9747	1601
7403	1242
17220	2832
