charedby	character
8570	7245
3914	2576
10396	2906
8800	7425
31625	23941
20679	16280
30434	13903
11599	9521
41522	30753
28445	21788
28347	21707
16048	12832
23792	18504
32115	24288
29560	22547
28338	1706
13764	11147
34344	25837
28610	5514
34724	26072
11740	3317
3157	2884
23190	18050
13838	11199
19088	15096
28565	21842
23996	18645
12933	10539
38772	28850
29289	22371
22864	17813
16805	13407
30009	22875
27042	20762
23393	18195
41733	30903
14937	12032
10855	8939
10492	8695
34360	23055
12056	9838
23647	18394
29658	2366
6989	3503
4072	3648
31472	1783
24634	19065
13248	10764
20981	142
21375	16762
23007	17911
9208	7724
38942	28975
571	564
124	122
19473	15404
33729	25416
32073	24256
39356	18984
921	890
22026	17224
24317	18855
11877	9704
33652	25364
22411	17505
27265	20923
15792	990
37312	15197
29567	22553
34593	25980
32215	24360
15947	12761
40086	29744
29530	22525
3615	668
16611	13258
21332	6481
33362	25168
41036	7863
35978	26908
3906	3511
8495	7178
15168	12211
19481	775
7900	4800
40528	1785
21476	16838
41080	30419
38963	28991
26012	20051
41570	30781
1354	51
3963	3560
36830	27518
927	896
32903	24830
20601	16222
26460	2573
3962	3559
1511	1449
14619	11776
15826	12677
19905	14556
38569	28700
4528	4049
32736	24713
31995	24203
37258	27796
20384	1061
36308	27154
15506	12453
25313	19561
2447	2283
14723	11855
25608	19782
11440	309
40011	84
14695	11834
38098	65
7696	6549
25646	19808
21719	17012
25988	20030
27155	20844
23272	18107
41284	30564
30595	515
29578	22564
10082	8377
18662	14776
39412	20906
36925	13746
26518	20389
5588	4929
25543	19734
20704	2907
28182	21595
26044	20066
30265	23039
1613	501
4028	3155
32491	24542
41942	31031
2716	2519
36573	14583
3981	3576
24111	18712
17319	1878
7105	5217
20478	5313
13839	11200
30812	23396
34039	25635
30428	921
10400	8632
42137	31173
42489	158
24884	19255
34964	1671
1931	1825
12598	10279
25628	19795
18282	6582
25288	19544
4871	4340
20175	15924
41289	30569
34352	21474
17636	13999
7486	6380
23283	18117
1945	282
7703	6554
2615	2431
21522	16871
19931	15743
20868	16402
21137	16142
21229	4324
40936	30321
33597	25317
25911	19986
25693	10658
10983	4863
9241	7756
22096	17272
13847	11206
25351	19588
5591	4931
26106	20119
7451	1379
21978	17183
27817	21341
5097	4510
32361	2391
29502	1856
32457	24515
3954	3552
8598	7271
32698	15253
11220	9228
4083	3658
11922	1776
38518	5957
9192	7713
15273	12293
26581	16180
40249	2626
41441	30680
8489	1126
26954	892
29359	16787
9863	8204
36451	6667
25516	1285
34869	26165
3625	3258
13590	11020
31111	8370
10619	8779
35630	26667
28136	21572
25597	19773
29385	22432
38734	28822
1016	984
31282	23713
14224	11486
30210	23003
33554	15438
24502	3592
22400	17494
27720	21272
4884	1835
7840	19
38436	28605
30274	10210
40235	7914
34099	11682
19798	1783
27153	20842
14587	5594
5085	4500
40621	30099
29957	22830
40481	30009
41643	4658
23390	18192
26890	20655
24833	6583
849	824
37878	28209
13293	10803
28873	22071
37981	16572
32722	24701
5784	5090
3169	2896
9943	7623
42266	31256
35672	24360
5954	5233
7121	2117
17543	13946
39877	29615
11474	9426
7520	6408
29202	6859
6698	3643
12403	10118
33374	2770
6232	2732
18885	14941
26730	20540
36558	27321
20787	8618
30329	23076
18336	4834
41440	30679
38038	28315
14749	11874
17230	13737
42011	31086
11716	9607
3573	3215
13672	11081
24313	18852
25985	752
25343	19584
17032	92
9100	515
14015	11332
35149	26358
38277	28481
37067	191
11226	1055
27168	20854
33435	25205
17198	11632
19980	15779
15854	12694
40461	29993
15620	12531
19975	15778
38583	835
13558	10996
19509	15425
4372	1191
38839	28900
35623	26663
39768	29545
33639	25354
35166	26365
41135	30460
25934	20001
1762	1680
23692	18428
23026	5020
27493	21088
2251	2113
19268	15238
27132	20825
36523	27303
32022	1609
13404	10887
19930	15742
1769	1612
4117	3690
42382	31340
11560	9495
4791	4268
6732	5838
13933	3089
37600	28000
34755	26086
29439	22467
12122	9891
41350	30614
2906	2678
18766	14853
8947	7541
2268	2129
1807	1723
6588	5723
12382	1876
15121	12169
42078	1239
31144	23632
19173	1528
22039	17237
33392	25183
28452	21791
9774	8133
26175	20168
32727	24706
12990	10585
27197	20875
33153	25016
9116	7662
8903	7504
8195	6923
21699	17003
7	7
15579	12500
15772	12640
32962	11023
32555	143
26727	20537
27509	1052
21544	16887
38891	28936
20944	16461
23661	974
37274	27802
35154	713
26736	20545
34335	10211
15865	12703
36613	27364
4277	3829
5634	4968
28559	1126
28105	21544
13649	5096
26915	20678
40457	6770
3075	2196
19495	15417
8645	7310
17244	13747
6655	5779
26187	20177
16121	2365
22561	17605
6897	5963
27191	20872
15007	12093
17562	13957
18843	14915
8205	6933
21698	806
32702	24683
20255	15983
16158	12905
25180	19465
303	300
8917	7517
33421	1773
11952	9759
7050	6059
13162	10717
12202	9217
17044	13597
13084	10662
28556	4217
9689	8078
8934	7528
26573	1087
9245	7759
26407	877
34522	25938
3033	2791
35615	7029
4415	3943
31552	4546
20966	16477
28056	21510
27180	20863
31190	23666
263	261
17036	13591
35712	26716
25697	5531
3853	1501
30492	23193
8657	7321
26379	20298
179	177
58	56
11686	9587
7785	6616
4016	3603
26333	20273
22144	17310
23823	2790
29370	22422
10440	8659
30382	23117
5719	5048
19850	15675
30964	23503
9170	7696
38715	28810
18845	14917
21697	4652
17405	13866
14058	11370
29163	1893
41515	30746
39461	29337
1662	1591
42091	15272
5979	5255
16150	12897
37180	27755
40381	29944
32751	24726
27160	20849
26473	20363
4249	3802
16238	6751
7648	6349
10221	8481
18897	3101
4996	215
25517	12544
40689	8995
36126	27012
41008	30378
11834	6738
23418	18214
33557	25288
23857	18549
14406	11630
15486	5282
35755	26752
18384	6562
39857	29600
39245	25038
31315	23738
35368	21457
4878	4346
16852	13442
14264	11515
10147	8427
30213	23004
17914	14194
3942	3540
15119	12167
19482	15409
35720	26722
21964	17171
23145	18010
12859	10486
14786	11911
16782	13391
18356	3615
4649	4145
14484	11678
8794	7420
1751	916
22674	17679
31031	1540
1333	1278
20082	15843
41781	15197
6880	275
40114	29766
29291	22373
18305	14503
8488	7174
38631	153
10710	2950
5210	4610
10195	1111
14295	1353
14708	1894
37508	27941
40729	30165
34306	15772
20022	15805
39348	29268
41568	472
7102	6096
42253	31245
22019	17218
8816	7439
22016	17215
25488	19697
4495	4020
33869	25523
9819	8167
8621	7288
12917	3901
33608	25328
12636	2034
34198	25735
36467	27259
33801	3881
10073	8369
2155	2024
38576	28706
14074	11384
24132	18728
35648	16377
10357	8596
4630	2491
9949	8269
41782	1528
19741	15596
8624	7291
3153	1158
27526	21109
22886	17831
28143	21577
10852	8936
7794	6621
12307	10042
6076	5339
5231	4627
424	420
15072	12133
35557	7908
37871	28204
41209	30521
26659	20485
16294	6738
30929	23472
15473	12430
21982	17187
16798	13401
37634	28022
25407	19627
30790	23385
41721	30894
34615	25996
39766	3222
39933	3204
9111	7659
23572	18336
13082	10660
28890	22084
24728	19142
8106	6865
7069	6071
37927	28240
29958	22831
15241	1270
16943	13524
21631	16949
7965	6747
9925	8252
9167	678
14098	11406
40170	19398
35923	26871
8322	7036
15840	12685
16287	13005
1665	1593
3513	3169
34562	2922
7114	6104
31802	24074
23653	2299
10911	924
10458	8670
736	720
25462	19673
16347	265
17262	13763
31923	24154
9741	8110
29122	99
22179	17337
22248	13443
7831	2301
37118	27710
34617	25998
19278	15248
39117	29113
28902	22095
362	359
30762	23366
36013	26930
4410	3938
12931	10537
38567	28524
31265	23704
37259	10210
6449	102
16502	13166
40861	30265
15743	806
22200	17348
38748	28832
47	46
24860	19240
40577	30067
7383	5489
13273	10787
18040	14303
37367	27847
28005	1925
38329	2034
2282	2139
18803	2809
35666	26688
11789	9641
25980	2445
17488	13911
39053	29068
4099	3672
40423	17847
3607	3242
185	183
29504	22508
38146	28390
31231	23683
21139	2491
34609	25990
21605	16935
12742	10396
22791	17768
18147	14382
33255	15970
13921	11267
10283	8535
20043	146
35247	26413
39954	29671
30580	23250
23288	18122
41654	30836
15714	12601
19213	15186
25642	19804
33753	25437
13382	10871
37192	12935
6747	5852
20217	15959
23704	18440
31964	24186
27706	21259
1688	1614
31700	24000
28030	69
10553	8730
27676	21233
8907	334
4298	3848
6121	4364
31222	15614
35244	26410
11049	1133
39312	29250
18030	14294
23609	18367
31394	23798
27309	20955
9197	2034
41659	30841
9906	8240
17170	13689
24192	7484
33914	25555
13974	6050
35872	1074
21656	16970
30063	22903
5675	5004
35281	26444
18934	14972
22869	17818
40217	29836
19537	15447
27447	21051
20503	7696
23618	18374
38624	28746
19767	15613
33712	25404
9725	8098
19698	15567
31420	94
10112	1052
6564	5702
6175	5402
24652	7930
39044	29060
39387	29291
38442	28609
16925	13506
36591	27345
15033	8746
8315	7029
23149	18014
3374	918
3611	3246
22943	2828
26644	2737
364	361
17592	13974
28453	21792
6147	84
20830	16375
18921	711
5968	5245
6809	5897
41077	30417
42044	31110
27339	20976
14588	11752
28025	15359
12845	10475
2613	2429
27845	21364
10531	8716
13502	10954
12829	10459
36000	26921
7608	800
8423	7125
1600	1536
9010	7584
17564	13959
3344	3036
20154	170
32964	1774
11198	9208
16248	12970
28375	21730
14285	11529
36976	19710
16384	13079
23087	12573
28882	22078
3827	3436
16902	13483
30599	23265
27016	8192
5059	4476
13149	8144
41885	21166
34331	25833
16085	12866
30112	5348
38	37
8051	6814
15008	12094
7479	6373
40126	29777
25430	19648
10103	8393
13474	10935
1713	1159
39830	29587
39876	29614
12813	98
19675	15550
8994	7572
26108	20120
13439	10909
29210	22316
5474	4831
4280	3831
34253	25776
17047	13600
38276	28480
3371	3059
14268	11517
5051	4468
21892	2711
26436	20338
17394	13860
27743	6551
9955	1397
18815	14892
34786	26107
26298	20250
1046	1012
39546	29395
34148	25705
1812	1728
36493	27280
21124	16582
923	892
3148	2879
39135	7319
30049	22894
27293	20945
40109	29761
40498	30022
8105	6864
8229	6954
18978	15010
40219	29838
13698	11098
20698	3151
3642	3273
42466	31393
26349	20287
21155	16608
29456	1633
32863	5141
11742	9616
5572	4914
713	700
32825	24781
27936	21437
20710	16299
22264	17394
37064	27676
38175	7883
219	217
18020	14284
30886	23444
28198	11007
7273	6220
41948	31036
28355	21712
25957	20014
14542	11720
41676	30856
36516	27299
101	99
32772	24740
25521	19718
6503	683
32486	7699
10013	8317
1645	1574
10811	8908
8757	455
34731	18178
32219	15157
39303	29246
34929	26211
32276	24406
16025	12816
4229	3787
29416	22449
7093	6090
12867	482
15525	788
24511	1136
5488	4842
6974	3506
40734	30169
13677	11085
39866	29607
6460	5623
10851	8935
64	62
6810	5898
18482	14639
14576	11744
3106	2843
21395	16779
21674	2529
34195	25732
26414	101
14431	4217
37188	228
18679	14792
22626	4981
11020	9071
1562	1500
17604	282
8941	7535
42224	31227
23620	18376
24374	943
11272	7882
331	328
36939	27587
34810	26125
316	313
12667	10335
3881	3487
29033	22194
10711	8843
40943	30328
10775	8891
26500	20380
24334	18865
13691	11093
18090	14339
41600	5592
10493	8696
2851	2631
12371	10094
27326	211
4392	3922
22315	17428
6479	5639
33704	3847
35400	23055
17268	5693
17951	14228
39541	29391
8882	7488
26829	20619
26576	20432
36195	27063
13300	10807
5730	4064
22501	17576
38600	28726
35804	10763
29951	22824
22319	17431
31781	24062
25875	19959
23158	18021
16439	6652
38509	930
6946	5986
553	547
21140	2537
33606	25326
27080	20786
32357	24462
1331	1276
29425	22457
9720	8094
35209	13421
31003	23535
10706	8839
4179	3743
22502	17577
12846	10476
32924	24845
13866	33
26161	20159
2748	282
41924	31018
42041	4674
39272	29222
32392	9670
14194	11468
18457	14618
28551	7605
28255	21646
17526	13934
21221	16651
42168	31198
15116	12165
38550	28687
41677	30857
9477	7926
7538	1239
41385	30639
29363	22417
25034	18341
32006	24209
41163	30482
34798	26116
21748	1868
26165	12133
15764	2339
32363	12467
3368	2905
36140	27024
29419	22452
4653	4148
14211	11479
6078	5341
5631	4965
37008	27639
32272	24404
4097	3670
4551	3037
34013	907
32686	24668
37081	203
25098	19410
23918	496
9703	5400
34622	26001
22725	17720
34210	25746
17295	13789
33664	25374
38301	28495
14451	11657
40984	729
36089	4610
7131	6118
30953	23493
26417	20322
18986	15018
24208	18774
26686	20506
23121	17990
10046	8348
6184	5409
949	917
22235	17371
32343	24453
41921	31015
576	569
7644	6513
13329	10831
34309	25817
9979	8291
27934	4862
32923	24844
16755	13374
39776	1550
36222	27087
1805	1721
32749	24724
14722	11854
6106	5366
23120	2790
11872	9701
41169	1051
33696	1163
1872	1778
16568	13222
16940	13521
13867	11223
22634	908
41788	752
12347	10074
15345	5787
19534	15444
38367	28543
18884	3101
2565	2385
3991	3584
16283	13001
35158	26362
11356	9336
6957	5991
21679	16987
24331	18863
29215	22320
23354	18164
33678	25384
301	298
34784	26105
1512	1450
25798	19904
23365	18172
22940	4816
28626	21876
21064	16542
8041	6804
10298	8548
38074	28345
27049	20768
17775	10051
2238	2100
14790	11915
35408	26506
25377	2477
18383	303
26229	4622
36643	6028
33197	13323
28307	21675
31385	23792
38142	28388
40856	24170
39423	29305
32359	24464
31272	6533
24750	19161
23222	18074
38906	1740
24623	19055
39788	29551
19233	15204
33198	170
14525	11708
3372	723
41507	30738
23162	18025
38112	28370
30395	23129
9024	7595
13488	1126
9660	8055
974	942
34637	4540
28512	555
20613	16234
14727	11858
30759	1600
29507	22510
7730	1883
15484	12438
16329	6893
20195	15941
12719	10375
12873	10499
29849	16377
4486	4011
21068	2790
33214	25065
33193	25050
41478	30709
1654	1583
17876	14167
299	296
37872	28205
7387	555
35617	4794
10934	796
5191	4592
8989	7567
33220	25071
11980	9784
11655	9565
13201	4018
36647	15406
7289	6233
5333	4713
8914	7514
14252	11509
19704	15571
19143	15143
14918	12017
34858	18670
13516	10043
14850	11956
30892	2600
30025	22884
33810	96
42425	31364
8749	7387
4658	4153
25376	19605
881	856
35348	33
25054	19372
38119	28377
7483	6377
15667	12567
40865	3216
40148	29797
24842	19225
14952	12047
23180	18040
27723	21275
26974	20710
29474	22489
8686	7343
25017	6887
26370	309
34205	25741
25329	19574
7594	773
31170	23650
5491	4844
37828	12505
38755	28837
15694	12588
15412	12390
21168	797
33476	25233
36542	57
25444	19662
34965	2910
19565	15468
10206	8471
27378	21004
2548	2371
9205	7721
15471	3721
4618	3961
11519	9460
8891	7493
2557	2379
31893	24131
20498	13911
16210	12939
20334	16031
19807	3126
33855	5947
9093	7647
32347	9677
10014	8318
12799	10441
34575	16689
15194	6832
39793	29555
28227	18366
12880	10506
27433	21040
8550	7225
38538	28547
6050	5314
33316	25130
4682	4174
25403	19624
18371	837
41555	2385
35971	1126
41567	12579
14188	11462
1035	1001
11835	472
8685	7342
29653	22632
6072	5335
31041	23564
38554	28691
10004	8312
33563	222
33732	25419
20389	16065
2192	2059
32647	24634
32013	24215
26205	20189
40838	30247
37353	27835
22621	17649
35276	26440
27653	21210
14845	4422
14416	11640
24897	1052
24545	19002
41551	19903
37520	12677
16916	13497
4388	3615
14390	11615
4329	3870
41671	22060
7665	6529
5859	402
34138	501
27654	21211
21770	275
33174	25036
12980	10576
29047	3222
28760	1847
33600	25320
1244	1201
3934	3532
11552	9489
18094	168
35567	32
34908	26195
33797	25478
25796	19902
6887	5959
13573	11007
39440	29324
30090	22919
12217	9972
693	680
21336	16735
