charedby	movie
19460	1887
10751	1012
20698	2005
25782	2504
12566	1184
16108	1554
8494	762
15594	1498
23484	2267
34932	3394
14452	1380
12420	1176
3909	316
40678	3980
40222	3931
40671	3978
9897	917
9133	834
23253	2249
20697	2005
23852	2301
33065	3194
10750	1012
32747	3171
19461	1887
5800	488
33502	3239
17193	1647
8495	762
15595	1498
12117	1154
3906	316
12563	1184
23485	2267
23856	2301
40679	3980
12895	1215
12423	1176
9130	834
14453	1380
34931	3394
16107	1554
33064	3194
5672	475
9896	917
23254	2249
20696	2005
17194	1647
32744	3171
11261	1080
23139	2243
12118	1154
8496	762
15596	1498
3907	316
12564	1184
12894	1215
14454	1380
9894	917
12422	1176
23855	2301
25780	2504
23486	2267
34930	3394
16106	1554
33063	3194
5671	475
20695	2005
9895	917
9131	834
23255	2249
32745	3171
11260	1080
3310	252
17195	1647
23138	2243
8497	762
5804	488
32743	3171
26662	2599
3312	252
40440	3959
23257	2249
39313	3824
23447	2264
23860	2301
36699	3587
28669	2775
33069	3194
40426	3953
12896	1215
14287	1358
35895	3500
22056	2151
32067	3102
39314	3824
18943	1843
6047	501
32133	3104
27336	2654
12574	1184
12206	1160
3311	252
12573	1184
23256	2249
26661	2599
5803	488
28668	2775
23446	2264
40425	3953
23861	2301
10958	1043
14286	1358
32068	3102
35894	3500
39315	3824
12897	1215
37750	3696
27335	2654
12207	1160
39311	3824
28667	2775
23445	2264
3314	252
23259	2249
5802	488
12572	1184
26664	2599
12209	1160
1129	87
40428	3953
33067	3194
23862	2301
36697	3587
35898	3500
35897	3500
33617	3249
16659	1596
34729	3374
7198	644
4678	383
12208	1160
27334	2654
12898	1215
28666	2775
39312	3824
26663	2599
23444	2264
5801	488
3313	252
12571	1184
23258	2249
33068	3194
5680	475
40427	3953
23863	2301
1128	87
36698	3587
35896	3500
33616	3249
16658	1596
14288	1358
10042	929
27333	2654
12899	1215
4679	383
11170	1073
18942	1843
39326	3826
26382	2565
1127	87
5808	488
12570	1184
26025	2529
16113	1555
39484	3850
39318	3824
16100	1554
26645	2598
33619	3249
14283	1358
33509	3239
1126	87
15703	1514
40429	3953
39325	3826
35899	3500
820	60
14281	1358
5807	488
3315	252
26026	2529
7197	644
32130	3104
16114	1555
34256	3325
39319	3824
32064	3102
16101	1554
821	60
14282	1358
33618	3249
36693	3586
5806	488
40669	3978
33508	3239
1125	87
15702	1514
40016	3900
39328	3826
21339	2088
26660	2599
34257	3325
32131	3104
39316	3824
14285	1358
38880	3789
32065	3102
5805	488
39327	3826
33507	3239
1124	87
15701	1514
23448	2264
26024	2529
34258	3325
12205	1160
32132	3104
39317	3824
1123	87
6660	584
40017	3900
32066	3102
14284	1358
38881	3789
35555	3464
12120	1154
38882	3789
1122	87
6661	584
40018	3900
36140	3522
7427	664
16117	1555
16653	1596
418	36
19919	1938
37918	3704
42394	4155
4512	368
22401	2180
32619	3155
28698	2777
18151	1753
2199	163
4065	334
38883	3789
6662	584
35556	3464
7426	664
27339	2657
1121	87
40019	3900
26669	2599
16118	1555
19918	1938
419	36
16652	1596
37919	3704
34723	3374
4513	368
22400	2180
42395	4155
21338	2088
18152	1753
7425	664
28697	2777
39329	3826
38884	3789
4064	334
11011	1049
18153	1753
35553	3464
1120	87
25686	2485
1301	100
4067	334
13790	1319
6663	584
16651	1596
19917	1938
30599	2945
22404	2180
16115	1555
3710	298
23683	2286
3711	298
37916	3704
4510	368
22403	2180
28198	2726
26293	2556
38885	3789
23931	2303
11010	1049
7424	664
31325	3020
18154	1753
1302	100
4066	334
6664	584
35554	3464
26646	2598
16650	1596
19916	1938
16116	1555
4511	368
22402	2180
30598	2945
3712	298
28197	2726
37917	3704
38886	3789
23930	2303
7423	664
5809	488
42241	4139
22406	2180
34727	3374
26666	2599
6665	584
22990	2231
35891	3500
11242	1079
13792	1319
16657	1596
18155	1753
4061	334
31327	3020
7422	664
41791	4093
28196	2726
6666	584
27332	2654
37914	3704
36695	3587
16656	1596
22405	2180
34728	3374
26665	2599
35890	3500
1300	100
18156	1753
13791	1319
42240	4139
11243	1079
41790	4093
31326	3020
6667	584
23681	2284
7421	664
27331	2654
39310	3824
37915	3704
36696	3587
22408	2180
26668	2599
16119	1555
16655	1596
35893	3500
41330	4034
35557	3464
7420	664
35558	3464
4063	334
31329	3020
40947	3999
37912	3704
39928	3893
32617	3155
27330	2654
34724	3374
34726	3374
26667	2599
16654	1596
42242	4139
22407	2180
35892	3500
41331	4034
31328	3020
4062	334
35559	3464
28699	2777
40948	3999
36694	3587
39929	3893
32618	3155
37913	3704
21570	2109
34725	3374
17548	1678
40310	3937
9122	834
13401	1278
17772	1714
22991	2231
4519	368
10749	1012
40687	3981
401	36
4650	380
12731	1201
14715	1422
25795	2504
23477	2267
25984	2523
36133	3522
15012	1450
41335	4034
7781	700
23926	2303
9729	904
13402	1278
17549	1678
4518	368
12439	1176
10748	1012
22992	2231
40311	3937
9123	834
10246	962
40686	3981
400	36
4651	380
12732	1201
25796	2504
23478	2267
7782	700
40312	3937
36134	3522
14716	1422
25985	2523
41334	4034
23927	2303
25090	2416
12438	1176
36135	3522
34446	3342
14468	1380
17774	1714
22993	2231
9124	834
9728	904
17793	1718
809	60
40689	3981
41333	4034
37841	3700
23475	2267
25986	2523
7783	700
14467	1380
17773	1714
22994	2231
36136	3522
12437	1176
13400	1278
9125	834
9727	904
33510	3239
12730	1201
40688	3981
25987	2523
6870	611
12436	1176
15011	1450
37842	3700
7784	700
41332	4034
23476	2267
37748	3696
32630	3156
405	36
9726	904
22995	2231
9126	834
13016	1229
10745	1012
4515	368
10212	958
7786	700
7785	700
40315	3937
4613	375
17776	1714
3532	273
4654	380
41339	4034
32631	3156
25980	2523
28521	2763
23677	2283
37749	3696
404	36
9725	904
4514	368
9127	834
13017	1229
22996	2231
10211	958
7787	700
17775	1714
3531	273
40316	3937
36130	3522
37840	3700
4655	380
41338	4034
19913	1938
23678	2283
28520	2763
32632	3156
25981	2523
33070	3194
9128	834
38220	3736
9724	904
403	36
33320	3217
10747	1012
7788	700
10214	958
4517	368
22997	2231
40681	3980
13403	1278
4652	380
3530	273
36131	3522
41787	4093
40313	3937
17778	1714
32633	3156
25982	2523
16660	1596
23479	2267
26649	2599
12733	1201
19914	1938
23679	2283
26491	2578
41337	4034
9129	834
38221	3736
402	36
5689	475
9723	904
7789	700
40682	3980
10746	1012
22998	2231
4516	368
13404	1278
10213	958
23849	2301
12734	1201
41336	4034
26490	2578
4653	380
41788	4093
17777	1714
40314	3937
36132	3522
15270	1465
25983	2523
19915	1938
3914	316
12579	1184
24516	2352
23123	2243
28670	2775
7962	718
23673	2283
30913	2981
4658	380
12431	1176
3536	273
41789	4093
40319	3937
23848	2301
14461	1380
34440	3342
10216	958
33515	3239
11253	1080
15451	1487
9722	904
38222	3736
33072	3194
5688	475
22999	2231
23122	2243
24515	2352
9720	904
3915	316
23674	2283
28671	2775
30912	2981
4659	380
3535	273
17996	1735
12430	1176
14462	1380
37530	3682
23470	2267
34441	3342
10215	958
1500	115
33516	3239
11252	1080
9721	904
15450	1487
38223	3736
33071	3194
5687	475
39820	3883
23675	2283
23125	2243
24518	2352
40317	3937
37531	3682
36779	3596
3534	273
30911	2981
4656	380
25777	2502
33517	3239
13018	1229
5686	475
38224	3736
11251	1080
28672	2775
23676	2283
24517	2352
23124	2243
34940	3394
14460	1380
40318	3937
30910	2981
29754	2875
25790	2504
4657	380
37532	3682
3533	273
38225	3736
33518	3239
13019	1229
10217	958
5685	475
28673	2775
11250	1080
29755	2875
25791	2504
12435	1176
14465	1380
39330	3826
41391	4043
18654	1820
23473	2267
41881	4106
12575	1184
39822	3883
28674	2775
33511	3239
40683	3981
23127	2243
38226	3736
5684	475
15455	1487
40021	3900
36137	3522
34444	3342
25775	2502
39331	3826
12434	1176
23670	2283
23474	2267
29756	2875
25792	2504
14466	1380
41392	4043
18655	1820
24519	2352
41882	4106
12576	1184
39821	3883
33512	3239
28675	2775
23126	2243
5810	488
14638	1408
38227	3736
29815	2884
5683	475
40020	3900
36138	3522
34445	3342
25776	2502
15454	1487
14463	1380
17997	1735
23471	2267
41393	4043
23928	2303
12433	1176
23671	2283
25793	2504
12577	1184
39824	3883
3538	273
40685	3981
23129	2243
17546	1678
28676	2775
33513	3239
15453	1487
9120	834
29816	2884
5682	475
38228	3736
36139	3522
34442	3342
23472	2267
23929	2303
7780	700
12432	1176
41880	4106
3537	273
17998	1735
14464	1380
23672	2283
39823	3883
25794	2504
41394	4043
12578	1184
18653	1820
27390	2661
28677	2775
40684	3981
23128	2243
23443	2264
15452	1487
33514	3239
9121	834
38229	3736
17547	1678
34443	3342
29817	2884
5681	475
37527	3682
38219	3736
1117	87
23850	2301
5691	475
40024	3900
4071	334
31578	3050
28679	2775
30296	2927
26652	2599
12584	1184
8492	762
19119	1857
41886	4106
32123	3104
33358	3223
39825	3883
34265	3325
36786	3596
42154	4126
14277	1358
39344	3828
10147	946
3816	312
37526	3682
23851	2301
38218	3736
1116	87
31577	3050
5692	475
40025	3900
4070	334
28678	2775
12583	1184
30297	2927
26651	2599
41885	4106
32124	3104
31214	3008
19118	1857
10148	946
8491	762
36785	3596
39826	3883
34266	3325
39334	3826
15448	1487
42153	4126
39345	3828
3817	312
25638	2479
14276	1358
37529	3682
11258	1080
40022	3900
1119	87
26650	2599
39828	3883
41884	4106
39827	3883
32121	3104
12586	1184
36784	3596
10149	946
30294	2927
25639	2479
14275	1358
34263	3325
23680	2283
39333	3826
3818	312
31579	3050
11259	1080
5690	475
40023	3900
1118	87
37528	3682
39829	3883
34264	3325
41883	4106
30295	2927
36783	3596
32122	3104
12585	1184
39332	3826
3819	312
14274	1358
3910	316
16754	1604
12580	1184
37908	3704
36011	3508
42158	4126
11256	1080
31574	3050
1113	87
40028	3900
812	60
30916	2981
14273	1358
1112	87
7417	664
23130	2243
16430	1584
3911	316
16755	1604
42239	4139
37909	3704
36012	3508
16110	1554
39340	3828
31573	3050
11257	1080
33519	3239
14272	1358
811	60
1111	87
30917	2981
7416	664
40029	3900
42157	4126
16111	1554
23131	2243
32120	3104
16431	1584
12582	1184
42238	4139
30298	2927
17551	1678
31576	3050
14270	1358
1115	87
40026	3900
33002	3190
25495	2463
39341	3828
37525	3682
36013	3508
11254	1080
10145	946
37524	3682
7419	664
42156	4126
16112	1554
810	60
15449	1487
30914	2981
14271	1358
3913	316
31948	3091
23132	2243
16432	1584
42237	4139
17550	1678
30299	2927
12581	1184
16753	1604
40027	3900
1114	87
39342	3828
31575	3050
11255	1080
10146	946
42155	4126
37523	3682
39343	3828
30915	2981
7418	664
28785	2784
23133	2243
3912	316
42236	4139
33357	3223
32324	3118
408	36
42235	4139
18518	1803
17779	1714
35565	3464
25497	2463
4079	334
816	60
40082	3909
40680	3980
7412	664
7779	700
37745	3696
37904	3704
4522	368
42079	4122
16734	1600
409	36
42234	4139
32323	3118
26659	2599
37839	3700
27337	2655
18519	1803
4078	334
815	60
25496	2463
7778	700
33620	3249
7411	664
40083	3909
18909	1838
37905	3704
37744	3696
16735	1600
3720	298
26658	2599
42076	4122
18516	1803
37838	3700
15304	1470
814	60
25499	2463
4077	334
22696	2204
7415	664
1110	87
7414	664
33667	3256
37906	3704
406	36
42077	4122
37747	3696
32129	3104
18517	1803
3721	298
37837	3700
26657	2599
407	36
15305	1470
25498	2463
813	60
33668	3256
7413	664
16733	1600
4076	334
42078	4122
37907	3704
37746	3696
32628	3156
25977	2523
34261	3325
15302	1470
22698	2204
32320	3118
16803	1613
37836	3700
36782	3596
26656	2599
42074	4122
31217	3008
30292	2927
38122	3724
37741	3696
33319	3217
32127	3104
31218	3008
9155	835
13021	1229
4075	334
23141	2244
37900	3704
34262	3325
22697	2204
25976	2523
15303	1470
30293	2927
26655	2599
99	20
42075	4122
37835	3700
36781	3596
819	60
32627	3156
37740	3696
9154	835
31219	3008
13020	1229
39320	3824
32128	3104
4074	334
37901	3704
37834	3700
32322	3118
41340	4034
15300	1470
15710	1515
25979	2523
42072	4122
30290	2927
37743	3696
818	60
31215	3008
14279	1358
26654	2599
98	20
97	20
4520	368
32125	3104
36780	3596
37902	3704
39321	3824
9719	904
7410	664
4073	334
41341	4034
14278	1358
37833	3700
32321	3118
817	60
3815	312
15301	1470
34260	3325
32629	3156
25978	2523
37742	3696
30291	2927
22699	2204
31216	3008
42073	4122
32126	3104
26653	2599
9156	835
96	20
4521	368
39322	3824
37903	3704
4072	334
23140	2244
41389	4043
40456	3961
28680	2775
28511	2763
5768	483
18525	1803
2385	174
23667	2283
33628	3250
16533	1594
14396	1374
8391	747
8390	747
7118	637
9837	912
3830	312
24768	2381
2477	180
36068	3516
37738	3696
28681	2775
18524	1803
16534	1594
40455	3961
28510	2763
33629	3250
2386	174
2479	180
23668	2283
9835	912
14397	1374
8392	747
7117	637
27923	2701
24769	2381
9836	912
2478	180
11656	1122
37739	3696
36067	3516
33626	3250
14394	1374
18527	1803
40454	3961
28000	2710
2383	174
23665	2283
8393	747
7116	637
9839	912
36066	3516
21455	2104
2557	184
42226	4137
37736	3696
16532	1594
14395	1374
12700	1201
33627	3250
2384	174
40453	3961
21454	2104
23666	2283
18526	1803
8394	747
27040	2629
34236	3318
9838	912
7115	637
14090	1340
37737	3696
23832	2299
9832	912
2389	174
27041	2629
34235	3318
31380	3025
8395	747
18521	1803
8298	742
16537	1594
15087	1454
23831	2299
40452	3961
21457	2104
33521	3239
24764	2381
4674	381
34234	3318
8396	747
747	52
8297	742
18520	1803
9831	912
1150	87
16538	1594
15086	1454
23830	2299
15085	1454
33522	3239
40451	3961
21456	2104
24765	2381
29516	2856
4675	381
34233	3318
18523	1803
9644	893
8397	747
9834	912
14398	1374
35712	3476
15089	1454
2387	174
23669	2283
16535	1594
27213	2640
27930	2704
40450	3961
21459	2104
1018	78
31905	3086
29517	2856
24766	2381
8454	754
3339	257
34232	3318
18522	1803
14399	1374
14427	1378
8398	747
2388	174
9833	912
9645	893
35713	3476
5769	483
15088	1454
27212	2640
16536	1594
8299	742
21458	2104
33520	3239
1019	78
31906	3086
29518	2856
7119	637
24767	2381
33525	3239
3337	257
25640	2479
38216	3736
1584	121
15082	1454
22331	2175
9028	831
35684	3475
24760	2381
12404	1175
21607	2113
39339	3828
34231	3318
23878	2301
12705	1201
28097	2717
8294	742
1585	121
33526	3239
3338	257
38217	3736
5693	475
21559	2109
40696	3981
35482	3458
9029	831
38099	3721
35685	3475
15081	1454
22330	2175
24761	2381
18328	1783
12405	1175
36361	3544
18800	1829
27170	2634
39338	3828
37540	3682
33991	3289
8293	742
21606	2113
23877	2301
12706	1201
34230	3318
33621	3250
28098	2717
38214	3736
1582	121
17780	1714
3335	257
9026	831
18329	1783
35686	3475
33523	3239
24762	2381
40695	3981
35483	3458
15084	1454
36360	3544
1091	85
27171	2634
35339	3444
8296	742
12402	1175
12707	1201
39337	3828
27309	2654
748	52
21609	2113
9027	831
1583	121
3336	257
38215	3736
9963	921
12709	1201
40694	3981
35484	3458
24763	2381
33524	3239
35687	3475
15083	1454
1090	85
27172	2634
12708	1201
29387	2847
28096	2717
8295	742
12403	1175
23879	2301
39336	3828
749	52
21608	2113
38212	3736
36010	3508
40693	3981
35485	3458
42159	4126
29388	2847
33529	3239
3333	257
7114	637
12701	1201
33624	3250
36767	3596
8290	742
21603	2113
37543	3682
27173	2634
23663	2283
18803	1829
27307	2654
12408	1175
2556	184
38213	3736
40692	3981
35486	3458
21602	2113
29389	2847
7113	637
1510	115
3334	257
27308	2654
36768	3596
33625	3250
12702	1201
38637	3774
37544	3682
27174	2634
23664	2283
18804	1829
40459	3961
12409	1175
40691	3981
35487	3458
15080	1454
38210	3736
3331	257
1511	115
33527	3239
5641	473
28099	2717
21605	2113
36769	3596
37541	3682
8292	742
12703	1201
33622	3250
40458	3961
18801	1829
27305	2654
38638	3774
28682	2775
27175	2634
12406	1175
28683	2775
27176	2634
3332	257
38211	3736
26680	2599
14503	1389
1512	115
33528	3239
40690	3981
10572	993
21604	2113
23662	2283
33623	3250
8291	742
4118	336
12704	1201
37542	3682
34066	3295
40457	3961
27306	2654
18802	1829
35488	3458
12407	1175
38639	3774
28965	2799
7329	656
36776	3596
27316	2654
19129	1857
18452	1798
42168	4126
18808	1829
25427	2455
32565	3147
40102	3913
23880	2301
5642	473
21610	2113
37537	3682
1502	115
21551	2109
36358	3544
33816	3276
3330	257
26782	2606
26682	2599
9969	921
36775	3596
27315	2654
28966	2799
19128	1857
18807	1829
42167	4126
18451	1798
37535	3682
31220	3008
25428	2455
1501	115
23881	2301
38631	3771
37536	3682
3740	303
5643	473
21611	2113
36359	3544
21552	2109
26783	2606
26681	2599
9968	921
27314	2654
18806	1829
28967	2799
31379	3025
31221	3008
7689	694
36778	3596
37534	3682
18450	1798
11244	1080
1504	115
21612	2113
23882	2301
6868	611
1149	87
26780	2606
25918	2519
26684	2599
19127	1857
21553	2109
27168	2634
26948	2619
5644	473
28968	2799
18805	1829
27313	2654
7688	694
31378	3025
31222	3008
36777	3596
25426	2455
37533	3682
21613	2113
1503	115
23883	2301
42169	4126
11245	1080
21554	2109
1148	87
6869	611
25919	2519
26781	2606
26947	2619
5645	473
36357	3544
19126	1857
26683	2599
12413	1175
41390	4043
28961	2799
42164	4126
31223	3008
1092	85
36772	3596
21045	2048
27312	2654
5646	473
26786	2606
26686	2599
1506	115
35689	3475
10198	956
1581	121
15456	1487
36005	3508
11246	1080
9965	921
21555	2109
38209	3736
23884	2301
12412	1175
42163	4126
34710	3369
1580	121
28962	2799
31224	3008
27311	2654
7326	656
36771	3596
8933	811
32110	3104
26685	2599
5647	473
25917	2519
35688	3475
27169	2634
26949	2619
36006	3508
33305	3215
11247	1080
9964	921
15457	1487
21556	2109
1505	115
23885	2301
38208	3736
42166	4126
34711	3369
12411	1175
3828	312
23887	2301
26688	2599
8932	811
32111	3104
31225	3008
7327	656
37060	3622
36774	3596
32567	3147
28963	2799
37061	3622
10196	956
33304	3215
9967	921
40100	3913
5648	473
27310	2654
26784	2606
1508	115
38207	3736
37539	3682
23886	2301
5314	437
21557	2109
11248	1080
12410	1175
3829	312
18809	1829
42165	4126
34712	3369
32112	3104
31226	3008
36773	3596
26687	2599
28964	2799
32566	3147
7328	656
40101	3913
10197	956
5649	473
33303	3215
9966	921
1507	115
26785	2606
37538	3682
36004	3508
38206	3736
11249	1080
21558	2109
7866	707
38990	3797
38863	3789
5312	437
16428	1584
18775	1827
34384	3336
2390	174
19121	1857
14096	1340
1017	78
42160	4126
10194	956
32754	3173
36310	3537
32113	3104
34713	3369
40372	3943
3826	312
28518	2763
5771	483
22221	2167
1142	87
29519	2856
7865	707
38864	3789
5313	437
38991	3797
32114	3104
1509	115
34385	3336
18389	1788
10195	956
1016	78
14095	1340
19120	1857
16429	1584
8399	747
26689	2599
9840	912
1141	87
3827	312
40373	3943
28519	2763
3823	312
38865	3789
36007	3508
14098	1340
27929	2704
1015	78
15401	1482
32115	3104
14269	1358
36770	3596
808	60
10192	956
14099	1340
21246	2074
42162	4126
28516	2763
1140	87
5310	437
40370	3943
9841	912
3824	312
36008	3508
7867	707
38866	3789
14097	1340
15400	1482
32116	3104
1014	78
14268	1358
10193	956
28517	2763
42161	4126
22220	2167
5770	483
36009	3508
28960	2799
9842	912
3825	312
40371	3943
5311	437
16539	1594
32117	3104
19125	1857
31819	3072
1013	78
14092	1340
42227	4137
18386	1788
6866	611
21243	2074
1147	87
3821	312
21244	2074
28514	2763
14393	1374
18528	1803
21460	2104
15403	1482
10190	956
24126	2317
2394	174
14091	1340
1012	78
31818	3072
19124	1857
32118	3104
18385	1788
42228	4137
6867	611
1146	87
3822	312
21245	2074
1145	87
10191	956
21461	2104
18529	1803
28515	2763
14392	1374
2393	174
24127	2317
15402	1482
42229	4137
32119	3104
10019	928
19123	1857
14094	1340
18388	1788
1011	78
22328	2175
34229	3318
38632	3771
21241	2074
1144	87
40374	3943
2392	174
21462	2104
14391	1374
15405	1482
26294	2557
25429	2455
32638	3158
28512	2763
18387	1788
10018	928
19122	1857
21550	2109
14093	1340
22329	2175
38862	3789
1010	78
38633	3771
6865	611
3820	312
21242	2074
1143	87
38861	3789
24125	2317
14390	1374
15404	1482
2391	174
21463	2104
32637	3158
28513	2763
22216	2167
13283	1260
8381	747
34225	3318
4104	334
12711	1201
33638	3250
29390	2847
2395	174
12559	1184
38729	3782
18333	1783
35704	3476
34927	3394
21467	2104
42397	4155
38997	3797
2602	187
39474	3847
24758	2381
9827	912
3840	312
22325	2175
7128	637
752	52
37423	3667
35690	3475
22351	2178
8382	747
13284	1260
22215	2167
34224	3318
29391	2847
4103	334
12712	1201
2396	174
18334	1783
35705	3476
34926	3394
38996	3797
42396	4155
21466	2104
2601	187
7127	637
6677	588
22324	2175
39473	3847
24759	2381
9826	912
37422	3667
35691	3475
22352	2178
753	52
4004	324
18331	1783
9824	912
13285	1260
754	52
4102	334
40010	3898
7006	631
35706	3476
34929	3394
22218	2167
15079	1454
21465	2104
15406	1482
32639	3158
2397	174
39476	3847
38999	3797
2604	187
24756	2381
37425	3667
31400	3034
9825	912
3842	312
22327	2175
6110	510
34228	3318
20016	1946
9823	912
13286	1260
34226	3318
8380	747
755	52
4101	334
8289	742
21464	2104
35707	3476
34928	3394
22217	2167
7007	631
2398	174
18332	1783
15078	1454
12710	1201
2603	187
38998	3797
33530	3239
32109	3104
39475	3847
42398	4155
31401	3034
37424	3667
7129	637
22350	2178
34227	3318
24757	2381
22326	2175
3841	312
15077	1454
35700	3476
4108	334
32755	3173
7008	631
8288	742
15906	1541
34221	3318
11241	1079
756	52
29394	2847
2399	174
14386	1374
41426	4046
9822	912
22212	2167
8385	747
13287	1260
16826	1615
37921	3704
15198	1457
38993	3797
10022	928
24754	2381
34383	3336
33531	3239
35491	3458
22321	2175
7009	631
4107	334
15076	1454
15907	1541
35701	3476
8287	742
29395	2847
11240	1079
757	52
14387	1374
41427	4046
9821	912
13288	1260
18330	1783
22211	2167
8386	747
15197	1457
38869	3789
37920	3704
38992	3797
16827	1615
24755	2381
10023	928
33532	3239
22320	2175
35492	3458
34382	3336
22409	2180
15075	1454
15908	1541
35702	3476
34925	3394
758	52
4106	334
34223	3318
29392	2847
14388	1374
8383	747
18533	1803
8286	742
9820	912
22214	2167
10020	928
39472	3847
38868	3789
37923	3704
2600	187
15074	1454
22323	2175
38995	3797
24752	2381
7690	694
33533	3239
21469	2104
35703	3476
34924	3394
8384	747
29393	2847
759	52
4105	334
22213	2167
8285	742
3739	303
18532	1803
34222	3318
14389	1374
24753	2381
10021	928
42231	4137
37922	3704
35490	3458
39471	3847
15199	1457
38867	3789
15073	1454
22322	2175
21468	2104
7691	694
38994	3797
33534	3239
24750	2381
35495	3458
33535	3239
14413	1376
26777	2606
2955	212
42230	4137
14500	1387
33379	3227
38646	3774
6966	627
3738	303
18531	1803
23868	2301
12719	1201
33630	3250
29398	2847
8284	742
22359	2178
18445	1798
31406	3034
25923	2519
20304	1971
39508	3852
22450	2182
35496	3458
26776	2606
24751	2381
14412	1376
20302	1971
1520	115
38203	3736
14501	1387
38647	3774
8283	742
6967	627
33631	3250
9870	915
23867	2301
31407	3034
3737	303
18530	1803
33378	3227
40449	3961
18446	1798
20303	1971
39507	3852
25922	2519
35493	3458
14411	1376
35696	3475
26779	2606
2953	212
38204	3736
16824	1615
31408	3034
8282	742
22357	2178
38644	3774
7121	637
3736	303
12717	1201
33632	3250
29396	2847
23866	2301
39506	3852
20306	1971
25925	2519
18447	1798
35494	3458
35697	3475
14410	1376
2954	212
23864	2301
26778	2606
16825	1615
38205	3736
33633	3250
7120	637
22358	2178
31409	3034
8281	742
3735	303
29397	2847
23865	2301
12718	1201
38645	3774
6965	627
19221	1868
26950	2619
25924	2519
18448	1798
20305	1971
37427	3667
1523	115
7124	637
4878	401
27299	2652
35694	3475
2606	187
37056	3622
32643	3160
40446	3961
27317	2654
18449	1798
18337	1783
35499	3458
3455	267
