starring	character
22802	17088
29924	15638
13758	10657
19279	14601
8674	6926
18756	14199
28546	21010
31643	23127
15111	750
6318	5232
15311	11740
36547	26317
26605	6318
25644	277
27439	1854
6538	2316
20730	15683
33151	24097
32195	800
30422	22324
6930	751
42151	30056
38793	21470
21629	16303
344	328
19675	14896
24021	12611
9367	7485
24707	18409
42790	30485
18090	13781
24374	15772
2114	1860
1245	1130
21628	16302
37311	26824
40150	1854
39600	28340
28693	21111
38300	27503
6981	5711
41673	29748
13851	10721
31641	9994
21312	16088
37513	26944
34899	25252
24325	18131
9992	7927
24149	2790
8000	6428
34714	25157
33814	24521
28200	20770
9458	2711
42931	30580
28615	21058
458	426
43609	2066
32351	402
18059	13758
32980	23981
10595	8333
2581	2235
18791	14230
7644	5786
11239	751
9038	7232
38989	27912
18443	13992
10211	8048
1692	1502
25704	19056
6112	5076
33254	24168
29772	3602
29116	4032
25923	19223
3661	5
27137	2439
17384	13253
12078	9403
4307	3611
29897	21935
469	432
25404	7665
30753	22530
7381	472
3842	3236
25993	19269
7906	3643
24244	18069
27173	20077
36751	26451
27453	4842
22839	17108
38893	27856
33295	24195
26911	19911
2488	2162
37276	469
43003	8251
40776	29181
5310	197
32234	20656
28550	21014
25391	18855
18832	806
33248	24162
11587	9034
24246	18071
28745	21146
43586	31041
24004	17894
13125	10158
20134	15245
2543	2203
12558	9716
3599	2738
8238	6602
36535	26305
19866	15039
19716	42
36177	26083
41027	29339
37327	26831
43606	2066
11931	6652
8565	6851
37414	772
28576	4374
22901	17151
39864	16434
39699	28401
36899	26540
3585	3040
36836	10229
13085	10122
4915	4114
39419	28219
7864	6325
2895	2507
4793	4020
23905	17830
39996	28618
38347	27523
38056	21847
27891	20554
22880	17133
34895	25246
41079	29377
38219	27446
9618	7657
19209	837
13864	4002
15668	12024
10327	8132
10391	8183
7458	6029
23896	17822
32045	23374
13453	10423
5263	4386
28258	20802
6795	5581
23949	17857
36868	26516
16664	12729
39231	170
35359	25591
38967	469
25697	19050
21463	16195
13729	4646
3329	751
1741	501
37540	26960
38006	27294
42986	456
17456	806
6786	5573
20514	7191
33525	429
10010	7939
500	462
12568	9724
3485	2964
37551	26967
7732	6228
32896	550
41814	1835
29513	5660
43603	2066
10695	8407
7589	6126
28311	20842
1771	993
18139	13816
33437	24289
27158	20066
26644	1815
42955	30600
12748	9867
6621	5448
19171	14522
26573	107
2149	1883
5544	4615
24495	18253
145	141
775	710
3453	2937
39510	28274
29018	21361
43994	15058
43602	2066
14277	4301
40529	10034
36333	1831
6240	5174
14180	10948
6034	5017
29624	21778
28349	20872
3490	2969
36303	26169
4450	3732
19958	15106
7241	788
29303	750
14871	11434
22437	16851
22768	17062
6076	5055
5419	4505
19212	14551
20237	15330
23629	4981
35090	2564
22413	1803
28135	2955
5790	4814
39732	28422
24143	2790
7110	2066
13966	10795
20570	15568
8806	7040
30419	8400
19446	14734
39183	28052
19055	14436
17491	13327
42294	30136
27037	4443
17831	1126
9830	613
44002	31317
40289	28828
16782	1136
33642	24433
28046	20666
7913	6354
7507	6065
10710	8419
652	598
26149	19376
11764	750
17749	13532
44068	31353
25742	19084
15162	11644
13236	10249
463	428
7903	3643
27551	20320
40757	29163
4494	3772
1702	1512
11105	1773
25392	153
29777	21848
25166	15523
40536	8998
14817	11404
42415	3068
7112	2066
29456	21654
24914	15178
19530	14796
18704	493
43004	30631
30791	22557
43242	84
38418	27573
14758	891
31308	22912
4980	4173
42196	30078
26542	19658
4346	3641
42762	30463
22048	4749
9684	7700
27634	20375
7111	2066
27366	20214
777	146
41824	29847
1254	1137
12683	9814
228	217
18204	13856
25976	19257
17563	13380
10617	472
26664	19749
35106	25404
28935	8479
43551	31012
4601	3856
23283	17406
6761	5557
12516	146
6653	5474
43720	11675
7114	2066
13511	10462
778	146
12793	9898
39548	2829
36961	472
3178	2738
15899	12201
10427	8213
24425	18198
21095	15956
15994	12274
17107	6893
826	754
2971	2569
1964	1743
2326	2039
17806	13575
27109	20037
7322	5952
5830	4841
43633	11743
26855	19873
26604	19707
7492	515
32460	23654
27483	20284
3351	2864
11997	9340
12734	9853
32397	23614
39925	28561
38858	27834
6402	5301
31161	22816
26214	19428
17097	13034
29403	21620
17755	13538
11224	8775
10334	8138
43191	30778
33835	915
14454	5003
35834	384
28015	20643
31151	1894
34206	24806
13934	10768
42122	30040
10182	1047
15295	11728
27504	5874
17840	13593
30660	22475
14	14
7116	2066
21620	4443
34335	24883
11155	8725
4958	4153
7345	310
39355	28182
549	508
30549	22406
7561	250
34735	2078
39339	720
17198	13107
28794	21193
22789	17079
40835	29223
5935	4930
23757	17740
247	236
20762	15713
9122	7304
14501	8402
22583	16953
42295	30137
9878	3008
29943	21975
4801	4028
693	634
10235	8086
39808	28480
12813	9912
1932	1706
19332	14649
7788	6273
18663	14139
16412	1878
43454	30957
21396	16156
39504	16593
26034	19296
2933	2538
17731	13516
1680	1490
31017	22728
664	606
43206	30787
6671	5489
1931	1706
5240	4371
3701	3126
42007	29962
7789	6274
16413	1878
36702	26419
21569	16269
21625	16299
7119	2066
3089	2663
29533	21705
32103	23405
26622	84
6986	5716
18746	10057
28244	20794
23592	17628
28239	20791
14382	11087
17104	13039
23920	6572
7301	5935
43356	30897
14433	11124
19040	14423
32336	23574
39949	28579
33959	24616
39296	28141
28047	20666
41277	29511
27162	20070
499	461
5986	4975
8408	6728
5341	4440
9072	7263
21303	16080
25612	18995
36232	9166
13201	10215
22889	17142
9988	835
7513	6070
25786	19121
8489	6780
18357	13945
6665	5484
31354	7813
26656	19742
11468	174
16996	12946
23467	17548
8677	6929
36463	26262
16700	12751
34290	6407
10404	3848
920	817
43016	30642
14992	1136
38559	6343
18339	13932
19845	5248
29987	22008
42076	30006
29381	3278
42578	30340
921	817
1038	944
16536	6212
42448	12703
26482	1233
26075	19320
14521	11178
26907	19907
29205	21494
2261	1980
15208	11667
2726	2357
21086	15950
33967	24620
14941	4794
35435	2170
15696	12051
18439	13989
39198	28063
35171	25458
17552	11482
40612	29072
41059	29363
34556	8264
38404	27566
24462	18226
33376	24247
36493	6407
9267	7410
31673	7489
4464	3745
26290	9195
949	98
19902	806
10294	5054
34058	24691
22826	17098
29576	21743
8826	7057
39058	1314
22316	16763
37487	26933
23496	17571
30614	22442
42023	471
32828	23892
18902	14317
8907	7127
31603	23093
21467	16199
39669	28384
20830	9994
8554	6842
4261	3575
34418	24941
3727	3146
6327	5246
6257	5188
32403	23618
28803	21200
19608	14845
13217	10230
42876	30542
17803	12576
40578	29045
21640	16312
26121	19352
37686	27068
36491	6407
1807	1603
34847	25224
17001	12951
32816	1835
15089	11578
19561	5467
26627	19721
2170	1900
3155	2720
25333	18813
17865	13616
2369	2071
37641	27039
8078	6495
23474	17554
25257	42
2624	2277
41413	4524
40981	29311
32430	23636
14694	11297
38836	27819
32597	23733
34283	24856
4210	1600
2747	2381
28477	19479
7976	6409
13454	10424
14816	11402
189	180
8939	493
7435	6011
16279	12465
29179	21479
32233	23497
18869	14296
42220	20217
14582	11227
42901	30557
29073	21405
9482	7570
4646	3892
22707	1868
2453	1854
42236	30106
23371	17478
26836	19861
31044	23
22777	5168
6710	5520
34477	24987
50	49
27297	5458
19786	14968
27987	11567
3117	2688
17864	13615
38648	27727
1452	1287
6323	5242
17056	12998
20403	15445
22857	17116
3824	3224
38590	1925
16643	12712
22499	16897
25578	876
7939	6380
43889	31227
5119	4277
41106	29390
8164	6549
929	817
4774	4004
3342	2856
35536	855
33530	429
33364	24236
25639	1961
12590	3869
37696	1693
13000	402
20993	15875
14212	10965
30536	22397
29779	21850
28856	21247
33251	24165
26854	3317
5898	4898
8773	7012
43144	30748
19158	14514
12693	2222
31773	23212
25100	3239
1077	974
40294	28832
14379	11086
6576	5410
11912	9269
22844	3411
21179	9080
21604	16289
35335	25573
5184	4337
37630	27029
25188	18721
38040	27310
14726	11330
30146	16318
29012	21356
19168	14520
20091	15203
38788	10227
42244	5080
17945	13669
30897	22649
467	367
40373	4800
15193	11658
14095	107
31195	22841
38683	27753
6304	5228
42536	30307
42885	30548
36507	26294
36520	2317
30815	22579
1075	974
30894	22646
26702	19776
25604	6104
32872	1233
17505	1353
9427	7532
26719	19789
16298	12474
27614	20364
15135	6281
7044	5754
15114	11602
32316	9158
28069	20683
1921	1707
19197	14542
43326	30871
22008	8898
37127	4070
19157	14513
17887	13634
1076	974
33939	12831
43075	30683
37357	1878
11282	1052
23422	17515
24472	18233
30558	22412
18431	13984
21532	16243
6785	5572
12999	10052
29245	21520
22871	5674
66	63
44004	31319
42926	6349
2480	186
28305	20837
21691	16351
29187	21483
11955	9303
37564	26980
35568	25662
32073	6909
14573	11220
5894	4894
11255	4794
38296	27499
5739	4772
26447	2078
7245	5894
3799	3202
2853	2468
37892	27212
36595	26359
2096	1846
17317	13198
38772	10215
8093	6504
31149	4105
12193	9486
12214	9503
22818	17096
24312	18119
43127	30731
40538	29007
5829	4840
43787	31164
33125	24082
27680	20409
9981	7921
20601	15588
15559	10380
24976	18578
5185	4338
29060	21396
6499	5368
4060	3406
35917	25930
19552	14809
23759	17742
3488	2967
25643	2950
13516	10467
38995	27917
40506	628
13745	10644
11684	9101
25908	3089
39583	28327
6359	5270
41640	28974
9256	7401
37579	1849
26900	3959
13838	10714
6836	5602
40157	3080
41781	4242
2851	2468
31986	23335
27801	20486
4700	3938
5476	4553
13789	8819
19904	5835
21976	3305
39313	28154
21639	16311
9337	7467
9258	7403
1013	919
13508	10459
40311	28844
11754	1158
35593	158
9592	7641
5010	4190
27369	713
32946	2066
6390	3696
7728	84
22307	8998
17138	13063
15585	11953
30632	22456
16339	5104
407	384
39927	28563
38531	27651
36740	26448
9157	7332
25386	250
9278	7418
16601	8878
17337	6379
16924	12896
41768	29821
32925	23945
24874	18532
7359	3076
21788	16396
43393	19
28888	21274
28080	20690
32385	23604
26818	19849
4212	1601
31472	23011
28125	20715
15324	11751
15139	11625
2641	907
30940	22677
42075	30005
11524	8983
23031	15522
20439	15472
11413	8902
8242	6605
18557	14069
26284	19474
9208	2842
30767	1815
13561	10507
19572	14823
26939	19928
41119	29402
25564	18965
21229	4717
3157	2722
41994	472
18955	14355
28054	493
14239	10987
34919	25270
31014	6770
7673	3974
18617	1611
22171	16660
16865	149
39303	28145
37009	10304
3711	3136
34901	25254
8076	6493
6324	5243
29913	21949
10331	8135
8798	7032
23939	19
32485	23669
12263	9530
14635	2926
19435	14726
26455	1133
34389	24913
10685	6665
8620	6895
8932	1794
21456	12773
37497	16
6224	5159
28850	21241
5149	4305
41194	29456
19615	14849
43629	31059
42183	72
4471	3751
15642	12002
8900	7121
40211	28766
39462	28243
43040	30659
37146	4656
40304	28840
38876	27845
21089	15951
39619	28354
9690	1910
16879	1515
17787	402
42711	30425
30015	1084
27501	20293
41687	29758
3325	2844
30709	22503
1074	974
16040	1533
18074	5580
38990	27913
21734	926
41820	29844
6189	5094
35107	2792
1492	1325
13657	10573
15580	11011
19767	14956
31830	23241
26553	1051
357	341
25949	19242
16944	12914
43506	30985
15272	11714
34924	3303
22847	793
16290	12469
39834	28496
38273	27482
37306	26820
16094	2905
1071	974
37000	26619
12333	9579
947	860
43448	713
38998	27919
33687	24458
23909	17832
2123	1868
36457	26259
19512	14784
41046	65
30635	22458
29864	21915
15155	11640
17942	13666
26384	11560
1300	1168
28061	20678
1709	1518
38789	10228
41470	3101
7635	6161
126	122
39629	65
17741	13525
38328	27518
6839	5378
41982	14202
28686	21106
31131	22796
24214	18047
20828	15761
28106	20701
9906	7868
13788	10679
8527	6816
6843	5606
27148	152
24878	18535
4455	3736
35720	25826
29740	9732
40815	29207
1730	1538
36263	26143
28588	21037
26661	4356
39975	28601
231	220
29049	21386
5125	4282
6074	1621
32692	11921
10536	8288
41028	29340
30720	2834
26108	19342
17789	2645
5698	1878
32521	23685
16581	12669
38818	27811
38046	27314
758	695
26525	19643
11599	9044
1447	1283
175	169
39696	28398
30042	22045
5670	4722
12582	1924
35915	25926
28784	21183
5699	1878
10470	5399
1273	1074
10548	8294
32857	23907
23959	2905
9989	857
9293	7429
33783	24507
13504	10456
17343	13219
15452	11847
21834	16427
25221	18745
1236	1124
4032	3383
19837	15013
2619	2272
10910	8566
38682	27752
30760	1815
37001	26620
5438	4521
25523	18935
17514	13346
5696	1878
31360	22946
21974	1109
2734	2370
38334	27520
4312	265
33043	24034
30239	8070
36616	84
36468	26266
33632	24426
9606	7651
8766	7006
25062	18656
12180	9477
674	615
26651	19739
30627	22452
24781	18466
5379	4469
30622	22447
11645	9079
1271	1074
41081	8618
13881	10737
32281	23533
36960	3164
5697	1878
5850	4859
36322	26183
31869	23269
27144	15803
29846	765
1276	1074
9242	7390
35161	25449
43352	30894
5694	1878
38167	27404
29148	10215
20343	775
18978	14376
27075	20017
285	271
4363	3657
14950	11481
5278	4400
40293	28831
35093	25396
9621	7659
4352	3647
11153	8723
1277	1074
6553	5394
27992	20630
21970	1109
13942	10776
40912	3917
669	610
8616	1361
1679	1489
6270	5201
15072	7606
22841	11502
31272	3133
11381	8888
14828	10075
28302	19257
14764	11357
5432	4517
37708	27087
3467	2949
42940	30589
34293	4524
38838	27821
13680	10593
43560	31021
33692	24462
15800	1085
31213	22858
13659	10575
12260	737
11621	158
5134	4291
29426	493
31304	22909
253	242
13037	10086
37199	26746
15319	11747
36350	26206
6301	5107
40810	29204
13737	10637
37008	11408
26686	19762
41686	29757
29397	21615
20943	15833
41243	29488
8121	6524
38561	27672
2264	1983
6626	723
42330	2614
23977	17877
38336	2066
25439	18885
11596	9042
5012	4185
39901	28543
2844	2462
18416	13
23872	1917
25085	4914
3443	2928
3595	3050
33937	24600
7698	1868
38117	26387
2873	2487
29449	21650
13105	10140
22894	9993
26242	1839
43601	31049
9887	7853
17248	13147
32747	23838
29620	21776
35824	25881
40867	29248
34633	20999
11942	6343
37545	158
15442	11841
31859	23260
37352	1878
35041	25362
7316	5949
9326	7458
4810	4034
30686	22491
29261	4381
17233	13134
42980	30617
8326	158
7076	5447
22840	17109
9591	737
20541	15546
29392	21611
3561	3021
35785	25854
41288	29517
5116	4275
43304	30853
33386	142
36794	729
27073	20011
17486	13323
23492	17569
13162	10191
38322	10763
25987	19264
13528	10478
23320	17434
20598	15587
13387	4381
3825	858
22742	2178
38615	235
38335	2066
37243	26782
21784	16394
38320	13989
9015	7211
10604	8342
22924	910
38093	27351
33062	5294
24310	18117
14346	11061
35495	6533
29398	21616
30652	22470
25511	18925
41798	9298
30418	22321
39997	158
7964	6400
10475	8248
43177	30771
35400	25617
30624	22449
15138	11624
18364	1671
17975	13692
36523	21088
20261	15349
8366	6691
26368	19531
25183	18719
1632	1447
29668	14428
27505	303
1955	750
9930	7885
35823	25880
26035	9455
4192	3516
17231	13132
23275	7606
15003	11519
42808	30500
992	899
31518	23042
2547	2206
11161	8730
7944	6385
15458	11852
22838	17107
24725	18423
5907	4907
42651	30391
43792	31166
4275	3585
8982	6780
16816	12832
7607	6140
13495	10449
20043	4087
13932	10766
37353	1878
21978	1109
27020	19982
22070	835
38762	21457
40984	4370
28476	20960
10361	1501
16818	12834
40302	28838
3064	2641
41395	29580
41150	29427
227	216
23161	17330
26793	19836
41632	1495
29839	21896
103	99
1792	1592
19184	14532
31342	22932
20489	15515
18102	13793
38522	1835
19362	3101
14667	11291
6862	5621
35500	25676
9245	7393
14460	11140
34683	25130
34111	895
39801	69
7157	5828
42107	1221
26501	19620
14247	10994
17992	13703
36492	26284
23528	2809
23497	17569
37098	26683
35135	25427
28868	3848
8608	6886
22498	16896
37957	27257
10120	8004
28161	13308
3462	2944
30580	22426
4180	3481
9073	7264
17799	13571
7873	6333
16069	12326
22859	17118
40745	29153
20827	15760
1731	1539
40916	29270
20171	2648
33581	3084
43700	5754
39480	28258
26810	19846
8962	7168
21101	15962
19426	14720
22109	16619
36926	26564
33137	24087
42783	30478
1336	1193
15857	12163
36135	26066
316	302
2978	1621
9175	3059
6517	5377
15141	11627
16756	12793
21642	16314
11485	8951
12948	10018
29626	21780
26473	3301
43173	30768
4365	3659
27076	20018
10792	8481
22919	3068
23732	17724
38891	4643
18351	13940
8944	2950
1548	1368
36062	3425
19271	14595
18887	14309
31564	23062
18158	13826
36231	26122
29013	21357
8791	7026
32899	636
25583	6717
11953	9301
23648	17660
26224	262
20951	84
5639	4693
1480	1313
35706	402
7616	6149
25161	18705
19478	14758
37623	27023
39394	493
16267	12457
10652	8379
20509	3319
11191	516
28274	20813
27245	20135
24218	4849
38698	12935
36478	26274
13858	6104
10127	8009
33529	24352
4602	3857
24015	2385
7641	2233
37874	2564
16152	12380
27423	20241
31233	22872
3601	3054
5406	4495
795	98
25664	19025
39490	28268
43724	2165
21276	16059
27907	20566
27202	20104
1319	1168
5109	4268
42192	30076
40791	842
16093	1055
39581	28326
6187	5137
39852	28512
33989	2423
32475	6550
6571	5407
2646	2295
22466	2790
36294	26163
25308	4940
23295	17416
12374	9608
42272	30125
24854	18517
16433	12552
33852	3143
11999	3066
26	26
12063	9393
30064	22065
4044	3395
21415	16165
10793	8482
3995	3351
15965	12259
29320	1084
7738	6233
17964	13683
223	212
23327	17441
34617	921
3785	3192
36174	7916
30526	22391
42499	30279
2200	1928
8434	907
21293	5104
37227	26768
6109	1803
22305	752
16580	12668
6123	5085
5224	4364
29219	21502
3044	2627
27066	20011
26331	555
1565	1383
18903	4610
31081	22761
31653	23137
16269	1862
31828	23240
29106	21431
34436	24956
25156	10585
12216	9504
2053	1052
1928	1713
18530	104
29646	21793
8463	6762
23802	17772
37474	26923
8411	6730
14125	19
41136	29414
11215	8768
33474	84
29469	21663
37514	26945
18039	13742
20141	15252
36720	26437
40836	23238
31531	23048
36689	7106
32705	10380
21929	16493
5462	4542
1315	1168
7369	1609
2811	2436
27437	20252
22887	17140
16419	12563
13034	10083
12721	9840
2858	2474
14996	1063
36972	26598
18092	13783
19664	14887
21846	16437
1080	974
5847	4856
42686	26073
41117	29400
16114	12357
10060	4002
19047	5690
25382	32
36686	26408
23686	12871
13149	10179
19614	14848
15329	11754
19582	5486
13987	10811
1424	1261
16406	12553
4595	96
37706	18985
39860	28516
14476	11151
26278	19469
7643	6166
16480	3604
21876	16461
29008	12703
3843	2564
1317	1168
32360	17178
7283	2128
13016	10067
42727	21408
23576	10478
3427	2918
1081	974
18408	13974
32119	23419
6297	5222
29537	21709
6190	5139
14329	1831
33984	24628
1785	1586
13057	7605
2732	349
44150	31403
2618	2271
13501	1286
28708	21120
32706	23812
15992	1766
23068	17264
13296	10296
9236	1126
12283	9543
12147	1601
38977	27906
11513	8977
1318	1168
22378	16806
25634	19009
3402	916
39304	28146
11803	9189
36282	13868
9248	7395
6395	5020
4448	2385
26914	19914
1519	1350
42680	30402
3616	3065
31539	10225
7266	5911
3141	2707
43038	30657
12960	10025
4667	3911
42048	29984
17034	12980
32617	23745
31154	4105
12286	9543
22529	16923
35311	25555
38107	27363
22823	5217
3724	3144
43286	30837
11921	9278
37154	26710
20944	10048
14600	11241
23194	17348
25686	19040
15874	6512
28719	21125
1644	1458
24675	170
40756	29162
1310	1168
6673	5491
1448	1284
41666	29743
38758	27794
37330	17335
23904	17820
31988	23336
26408	493
33736	24486
14528	11183
1312	1168
11806	1084
12867	9955
16067	8131
22347	16790
4537	3802
3939	3305
30532	5881
25522	18934
22432	3721
9171	918
32573	23713
40471	28954
42167	28303
33897	24582
35440	25637
6917	103
107	103
4166	3496
26698	19772
16559	493
24036	17915
27188	20090
4226	3543
36415	13491
23900	17826
42569	30331
43658	31075
9368	7486
2023	142
36963	26592
31141	22804
37163	26716
38776	10218
21912	7359
41817	7914
39200	28065
5884	4888
14639	57
23245	17381
25797	19130
39299	1924
20523	69
4751	3986
6704	5299
13231	10244
4583	3844
4276	1849
33134	6711
12827	9905
37305	26819
11213	8766
11852	9228
29638	893
29607	21764
36192	26093
31029	2034
44083	31360
8064	6483
8713	6959
21242	2732
33905	3920
40116	28702
10355	8154
40006	28614
9252	7398
20339	15407
41612	833
40030	28639
16310	10955
28049	20668
30298	22247
25826	19153
28751	21152
14270	11012
38877	27835
28688	21108
40558	29025
34652	15614
20997	15878
28463	20951
17788	13562
30773	1815
16378	12533
30741	17133
34169	24778
27140	20058
7704	3052
244	233
24549	18293
34421	24944
38084	27343
17020	12966
43715	31119
38271	27480
13937	10771
34332	2241
32274	23529
16383	9008
12613	9758
39115	27998
33236	24153
35049	25369
26111	4724
43897	752
3709	3134
24283	2445
15144	11624
17859	13611
42756	30458
27424	20242
40295	1233
37804	27158
11811	1084
14340	11058
3294	2819
43989	31310
38306	27507
33675	20760
33716	3133
1574	1392
15600	11963
24204	18037
6652	5185
41369	29558
39181	28050
20470	1924
14514	11171
42735	30444
11501	8967
13542	10490
31042	22740
38052	27320
24913	2276
26486	19609
1869	1657
22955	17187
1879	1667
1587	1405
37631	27030
43815	1279
42380	30188
34065	24697
5443	3868
20983	15865
34310	24870
6924	5669
42281	26387
1423	1260
29031	21371
40844	5251
18406	2282
18465	1633
38690	18495
7660	6175
3504	2973
5806	2163
17952	13674
42859	2548
813	743
33580	24394
35888	25914
31220	22864
13780	10672
20259	15348
41129	29408
6463	5339
4285	3594
14596	1111
15371	11789
42912	30566
10579	8318
2609	2263
43441	30951
33907	24586
10040	3983
8239	6603
13949	10782
4847	4064
41603	29719
19768	14957
14368	11076
11714	4301
2312	2028
30948	22685
27781	20472
14636	11269
26268	19460
18266	13893
19714	12720
38170	27407
3502	2973
35529	99
15251	3129
42037	15353
30356	22275
29681	21810
28602	21046
20912	15815
17207	13114
23097	515
4311	3614
3241	2795
38008	27296
25570	18971
713	651
41986	1087
16429	12569
11250	8795
42584	30344
34772	25182
5173	806
23183	17343
42718	30431
28334	14701
18220	13866
34715	25158
18091	13782
35935	349
16239	12439
20236	15329
30158	22134
6339	5057
15877	12180
18161	69
14448	7284
18497	14028
40479	28961
36466	2445
2097	1847
10741	8448
33342	24221
28186	20759
42518	30293
17483	13320
39674	893
40793	29192
19960	15108
32575	23715
2095	1845
38436	27585
34243	6369
43770	31154
43111	30715
28832	21225
737	674
11304	758
25971	19255
19951	10381
39369	28187
34093	24722
42815	18727
10631	186
15151	11636
12239	84
21008	5141
4422	3710
36668	26399
9133	7314
38207	27434
4404	3694
20792	2128
18427	32
20847	15776
21765	16385
11608	9053
39800	28475
17251	13148
38407	4381
23252	17388
42052	29987
22612	16976
37554	26970
29514	21689
17421	13283
41423	758
39390	28201
27095	718
25107	18676
19016	14405
4705	3943
8864	7088
109	105
19851	15026
41596	29714
20486	15512
43022	30644
28843	21236
13314	2034
19897	2179
31361	22947
6334	5251
3716	2005
38630	27715
38874	27835
5022	4199
16459	3068
14424	7359
21200	4364
43532	30997
37825	27174
11890	765
17463	13308
17693	13478
10201	8048
9939	7891
29454	21653
7740	6235
21394	16155
18969	14369
27928	20582
28734	21137
31841	23248
11396	8895
6312	5228
23423	17516
6473	5345
31903	23288
18254	3632
41718	29786
10202	8048
1325	1185
13416	10391
28887	21273
15748	12094
25209	18736
6962	5695
62	59
37367	1878
13078	10117
25696	19049
15906	12207
10262	8098
7624	6155
31670	23148
22092	16606
42952	30598
22974	17199
28179	20755
34746	3412
4364	3658
31589	14723
10203	8048
13040	10089
37268	26795
33140	24089
7090	445
3069	2646
31479	20263
30976	150
3698	3123
37368	1878
7701	5793
23535	6751
41491	29643
20136	15247
21749	16377
34005	24645
38871	27835
40799	29192
5303	4419
33316	1681
12163	5745
7495	6058
714	652
21347	16119
21903	16479
10204	8048
41276	29510
33915	24588
12527	9697
38246	5261
26618	1285
22797	17084
37438	26905
27101	20029
37419	26892
42328	30157
8827	7058
42376	30185
38657	27734
38520	1047
40936	29282
22915	17163
39607	28347
26413	17517
8245	6608
12512	9687
13821	5378
25069	5531
21245	16039
7807	6283
15548	496
37087	26674
12488	931
37634	27033
38280	27485
9078	7269
33278	24185
32379	23599
12491	9676
42761	30462
1595	1412
5136	4293
6384	5236
23632	17653
15406	11815
38684	27754
20196	15297
19006	14400
29869	683
15455	11849
35617	3239
14643	2591
40042	28650
25019	18615
29047	915
43369	4186
40321	28851
30656	22473
17199	13108
18546	14064
25723	19072
20947	15836
29790	21859
4733	3969
14154	10930
18625	14108
35878	13073
32463	23657
13850	10720
36789	26474
28437	20935
38979	14978
15269	11712
725	662
21454	16189
35080	758
16898	493
13393	10371
44084	31361
36008	25984
38126	636
39666	5934
21082	15946
33777	24506
32730	11567
30547	22404
29622	1136
42878	30543
40192	28753
8477	6762
38141	27385
16135	7515
28138	20722
40186	23921
19900	4070
10662	8387
21048	15920
11178	1074
12223	9508
321	307
13947	10049
14104	5054
17460	13306
43244	10628
27324	20188
20260	15348
15396	11809
18726	14180
6087	5062
27975	20621
12301	9556
34449	24966
40526	6303
28797	7062
18720	14177
11996	9339
25682	19039
37431	5072
5875	4880
25020	18616
41358	2842
28144	20728
39253	28104
27320	20185
39487	28265
3169	758
38725	27778
39351	5072
24461	18225
16882	170
42728	30439
36500	17897
16639	9414
33900	24584
21701	2734
8288	1286
1561	1380
30971	8479
21319	16093
27650	20385
22652	16999
5837	4846
11671	9090
25977	15811
10142	8021
42381	30189
39567	28313
34047	24682
22843	17110
34987	25316
34613	21093
39616	28353
12760	2829
38120	8130
4624	3876
9941	2836
15527	11913
37405	1706
6156	5108
13725	10629
25035	18631
19604	12467
14572	1238
17815	13579
6329	5228
11725	31
23414	722
37618	27020
22560	16940
6371	3696
17706	13491
43929	31254
29689	1398
797	728
19942	15093
2688	2332
23231	17371
2723	2362
5869	4874
18286	1163
27458	20263
6497	5367
38750	1047
7346	5967
26963	19941
4644	3890
18073	10756
16836	12851
26188	19408
5859	4866
25719	19068
514	11
26160	19386
6992	5721
35637	2663
19905	2165
27844	20518
31628	23113
3387	2895
21215	16027
7783	6270
21833	16426
17764	13545
21479	5542
38348	2950
3773	3182
40417	28918
21109	15968
31652	23136
5015	4193
32798	1611
7469	6037
13977	4070
27326	809
40078	28675
38908	15861
8322	3692
13418	10393
40781	29185
991	898
31595	386
21451	16187
43865	31219
4385	3676
13916	10759
6656	5476
39032	445
9647	723
33749	2829
37409	26884
31710	23154
25098	926
23106	14877
17171	13084
23866	9454
14507	11165
10351	8151
2218	1945
38598	27698
28462	20950
23416	17510
40714	29142
17606	13413
34859	4524
28774	21174
19874	15045
34636	4339
24942	16589
26029	143
10968	2911
16148	12377
23363	17471
38326	12890
7846	6309
16315	12485
19545	14803
41853	29867
21388	2012
13389	10367
20617	15601
29141	21458
36009	17347
38695	27762
7286	5923
11314	3180
24194	18029
25701	19054
36864	26512
17230	13131
21331	16104
28973	21330
18648	14130
21413	13855
24537	18283
32137	23428
31718	23172
22658	17003
3322	2841
13170	10198
22001	11007
23015	17230
38910	1759
32191	23464
1627	1442
40903	2316
19718	14928
38756	27792
25547	18950
8010	6436
20372	15420
32790	1126
19172	14523
21150	15990
24732	18430
29045	21383
36456	26258
5989	4707
2891	2503
4744	3980
30774	797
9779	7775
19504	14776
23740	515
22685	17019
43972	31296
29410	202
23220	11482
38432	27583
4790	4017
16566	12659
1539	1363
25586	18974
30594	6738
13066	10108
1327	1187
25398	3129
6669	5487
6375	86
19657	2809
14259	11002
10768	8463
42079	30009
29882	21927
27108	20036
15231	11683
22963	17192
29690	3164
35855	12893
42789	30484
28781	21181
28465	20953
3507	1878
18298	13908
35393	158
39261	28112
8450	6755
8392	6713
1009	915
18093	13784
5153	4309
35699	9626
38847	27828
37470	26921
21108	15967
40693	29124
8802	7036
3717	1612
30232	22196
14432	11123
19532	14797
4254	3569
33023	24017
38870	27842
11562	9013
35590	3204
1326	1186
4243	3559
30517	22384
18118	13804
18313	13916
30045	22048
14279	6078
17193	13102
22027	12749
3896	3274
11991	9334
40163	28740
38867	27835
34009	24648
