actedby	movie
15888	1494
14325	1331
19278	1844
12638	1168
11895	1110
40025	3855
12634	1168
32590	3104
26134	2487
5517	442
3849	293
28151	2684
12982	1190
25769	2445
14322	1331
32518	3100
15889	1494
30640	2921
25005	2362
12635	1168
11896	1110
40026	3855
26133	2487
28150	2684
25059	2368
12983	1190
14323	1331
32519	3100
30641	2921
9879	888
32613	3110
11633	1087
25006	2362
12636	1168
25003	2362
11813	1102
17586	1656
458	37
15883	1494
16236	1537
16609	1572
20300	1942
24087	2288
11750	1095
22560	2166
42694	4123
13182	1209
14513	1347
24541	2316
11243	1038
25058	2368
22253	2136
40329	3885
12984	1190
28153	2684
8147	712
11812	1102
17587	1656
19150	1829
32910	3135
25004	2362
25169	2379
459	37
15884	1494
16608	1572
42693	4123
11751	1095
11242	1038
14514	1347
24088	2288
24540	2316
13183	1209
25057	2368
28152	2684
12985	1190
8148	712
15885	1494
25001	2362
8149	712
16607	1572
11811	1102
456	37
36633	3522
17588	1656
19151	1829
22562	2166
14515	1347
42692	4123
11245	1038
13180	1209
22255	2136
26130	2487
12986	1190
28155	2684
25056	2368
22721	2175
40327	3885
31912	3032
11810	1102
25002	2362
15886	1494
16606	1572
17589	1656
19152	1829
36632	3522
457	37
42691	4123
24542	2316
25054	2368
13181	1209
22561	2166
11244	1038
12987	1190
3309	242
22254	2136
40328	3885
25055	2368
22720	2175
14516	1347
28154	2684
20304	1942
12988	1190
39870	3834
36132	3471
11247	1038
2769	193
25053	2368
11817	1102
42443	4110
36400	3500
34136	3251
454	37
22564	2166
26009	2473
8395	736
32913	3135
42411	4108
29912	2851
17518	1650
40325	3885
23227	2216
28157	2684
2768	193
703	46
22257	2136
14510	1347
36131	3471
11246	1038
12989	1190
20303	1942
42442	4110
34135	3251
36401	3500
25052	2368
32914	3135
22563	2166
11816	1102
26008	2473
8394	736
455	37
42410	4108
25000	2362
29911	2851
17517	1650
19270	1844
40326	3885
28156	2684
26273	2509
36402	3500
23226	2216
704	46
22256	2136
36130	3471
8397	736
452	37
25051	2368
42441	4110
22259	2136
32691	3116
19271	1844
20302	1942
14511	1347
29910	2851
26007	2473
32911	3135
32510	3100
15881	1494
22566	2166
11815	1102
42413	4108
23229	2216
28159	2684
2766	193
8580	742
26274	2509
453	37
22565	2166
8953	785
14512	1347
8396	736
19272	1844
20301	1942
42440	4110
22258	2136
32690	3116
25050	2368
17915	1688
17519	1650
11248	1038
42412	4108
32912	3135
32511	3100
15882	1494
11814	1102
26006	2473
5510	442
9076	800
23228	2216
28158	2684
40324	3885
22420	2145
2767	193
26275	2509
27041	2593
1817	137
17535	1650
16602	1572
20728	1979
22549	2166
7052	605
32569	3104
11741	1095
19214	1836
13051	1201
8934	784
621	44
35766	3434
23197	2213
27671	2640
14508	1347
11926	1115
8273	731
11742	1095
17084	1605
14184	1323
3305	242
10153	915
16601	1572
17536	1650
16603	1572
20727	1979
32268	3065
7053	605
620	44
13050	1201
35783	3438
11740	1095
19215	1836
4150	324
35767	3434
1816	137
27042	2593
8935	784
14507	1347
34211	3263
23198	2213
17085	1605
11927	1115
8274	731
3306	242
10154	915
14183	1323
25370	2403
8900	780
7050	605
16604	1572
20726	1979
22547	2166
35764	3434
32267	3065
1819	137
27043	2593
623	44
17533	1650
20584	1968
13053	1201
17082	1605
18968	1820
8275	731
6526	538
3307	242
11744	1095
11924	1115
18967	1820
14506	1347
12023	1123
8932	784
29980	2855
529	42
25371	2403
10155	915
14182	1323
31241	2962
7051	605
14181	1323
22548	2166
32266	3065
1818	137
17534	1650
16605	1572
20725	1979
35765	3434
27044	2593
8933	784
622	44
20583	1968
13052	1201
17083	1605
11743	1095
11925	1115
3308	242
6525	538
12022	1123
14505	1347
25372	2403
10156	915
20582	1968
25474	2413
7056	605
4153	324
32265	3065
27045	2593
3251	238
15059	1419
35762	3434
20724	1979
22545	2166
32565	3104
1231	90
14180	1323
2136	153
40037	3856
29982	2855
3301	242
8930	784
35057	3357
11746	1095
23776	2259
12021	1123
10157	915
13055	1201
6524	538
27046	2593
7057	605
20581	1968
20723	1979
4154	324
32264	3065
22546	2166
35763	3434
32566	3104
1230	90
3302	242
29981	2855
40036	3856
8931	784
22431	2146
35056	3357
6523	538
12020	1123
10158	915
2135	153
13054	1201
23194	2213
11745	1095
32263	3065
20722	1979
22543	2166
7054	605
4151	324
19212	1836
20580	1968
27047	2593
11831	1103
32567	3104
25476	2413
42242	4082
35760	3434
13775	1287
17537	1650
40035	3856
40650	3921
7914	691
6522	538
3303	242
39506	3795
11928	1115
10159	915
13057	1201
19211	1836
23195	2213
11748	1095
27673	2640
22430	2146
3254	238
32262	3065
3252	238
25475	2413
4152	324
19213	1836
27048	2593
11832	1103
10100	909
7055	605
18000	1701
32568	3104
17538	1650
22544	2166
35761	3434
16600	1572
11929	1115
3304	242
29983	2855
6521	538
8272	731
23196	2213
40651	3921
14509	1347
13056	1201
3253	238
11747	1095
27672	2640
13059	1201
8775	771
39694	3816
14243	1328
15061	1420
39504	3795
23769	2258
8549	742
1235	90
523	42
15055	1419
21906	2109
13431	1235
27049	2593
10101	909
32261	3065
4157	324
39693	3816
29284	2790
11749	1095
4158	324
8774	771
4017	314
13058	1201
629	44
15060	1420
14244	1328
23768	2258
39505	3795
25880	2458
8548	742
32562	3104
524	42
1234	90
32260	3065
15056	1419
13430	1235
10102	909
21905	2109
39692	3816
29285	2790
39502	3795
11450	1063
8777	771
8724	759
40039	3856
8547	742
26721	2550
14245	1328
23767	2258
521	42
1233	90
32563	3104
9861	888
7058	605
4155	324
21904	2109
39691	3816
29809	2844
29286	2790
13433	1235
15057	1419
39503	3795
8725	759
23891	2269
40038	3856
8776	771
26720	2550
8546	742
3300	242
23766	2258
14246	1328
37140	3581
522	42
32564	3104
9862	888
1232	90
39690	3816
29808	2844
29287	2790
13432	1235
7059	605
21903	2109
4156	324
15058	1419
40337	3886
14247	1328
17113	1610
36328	3496
39500	3795
626	44
15051	1419
23765	2258
8779	771
29288	2790
14327	1331
13435	1235
21902	2109
35780	3438
17531	1650
13542	1251
527	42
39960	3843
14248	1328
528	42
14187	1323
625	44
8778	771
15052	1419
39501	3795
23764	2258
42878	4147
14326	1331
29289	2790
624	44
13543	1251
21901	2109
29879	2849
13434	1235
17532	1650
39961	3843
28450	2710
14186	1323
10151	915
14249	1328
15053	1419
23763	2258
628	44
4159	324
21900	2109
13437	1235
19970	1909
35782	3438
35768	3434
1237	90
32509	3100
14329	1331
13540	1251
525	42
10152	915
14185	1323
23762	2258
36329	3496
13436	1235
627	44
42159	4074
13541	1251
17530	1650
1236	90
35781	3438
14328	1331
35769	3434
15054	1419
30340	2891
526	42
9868	888
31243	2963
29810	2844
29875	2849
5398	428
3473	254
14334	1331
28119	2680
40367	3888
28163	2684
39689	3816
25876	2458
8552	742
13438	1235
39242	3780
28442	2710
6335	511
31242	2963
22126	2129
30341	2891
29811	2844
28441	2710
9867	888
29876	2849
5397	428
14335	1331
28118	2680
9060	798
28162	2684
25875	2458
40366	3888
13439	1235
39241	3780
8553	742
22127	2129
5396	428
29877	2849
29812	2844
28440	2710
28117	2680
14336	1331
17111	1608
14250	1328
12992	1190
15050	1419
25026	2368
8550	742
40369	3888
28161	2684
39687	3816
25874	2458
22124	2129
29813	2844
42163	4076
5395	428
28116	2680
42879	4147
9869	888
28160	2684
14337	1331
32336	3082
29878	2849
40229	3874
25025	2368
12993	1190
39688	3816
8551	742
40368	3888
25873	2458
22125	2129
7722	670
21909	2109
29871	2849
9063	798
9864	888
14330	1331
12990	1190
28446	2710
8770	771
22122	2129
8909	780
25872	2458
8556	742
25028	2368
14252	1328
39685	3816
29281	2790
7721	670
11624	1085
29872	2849
9064	798
31180	2952
14331	1331
9863	888
8771	771
8557	742
22123	2129
28445	2710
25871	2458
14251	1328
25369	2403
25027	2368
40580	3908
12991	1190
39686	3816
29280	2790
9061	798
7720	670
21907	2109
39682	3816
14332	1331
29873	2849
9866	888
8554	742
28444	2710
8772	771
31909	3029
25870	2458
39683	3816
29283	2790
14254	1328
21908	2109
9062	798
14333	1331
29874	2849
9865	888
10782	981
8555	742
28443	2710
22121	2129
8773	771
39684	3816
29282	2790
42170	4077
25029	2368
14253	1328
42171	4077
15687	1474
25366	2403
3255	238
11931	1115
2131	153
14780	1377
29973	2855
8905	780
15618	1466
28111	2680
7726	670
22554	2166
26788	2562
5390	428
1820	137
11830	1103
42172	4077
15686	1474
2132	153
14781	1377
25365	2403
3256	238
41509	4002
28449	2710
6430	530
6520	538
29974	2855
8906	780
22553	2166
11930	1115
7725	670
42173	4077
1821	137
26787	2562
35058	3357
2133	153
26773	2558
25368	2403
29975	2855
8907	780
28448	2710
28169	2684
39602	3802
12018	1123
42174	4077
31060	2942
8929	784
1822	137
40360	3888
22552	2166
7724	670
35059	3357
28168	2684
25367	2403
2134	153
15688	1474
12019	1123
28447	2710
39601	3802
8908	780
36330	3496
15617	1466
17529	1650
29870	2849
29976	2855
42175	4077
1823	137
26789	2562
7723	670
22551	2166
25362	2403
12016	1123
39600	3802
42161	4076
18966	1820
26771	2558
40363	3888
28167	2684
41506	4002
14784	1377
14503	1347
42176	4077
18297	1733
22550	2166
29977	2855
8901	780
42162	4076
7061	605
5394	428
40040	3856
28115	2680
27050	2593
12017	1123
25361	2403
40362	3888
25879	2458
28166	2684
26772	2558
7729	670
14504	1347
40361	3888
42177	4077
18296	1733
5393	428
29978	2855
8902	780
28114	2680
31240	2962
7060	605
27627	2633
15685	1474
39240	3780
22128	2129
40365	3888
28165	2684
14782	1377
25364	2403
12050	1126
12014	1123
7728	670
41508	4002
25878	2458
18299	1733
42178	4077
13060	1201
14501	1347
27626	2633
27052	2593
28113	2680
29979	2855
8903	780
5392	428
8904	780
12015	1123
41507	4002
11932	1115
2130	153
26770	2558
25363	2403
7727	670
40364	3888
14783	1377
28164	2684
25877	2458
22129	2129
13061	1201
5391	428
18298	1733
42179	4077
14502	1347
28112	2680
27051	2593
27625	2633
26931	2578
18294	1733
8944	784
611	44
25484	2413
31150	2951
31230	2962
8912	780
7062	605
14557	1350
20738	1979
35063	3357
11251	1039
30894	2934
9196	816
25527	2417
13065	1201
12011	1123
24545	2317
12619	1167
8945	784
610	44
31061	2943
26930	2578
18295	1733
25483	2413
13064	1201
31151	2951
21139	2021
25525	2417
7063	605
9198	816
8911	780
20737	1979
22536	2166
40689	3929
14558	1350
25360	2403
11252	1039
2129	153
35062	3357
25526	2417
9197	816
5529	446
12010	1123
12618	1167
13063	1201
26933	2578
7360	637
29389	2796
25482	2413
8946	784
8910	780
22537	2166
25524	2417
7064	605
14559	1350
31232	2962
9194	816
2128	153
4020	314
12617	1167
11253	1039
21910	2109
12013	1123
5528	446
13062	1201
7065	605
25481	2413
8947	784
26932	2578
7361	637
18293	1733
19229	1838
25523	2417
20739	1979
22538	2166
31231	2962
9195	816
2127	153
4021	314
32273	3066
11254	1039
35064	3357
12616	1167
35827	3444
12012	1123
25488	2413
37102	3578
32579	3104
26935	2578
11255	1039
31248	2965
14500	1346
30899	2934
13167	1209
19228	1838
20734	1979
7066	605
31064	2943
21719	2093
25757	2439
23699	2255
11861	1107
8940	784
11736	1095
13069	1201
31234	2962
2126	153
34558	3294
37103	3578
25487	2413
16464	1557
30898	2934
13166	1209
31247	2965
26934	2578
11256	1039
40380	3888
19227	1838
20733	1979
25756	2439
7067	605
31065	2943
4140	324
10329	928
13068	1201
11735	1095
11862	1107
8941	784
31233	2962
2125	153
20736	1979
30897	2934
13165	1209
32577	3104
26937	2578
11257	1039
37100	3578
40940	3955
25486	2413
4141	324
31062	2943
31246	2965
37087	3575
8942	784
11734	1095
10328	928
13067	1201
22620	2168
2124	153
25529	2417
25846	2454
31236	2962
26936	2578
11258	1039
30896	2934
13164	1209
20735	1979
37101	3578
32578	3104
26739	2557
31063	2943
25485	2413
10327	928
4142	324
21718	2093
31245	2965
8943	784
2123	153
13066	1201
25528	2417
11919	1115
31235	2962
30895	2934
11860	1107
31238	2962
8559	742
14178	1323
14257	1328
5411	429
4026	314
39239	3780
9509	856
8789	771
37833	3655
4143	324
10326	928
20730	1979
21916	2109
5412	429
22623	2168
14363	1335
40282	3879
31158	2951
35789	3442
32575	3104
31237	2962
14177	1323
37369	3602
11739	1095
8558	742
14258	1328
619	44
22621	2168
37832	3655
8788	771
6258	504
4027	314
4144	324
21915	2109
10325	928
22622	2168
5413	429
40283	3879
14362	1335
31159	2951
32576	3104
14255	1328
32573	3104
4028	314
39237	3780
8787	771
37368	3602
11738	1095
618	44
5414	429
22625	2168
10324	928
21918	2109
39681	3816
29296	2790
4145	324
31156	2951
29819	2844
6259	504
20732	1979
9610	870
22131	2129
9056	798
40280	3879
13169	1209
14256	1328
8786	771
37367	3602
11737	1095
4029	314
617	44
31239	2962
14179	1323
39238	3780
27039	2593
21917	2109
22624	2168
5415	429
20731	1979
39680	3816
10323	928
4146	324
29818	2844
32574	3104
35788	3442
31157	2951
22130	2129
13168	1209
40281	3879
9055	798
616	44
900	67
16045	1514
4147	324
32272	3066
32571	3104
40578	3908
4022	314
22539	2166
5032	395
5921	478
25522	2417
22157	2131
9058	798
32271	3066
21912	2109
31154	2951
29817	2844
25480	2413
22627	2168
7362	637
6429	530
40286	3879
4023	314
4148	324
21911	2109
615	44
16046	1514
9193	816
40579	3908
32572	3104
6428	530
5031	395
22156	2131
5922	478
29816	2844
9057	798
32270	3066
25521	2417
31155	2951
7363	637
22626	2168
40648	3921
16047	1514
40287	3879
35103	3361
4149	324
614	44
35102	3361
4024	314
35061	3357
37831	3655
14176	1323
14259	1328
25520	2417
14555	1350
29815	2844
5030	395
40284	3879
5526	445
7364	637
14339	1331
31152	2951
613	44
16048	1514
40649	3921
17110	1608
21914	2109
6519	538
4025	314
35101	3361
5410	429
40577	3908
35060	3357
11250	1039
32570	3104
37830	3655
29814	2844
9059	798
14556	1350
7365	637
40285	3879
5527	445
14338	1331
16049	1514
31153	2951
612	44
21913	2109
22628	2168
26769	2558
23470	2237
904	67
41516	4002
12070	1131
