actedby	actor
39905	3695
25198	9236
3856	3471
27295	3428
35894	6907
12829	5017
18082	2244
23260	9476
16524	8571
41572	6448
4396	3863
322	321
37454	9972
21744	5200
38276	4227
28226	7889
5967	4196
28922	9827
17360	4756
40648	5277
33394	9948
33044	7681
16474	4102
34918	5743
30394	3635
18257	8341
1505	315
23328	2652
4045	2589
24596	6722
4052	3601
27715	8455
7027	5447
35213	7676
29578	796
31384	8516
5311	2407
12831	1833
35911	646
14958	8259
33202	1417
42351	9560
41742	3361
6569	5220
21217	9277
7007	5440
13183	7815
14542	4406
3346	3070
39695	1378
29151	4272
10241	883
26935	7142
34842	3917
37767	7713
16621	8587
3750	3399
5790	3788
35550	6512
24415	842
12108	2583
10187	2560
31810	953
21956	3591
29273	4456
25532	638
9182	3349
7987	2406
41639	9363
38875	9154
34888	9975
20819	6668
26235	3123
27088	2026
23870	3170
4321	3811
27272	2916
31301	4002
8968	6370
12550	4738
22613	9192
19396	5089
23610	8211
20459	4854
20457	1757
20759	9227
13055	5809
24465	7761
34484	3373
26405	21
10269	5826
39095	9612
41215	9100
36380	162
20684	8748
3876	3485
2911	1083
12560	507
19499	4529
3415	1783
20785	8923
26418	5163
4559	3983
22851	3307
20202	5579
22759	9436
1111	1082
13012	5320
33097	969
5912	2697
25002	7003
7687	5751
22417	9209
20100	9149
12469	1780
8331	6079
12392	2345
35260	7011
24061	8350
5593	4636
41385	8080
2067	1969
36781	6819
32213	9349
16060	2101
6168	2787
24308	9558
32518	8621
30266	9876
26139	9570
22913	9040
38528	7708
7165	1150
18736	4404
30850	5986
1830	1753
11904	7449
2786	2590
8411	6135
39259	1648
22548	1911
42468	2109
22059	5716
11074	6600
37260	8753
5124	4333
11406	4378
23245	9475
32440	3992
29225	7223
14281	7111
25643	6025
16020	4025
24418	4663
37525	7162
11046	6364
16014	8466
9212	1338
28446	9809
1148	1119
37999	1540
29449	2104
3033	2805
24446	8598
28214	3516
14307	2879
28953	8675
6074	2407
22820	9446
31226	7185
30151	5131
24898	1096
30158	7060
29144	3843
35490	6802
33699	8775
17849	229
37036	7408
2535	2375
1184	1154
21974	3596
40388	2954
26173	6158
9763	4845
20970	8728
10484	6999
6122	3381
20265	6896
6833	5358
17627	5177
31494	8904
14366	6856
1932	99
21801	2790
3317	3041
12844	7704
14505	8159
22359	2808
27452	1874
25005	7815
35669	3352
11822	5216
41158	3536
26319	328
4231	3749
24015	9228
29685	4739
656	651
329	328
17049	8208
35702	8883
21987	5540
34793	6989
6162	2428
14894	2535
24653	4759
3731	937
37682	8822
31697	9258
36973	951
16305	6136
19940	5032
9266	2453
989	967
9007	6393
13292	7845
41546	28
8672	6248
33852	4215
10665	4130
2486	2340
29423	939
25236	1938
6211	5030
4806	4150
22408	5082
2874	2672
21623	1075
24163	392
40416	7254
40098	9301
5204	3847
15121	6948
21511	9305
42788	609
13786	4406
26114	5988
14029	7185
17950	1389
30579	6530
7990	5666
22846	6926
20420	1540
10612	7033
5696	4702
22205	4675
19710	1126
38864	9799
40495	9272
29580	8910
39109	2500
26756	3297
21838	3721
23404	4456
23262	1771
3517	3206
398	396
14773	53
9031	6409
39147	5254
33179	7232
8838	6312
9899	6751
18419	3935
8930	4436
32388	8002
9153	4459
16405	8551
1513	1460
3263	3000
21904	114
26874	809
5252	4408
18828	8080
27683	7748
42888	6721
41022	8549
6268	5068
41149	5170
34271	3785
22154	1751
3942	3525
32693	5260
25464	3378
18890	8795
36274	3531
14230	236
22155	6988
23318	8133
39290	297
6015	4047
38013	2522
54	54
3213	2953
39592	9050
35767	3409
6083	4948
13710	3442
14274	8100
7941	4885
42955	5726
3237	2975
40069	4775
33443	8194
16651	6135
39591	4660
6167	5004
37688	2732
38097	7462
8880	6330
25554	4754
16461	2584
36934	2641
25284	706
8435	6147
21184	3833
27886	9786
13616	6708
36216	2515
2916	2707
41638	2822
13491	5310
30826	9282
6347	5110
40330	8637
26195	9501
17621	8469
35438	3437
12617	5669
23618	711
37589	201
31340	9225
8280	6032
4719	2690
27573	9766
9881	6745
18933	3716
28515	8770
38944	1015
26724	8733
8150	4860
24722	3043
8863	6321
19487	709
10926	6747
4223	3742
42586	7840
26955	7369
11665	2850
23774	5493
42283	7083
40780	1689
40161	9463
6552	5215
37051	7215
38690	1619
31705	9243
102	102
42923	9270
37965	3909
39974	8645
25402	1649
18939	241
19357	1005
36276	3465
11566	4510
11173	2671
29197	9809
21214	4419
1592	1534
4605	4014
23674	8170
23513	1433
7884	4272
39778	1356
19934	9123
10601	6681
21244	977
27913	7527
34276	4738
8545	416
38764	4719
10526	2528
34011	5098
10982	7162
34725	2793
11630	3399
6844	5365
18061	2975
5653	4675
38419	4507
23461	4072
21530	2627
22340	9396
21376	9225
14039	6409
27106	5721
20751	5461
40822	3552
11398	5183
17542	6516
20206	5661
28379	4258
30155	3120
2030	1936
39992	5946
42939	2390
14594	239
29490	1939
20135	1149
9672	1334
22474	6867
36758	2729
13657	7148
18997	8980
30448	3611
14118	8062
27097	2426
30025	7913
29614	2513
24169	9382
25596	9552
5910	4833
30204	5850
25538	3009
20315	437
38781	9498
11218	583
3596	3270
25413	7317
11216	2050
14231	8091
18168	1457
34220	2941
13288	7844
32409	8933
12143	4847
21737	5931
16234	8510
18366	3604
22332	8733
2309	2183
40	40
29530	9431
25107	4978
21201	6346
36069	8058
11540	6870
25625	4118
34519	8313
39000	9378
18120	2771
42677	8467
2923	2713
42626	7795
41227	2762
40572	9181
25754	9443
31089	7632
11123	7205
41641	4227
15925	4564
4783	3824
14864	8235
26962	1165
11265	7251
2462	2318
41995	9255
33697	4133
15245	5267
31767	9313
20290	8072
39225	4910
25501	379
5868	4804
174	174
20993	8327
22184	7684
17658	8733
10598	3970
27772	392
8190	3146
4009	3378
15329	5318
36645	4203
35943	9675
42070	9990
9451	2778
40755	1138
14240	8094
16675	4985
489	487
28027	9382
17650	6816
31945	6537
38481	5776
4935	23
16618	7971
25710	7967
18103	291
4979	4249
15614	8378
37166	8908
11363	2763
1945	1859
25620	4326
22476	7330
18774	8940
23887	9005
20421	2109
15542	6088
24257	9381
40527	5778
4729	4098
11268	6123
1437	1391
18355	7206
20502	2611
5643	4668
39679	5561
18122	8822
19035	7906
21221	2193
23447	6901
24747	1709
23206	1288
29204	5028
31346	1155
33049	8125
13317	7856
17280	2887
30067	4214
39388	1740
1663	1600
17548	6921
8334	6082
38976	2385
18530	7051
35391	5051
30456	9415
27819	9781
20989	6841
1708	1643
14998	2932
26587	9705
2358	2227
15931	5942
8070	2821
16924	6039
20085	4146
15482	7575
41268	9919
40800	1246
20952	9248
23508	8733
891	874
33858	3542
40027	1709
42568	4860
24487	1655
6665	5261
32676	7848
6788	5249
34832	6308
28876	8688
25971	9674
29075	2522
5561	3501
7505	4217
15804	8424
38484	5315
21276	7794
37444	413
28965	8671
28310	842
14136	3397
21291	1359
25966	2170
19715	6106
13968	3891
29101	5049
16179	3931
36630	6877
30847	9654
39665	1983
99	99
10161	6690
33736	8916
7512	5671
28396	6587
39994	954
20345	586
10977	7161
39885	7501
28351	1711
39010	1159
32285	5989
20089	8701
35182	5078
11877	3635
26791	3554
28721	366
35912	6352
13909	1731
13875	1078
26337	9686
8120	2100
41340	9199
29630	7015
14889	8241
38359	1975
37753	4072
27553	6929
9325	6525
8900	6342
33303	4552
9248	4138
9046	6417
22896	3371
39146	4486
5170	4360
16989	7212
1080	1056
29825	4162
18147	8828
10359	6943
31875	8767
143	143
33349	3576
3110	2869
38530	9014
21046	5365
5300	4442
37413	3777
11829	3678
6004	4896
34564	7490
20831	7706
21657	4159
23329	9484
34753	1983
36556	9566
32848	3618
33036	2322
30478	2016
28490	8754
10736	7082
16312	8529
18377	1667
13314	4457
36619	4458
31674	6427
11501	2549
24297	9303
1777	767
5445	4133
14301	4276
39246	9157
25727	9656
28318	8390
33923	3798
36561	9985
19234	5284
17903	7691
25941	8672
25854	7729
41331	8764
29410	887
1665	1602
7717	5680
38901	7610
809	798
34139	3525
31882	3122
25040	9146
38652	1708
7346	5592
19708	3411
32050	4
19835	6508
8940	5113
7962	5797
34830	7724
6515	5198
20460	7237
8137	2323
11296	4675
41802	984
28325	9561
13817	2962
28204	4330
7125	1383
11670	7381
7932	25
25729	1538
208	208
27298	6890
24134	8874
30703	9233
25957	215
29310	6879
15703	8403
3718	3372
15726	6530
3173	2925
21877	1292
28862	4596
5117	1136
29882	8477
1150	1121
30527	9888
28779	8038
22071	8649
9664	4179
38560	4124
37433	5669
35923	6361
23391	7769
27022	2867
28811	4163
42036	4509
22654	6359
37206	8085
11864	5350
2670	2490
18478	7419
27982	7248
42682	4249
9057	4297
24946	9612
16427	5798
37664	8588
42438	758
40619	9932
7067	4445
16438	3729
21817	941
28191	2919
37349	1815
34320	4074
28564	2935
19290	5209
16210	4499
34605	4532
26306	8095
17678	7280
21917	9285
36793	7322
34348	5720
6523	5202
33370	8166
8176	3040
37995	9308
7086	5479
31788	4192
23364	9137
33410	9935
16127	6774
28810	5252
11717	7396
23235	3003
4717	2272
8263	1865
27667	8175
5640	4665
8314	6063
17929	8355
12	12
13005	7769
29099	468
26903	8533
24936	1256
17063	4159
23536	6803
16496	1758
19045	6881
2742	1304
5562	1205
23082	9463
4599	4011
20733	2824
7910	5858
36257	8263
33084	5436
28313	9802
6317	5094
36572	4249
22525	6132
31151	629
20909	9239
7981	5890
42764	2834
26246	7938
3925	156
20048	5200
18383	1410
41762	3400
32909	9944
28207	9360
41740	1093
14481	942
22073	9245
25827	5807
20444	1442
13038	7775
37424	9615
31725	6597
30555	4164
6278	3854
4538	3965
10761	3335
22509	9413
17651	8493
4742	4106
39164	6364
26397	770
15424	4495
42832	6765
13651	4810
29433	6855
13780	3710
27280	8784
15206	5056
28046	1042
5402	4508
8947	106
4665	4055
12652	7423
34485	7858
17378	6356
42165	4104
37341	6021
9341	6534
2155	2049
30752	9130
13791	3791
21923	9356
8658	4903
16212	6909
20189	1802
32772	2319
22031	1802
23861	2615
40466	392
17793	7807
15648	7585
38249	7724
5169	197
4102	3645
25866	6459
14621	646
33964	2389
31167	1448
2581	2413
976	954
6450	1186
21556	986
37916	6974
1626	1565
34489	4117
25385	2054
10949	7151
41521	5621
38696	2719
606	601
30006	1332
270	269
21549	8520
1721	1654
27716	6025
13330	7858
27926	4126
23296	9378
17281	6024
7448	3290
9974	3463
31029	4454
26805	5511
4363	3837
28814	160
1895	436
28680	5261
37357	7386
25403	9185
25246	2342
29713	9458
457	455
40254	6010
5413	2460
22457	489
40076	6981
1306	1269
35838	4450
10277	6913
1484	1434
37899	1998
38442	8549
256	255
26754	1538
27502	8710
18518	6000
15030	3330
42334	3833
16696	1865
6795	5337
29884	5655
27547	3677
22235	1424
25161	7444
1030	1006
15327	8344
24008	2134
21627	9126
41249	5182
5614	818
3959	1661
20940	6860
870	855
39206	4953
36193	5249
30166	2050
7587	5713
7720	5765
42211	1504
23261	15
20570	6653
14968	8014
10660	5383
31262	1638
23134	9466
24859	6467
15487	7553
19205	1701
8396	1783
21580	7870
18464	7447
437	435
863	848
920	900
24579	9053
558	555
39964	8399
42879	8179
17503	7600
21635	2736
1606	1548
15903	7223
41033	8054
40636	5780
20391	9188
42570	9299
18270	8853
28532	9689
317	316
24390	9052
39983	7673
5788	3638
8378	2432
26368	9688
22101	2050
12488	6915
36855	5688
7423	5633
7210	5540
14317	460
26233	9682
15233	2165
7225	5543
8866	1410
5160	4354
23652	5167
14677	7366
14469	8151
22969	138
16501	8131
23347	7842
14878	7327
24242	6620
11811	7123
2720	2532
18441	392
42848	4436
29664	4178
41460	3093
32808	9137
20363	9186
7221	5541
31549	274
27574	8671
35196	9820
13289	3492
15532	6041
18931	8244
31590	517
32437	1069
40510	5858
2897	556
37243	9773
41924	9412
17539	5826
23420	5733
13896	3429
20165	4932
15942	4882
26989	4558
1623	1562
18985	3864
39972	5469
37179	6402
6360	603
3171	2923
18563	1729
32553	5894
18471	1570
28387	9779
12883	7716
22658	7200
35257	4825
25933	9424
17508	7168
15814	6791
34883	6400
29146	5225
39571	7052
42794	8984
28794	3531
8703	227
9449	972
40202	9998
19742	9104
22743	3560
20519	3123
35129	2402
34419	9908
42514	2194
27618	5854
30061	31
3695	3354
17716	2092
29867	2753
7203	3603
24846	7373
9772	6701
24360	4954
11105	7200
10955	4613
24398	21
40158	9563
14675	398
32493	8724
26558	9698
12881	30
35110	2951
2958	2632
29823	9337
17502	2689
769	760
20607	9168
13359	7864
22261	6255
25398	260
42825	2410
8297	6048
28292	6526
10026	6810
16871	6050
27257	4601
17372	7850
24442	3198
24841	4879
16347	4083
16761	8074
39715	7151
24963	3559
11574	7343
34816	2905
2618	2445
247	246
12594	3383
16803	5053
40600	9794
3792	3429
35973	6331
14921	89
27082	2076
39504	1359
36998	8230
23979	4694
41118	2330
19655	9081
32868	717
33035	5805
6092	4955
12007	1236
23768	2941
9289	6509
2536	271
2043	1948
12088	6287
19240	2800
19414	7192
9673	5349
14933	1809
11934	3502
39839	8275
29016	2300
42058	4727
6089	4953
30536	7990
39383	775
41424	1669
33078	9756
32640	8024
2257	2139
3001	2780
36140	2273
9177	1744
14862	2029
2214	2103
18440	2325
40266	7791
29313	1955
9553	2236
19800	9111
37873	9364
35913	1282
41552	833
31335	6790
13833	4701
5913	4834
9546	6588
17190	7660
4440	3895
5220	4384
8115	5962
26243	7468
7751	4813
5604	4285
14304	5819
23308	1121
34199	9146
34218	3410
27551	9683
5599	4639
37429	6517
35903	9981
7362	5598
25472	9646
6668	831
21203	2929
19731	3979
6666	5262
5871	4806
27480	1287
28570	4628
30534	8617
28656	2513
37697	99
27003	303
19667	9086
2975	2759
42824	510
3150	2904
28410	8964
4335	3820
22868	3144
15916	1661
6035	1523
10013	6805
36727	4339
33732	6146
42004	3606
8684	3136
25755	6240
454	452
4397	3864
21931	7588
1646	1584
33057	6565
16049	8476
36520	1200
25130	166
24456	7092
18325	7370
40296	6328
20632	6981
6836	2064
40778	9466
29104	8328
31352	1185
14474	5442
11131	7210
8375	6114
17611	822
26858	6483
2069	1971
6198	5022
597	592
19650	6565
3145	2899
4458	3909
31744	4711
14842	577
21905	3837
36905	9511
34958	3505
42223	1476
7156	5092
7507	5446
37285	7457
9820	4050
9216	6486
1177	1147
11967	2430
8293	6044
20495	9200
41418	9131
32888	583
18059	6976
22880	8633
38565	2158
1244	1211
30467	1567
4311	3805
34766	361
38490	2132
8348	6096
29924	7522
22020	9365
3085	2848
21476	8556
6773	5322
9803	4036
5443	4534
4260	3772
16702	8163
1061	1037
26924	1892
14406	8132
31555	9863
25333	3068
75	75
7138	3916
25317	9293
13075	1681
14368	6632
42411	4965
19427	9053
23387	8966
16235	7947
39139	1597
37997	9894
31712	7495
10444	6984
14605	8175
16344	2308
39007	4742
34189	3694
15075	8296
13010	4517
26102	900
35001	9502
35208	6003
32098	2466
8145	5975
19826	6403
14276	6125
16752	31
21048	467
28762	8712
8100	5958
23415	4288
5438	4532
1151	1122
12933	7742
27417	9320
11570	7341
29758	6460
8040	4678
9434	6563
5226	4390
16573	5253
8456	5575
3067	2832
31671	7339
6311	4839
6583	115
5740	4731
5012	3895
5899	4337
26994	1151
13715	5613
9741	2668
35489	4620
13767	4317
42244	630
29826	9338
5211	4379
36416	2627
12502	7604
12914	7733
37738	6560
21692	9331
22135	8146
13016	4462
29115	3116
2320	2193
10441	3496
42941	4918
36786	4348
19897	641
30076	6738
34580	3949
31136	2783
18136	8826
40694	7388
6462	1499
41791	8610
13902	8011
33925	6406
19713	7748
29707	4795
1294	1257
41070	3505
34987	3736
27341	8664
26638	9711
6737	3262
36079	5662
20104	1910
19265	4639
7642	5733
19677	8208
15476	6047
27731	6932
28733	8651
10943	2303
32621	3739
285	284
41951	9069
144	144
34379	1764
14001	8035
10109	3039
9244	3857
22602	6619
3130	2886
11462	1224
5052	4289
41234	2924
20562	5928
21254	4377
42230	8675
12036	6184
26429	2842
10916	7140
35813	9834
27755	4303
36263	9231
5707	4709
15481	6080
40312	5292
6900	5154
40228	8041
15034	1120
22630	5520
18420	860
21267	2820
4216	3736
26573	4352
18487	6881
23933	8015
20017	3875
13064	7781
13711	3412
28374	3704
29984	5793
25576	6261
10935	7148
42839	7655
38325	7236
17840	1758
27314	2139
1994	1902
19237	9016
23764	7293
35444	9498
1697	1634
38367	7947
24720	9593
19572	9070
17135	4946
4183	3710
8699	931
28528	4886
35713	5154
39100	1519
32895	708
5842	1705
35122	894
15257	8327
3326	3050
1130	1101
34986	419
25634	4328
31088	8281
30990	3896
3644	3312
39645	3485
37809	1624
29860	8366
15064	8290
5933	971
30605	9641
29358	2210
7547	5691
7015	1252
37656	9596
18275	6489
30862	8747
34539	5257
33347	5081
18744	1768
32639	6435
7649	5735
1948	915
39801	9191
39967	8622
31681	2049
22870	7259
42052	7488
35748	9098
17032	1708
13160	7809
42650	2576
36300	5114
10800	3708
7135	5510
8109	5850
39350	2011
26068	8714
21505	8545
35945	3289
14338	4580
19645	1877
1949	1862
21310	8471
34248	6868
32647	9035
8629	497
9762	2839
28127	5089
5130	4335
12890	7720
31650	5127
4042	3594
27203	9745
13467	953
42164	1307
24805	4969
17955	8787
22206	4813
24247	7497
41634	7875
32371	3528
13250	1922
24679	6828
36946	6394
17800	4526
18666	4641
32469	331
25518	2780
8019	2879
22281	7078
11260	7249
8853	3539
23240	8729
34495	9788
23067	6843
789	778
32256	6742
8472	1793
25967	5560
16519	8204
2351	1905
33278	6373
16443	8302
22700	6480
38136	6650
16407	8354
21501	6231
30379	7823
11694	7387
7875	5842
30699	3275
266	265
5727	4722
35135	5147
18035	8358
33974	5325
15719	6796
917	897
40823	6783
26916	9732
33664	7630
41193	8627
12295	6083
19990	8437
16792	6877
9756	3758
3052	2820
33534	9023
854	839
22892	1777
39635	8008
12182	3392
20501	96
25948	138
12743	7676
32928	4977
14989	6019
40766	6110
38376	1289
2638	2462
20256	548
9475	872
7546	4855
22118	9376
30217	4677
27522	5579
17254	6955
39623	3286
27750	9777
31503	6026
20699	2318
35102	2462
12320	6069
42693	888
40485	6145
3131	1070
24470	8372
10292	6920
37057	1988
18196	5525
20510	2937
1897	1815
26082	5173
35946	9000
1839	1762
4340	3822
41832	9471
13899	8009
13271	3108
15112	8141
32160	8607
28703	4293
1400	115
13431	3791
26881	2824
20484	8696
16052	4698
27576	553
8891	6338
19349	1502
39222	3726
32417	2941
513	510
35234	8989
16182	4736
8864	2533
21414	4052
40471	1497
30339	8024
25007	6348
7923	4964
23173	1813
20796	8725
28992	7641
7531	1550
32712	540
20056	9144
26515	134
39549	3033
26937	6341
5819	359
22290	1288
29738	3320
28045	3681
23663	3065
35567	8762
35104	2955
6755	5313
23776	7198
34002	9221
9000	2773
30206	8840
15780	6597
4297	522
37503	7217
28049	1359
36210	8674
27281	6382
654	649
38842	2440
28869	3863
35776	8864
21389	6653
9468	5718
160	160
39329	9071
14578	618
13914	8015
39023	4753
13303	7848
31383	402
17164	8283
40523	954
37792	7727
17042	1159
18884	1740
29571	867
31362	9487
2726	118
39984	8174
43019	138
8368	6109
28980	8045
6093	4956
3511	3202
38952	5000
18858	2805
2612	2033
1156	1127
26445	116
3363	3087
40830	2165
27949	3328
21475	5978
9080	2225
4151	3686
19375	8
29699	7604
15707	4534
16280	5134
444	442
3564	3243
1936	1850
25699	3963
24071	5652
38155	3729
10779	4922
7865	535
2191	2080
39375	8309
39121	8005
17788	2689
32337	8963
22467	5310
32533	9937
29954	439
2807	2610
35621	8964
5568	672
11171	7221
22580	8592
33931	9628
28854	9626
4169	3700
33377	2751
9980	6787
16244	8370
33725	79
10553	5973
28108	1329
14966	2932
9770	2943
25337	9638
31576	9538
6632	3825
8592	6208
23426	5588
39734	2480
40561	4761
29446	5722
28332	3264
676	671
14410	7306
16251	5945
26770	5620
26487	1874
28821	9107
33971	8472
18254	713
38470	4636
20927	9240
7651	5736
221	220
32470	9357
28540	8684
14441	5328
16703	8595
34769	5606
12842	1742
35569	9562
31874	9196
25814	7761
13797	5983
13138	196
11234	2402
35155	6825
10611	5981
32079	8890
35464	9290
8909	3562
34133	6007
33318	6630
23268	8836
31797	9827
38407	9921
32	32
37194	5155
41618	9439
12348	6087
40504	8667
32425	6870
24250	5602
10839	88
39937	1777
30032	2316
16272	8519
17699	6203
25144	1852
15977	7194
41011	7274
42755	8323
21137	7070
1407	492
26042	7652
42582	6206
9051	4882
17713	3716
34475	6406
3028	544
20429	7716
35718	4375
12035	2886
3180	2931
37807	9647
23792	8511
25097	4312
11276	6246
3513	3204
25821	6736
19758	5976
37103	3353
24421	2033
37641	7400
26559	5485
35109	3955
11511	6135
42269	462
24697	5322
17945	7863
28484	5412
39779	2143
7551	5330
5193	243
23586	3244
29335	9370
39123	9146
3594	3268
21864	8402
40973	9227
19311	9034
37342	4083
24115	1443
38371	9949
27877	1112
8963	4140
37967	6827
3083	2846
34790	3129
25366	6275
1819	1742
14010	3037
24571	1455
15651	8134
14855	8234
3087	2850
29897	453
34221	3764
27056	9738
25195	7869
14754	8213
29945	7346
19756	5617
8455	3813
12427	5516
6116	4973
38431	7858
8598	6211
40841	2240
77	77
37189	3392
26750	1850
29892	2837
10387	6956
23439	6822
24829	9602
1099	1070
1438	1392
37251	5566
36426	1926
7841	5832
1059	1035
20878	7400
31553	8812
24170	9376
39674	2497
31251	7442
4234	3752
26938	2837
37403	276
18387	1334
4516	3950
16236	8511
38497	5978
20022	831
24135	8668
18400	7438
25349	9639
26339	971
39363	6319
37754	3923
12136	7514
18796	8945
23886	147
35620	6271
28627	1241
14517	8161
31628	9031
16243	2968
40844	359
28078	4708
815	804
17744	5849
34250	9923
6228	2575
34654	7066
39821	99
16548	907
32722	6527
5595	2276
10419	6975
17284	5433
21962	3590
26728	1274
19586	5481
26165	6866
6170	5005
5821	4776
12837	434
3955	3534
15623	2411
30482	4068
26959	2130
14880	7587
21171	5871
42891	9873
32901	5765
16415	1294
21626	9128
26156	8603
20996	4607
19228	9015
18925	948
40303	4006
8822	6306
7973	4497
32346	3930
23401	1473
4860	4186
18954	3208
23613	9500
2163	2056
12031	4472
804	793
14614	8058
26451	9691
10768	778
30324	9175
9307	5487
17540	8509
28173	4660
3058	2825
3540	3223
38336	9777
4592	4006
32666	8022
460	458
18879	5093
18820	4442
31091	9262
14468	7797
2931	2721
21557	9313
42050	5581
34039	3087
11358	6159
34811	5471
4288	3793
15050	4526
39696	431
11554	7334
40562	9339
35638	3015
33273	391
11008	7170
3498	3192
36701	6950
31064	1655
35411	4316
35508	4883
5686	4696
37865	653
29563	7098
25958	8887
1654	1592
5200	4372
17970	4235
19333	9039
41164	4345
35083	2842
11831	5040
40806	2253
27145	2709
38799	9033
27621	9311
13484	7889
21814	7475
8061	5934
15794	8421
10703	7069
24105	4987
26029	8404
9877	3039
11955	276
10062	6826
7220	3488
13026	5237
33601	7777
12855	1342
2243	2128
3996	1362
981	959
32302	7059
25718	9655
8261	5214
15857	694
24286	7525
38734	6003
17908	7619
3754	3403
30700	8888
41225	6316
6451	5167
218	153
40024	4031
8664	6243
26275	4402
15825	6532
7686	447
3749	3398
16414	4721
6158	2263
8688	6257
39838	2050
30676	5664
14378	2811
17860	8774
38563	3196
16753	6652
3523	3210
24662	4376
307	306
5233	3702
19098	5256
22670	2793
1759	1688
4072	3619
21765	9341
23454	9491
29796	5539
10550	6466
29254	4745
6485	5185
11063	7187
1632	1571
36219	1895
21845	3269
2121	2021
42081	9811
43016	8257
320	319
21970	4263
10106	769
1021	999
40191	3895
33645	2126
6193	5019
33172	5301
12968	1593
21711	3457
21830	7427
34030	3085
1817	805
37435	9273
18358	4390
24006	2575
2957	119
5351	4479
19372	9047
31911	26
27112	4301
8944	3043
17109	8152
37063	5340
26079	9398
11095	7196
25682	223
15480	7567
12720	3002
37849	3082
36970	9086
26861	8974
7091	5482
33854	4817
24122	9540
19366	7041
3395	3113
15448	8363
525	522
20276	9173
15727	4919
29213	7168
8839	6313
8267	1212
12460	1874
15115	4310
18967	3688
37968	6826
32258	1338
821	809
14422	6918
2016	1922
3901	3501
19657	5236
41478	7936
20814	5534
25602	351
9725	89
15081	242
22108	3002
26999	3499
11246	912
14312	5458
12909	892
10739	141
10124	5510
34169	3395
28614	8547
6236	5043
29223	7305
495	492
18965	8225
42901	3743
6440	4276
2117	2017
9961	5177
17316	4310
19533	9063
18418	3719
4127	3666
34130	2969
11354	5978
6233	4718
34755	5084
32257	9066
9294	6511
27541	5486
40965	4392
11759	7414
36159	8769
26166	6872
8084	5949
33362	8824
42636	1878
35364	6201
41845	1002
31027	4607
41353	2935
19065	344
18578	8097
22725	3729
12614	3377
16514	1707
40815	8260
4354	3830
20792	1404
23667	3061
12880	1092
6867	5375
10796	7104
23911	4870
15496	6051
