roledby	actor
35984	8655
7527	5582
40063	3791
43100	3037
9383	2434
36319	1043
5115	4249
35177	3517
28199	6853
4459	2621
29753	4360
35692	8711
35186	9010
22064	9301
1953	1818
8261	5921
13706	6128
36753	3240
25547	4662
20885	9177
9515	2180
23400	5865
27377	5703
27308	7137
9910	1010
3997	315
16190	4512
1056	564
12969	7649
17868	88
40408	6928
27066	5830
19403	4131
37448	8932
40185	7215
29722	7641
35622	7159
210	207
2706	2461
26643	6122
35211	2704
6865	5275
4631	1465
14032	5000
24874	6737
26886	2886
9369	1854
17059	1291
9661	4466
18690	1457
30378	7028
5005	4194
12696	3996
28155	9758
20781	6457
10256	6796
40258	7024
20384	7164
36149	6226
24832	3866
40540	4987
28040	4674
3867	3418
7928	3426
3404	3053
11983	6717
29900	2205
36433	6481
24558	5596
2587	2370
23998	8996
23766	4488
22048	4611
37149	6477
2834	2569
40160	5683
34515	1802
27299	7299
25155	7437
6494	5097
28274	553
38293	2722
32315	9695
23937	3544
34387	18
12031	3860
21762	6923
24184	2194
41252	2473
30212	1096
22568	5541
15717	5883
28368	7170
22417	9347
27458	7844
38948	6962
29499	2802
4667	2856
43705	553
28517	9124
7739	5677
426	406
19210	4150
43712	7723
24866	297
12724	1048
39240	6445
9595	6538
40512	7867
1076	1022
40636	3571
26420	8210
26060	2330
32646	8972
38777	30
42163	9829
36804	5691
11465	4314
5414	4419
41677	5787
7949	356
40439	4201
35451	4147
33875	283
12749	7591
6616	5164
30102	6503
4012	3509
9965	892
36120	5864
24022	5373
34640	7815
40395	9043
29611	393
28779	549
36723	3973
35019	9967
11927	7366
31855	7632
3621	3218
20994	5978
34569	3800
26735	4182
40377	3214
3813	3373
31622	9304
43533	6977
4847	3327
14350	3030
31573	265
32621	3874
34212	1965
9282	2069
33686	719
37285	6398
36595	338
35540	9674
43738	3369
40827	8946
26527	4310
7547	5586
39796	5585
2766	2514
394	374
10384	6853
32061	324
25168	5649
24243	4747
12237	5344
2603	2379
1522	1428
5354	4377
7593	1994
10772	6118
31292	8617
30484	150
17883	3035
41131	5192
20519	87
39032	1597
14282	424
28114	9752
39759	2519
17839	3506
30469	548
26120	6437
30330	3583
24343	754
2326	2148
20406	1084
20370	453
1291	1227
14005	6172
34482	1407
1186	1127
30650	350
13143	7696
15695	7515
4518	3866
29374	7506
1436	1350
14833	7067
25117	8372
10312	6822
7291	1418
9546	6515
39097	5111
1926	1796
9049	6302
29694	3998
36896	4410
35133	8601
32103	2496
11934	7369
38694	1144
42650	7657
2378	2192
42286	6245
7361	5521
30579	9223
1115	1060
7279	5473
15652	1814
19071	4421
3076	2781
29792	6907
30059	9150
30	30
16033	7618
12582	7551
13346	2944
43271	2986
37937	9297
18389	6487
2229	1324
30036	9163
11207	6747
21751	5226
41469	2954
7256	917
4096	1362
7754	5365
19067	7752
43756	330
10116	6736
39678	1694
42066	4708
22703	9375
23364	8849
18494	4222
39955	3472
36894	3933
14665	4202
16183	6309
33947	9091
9382	502
3974	3486
1873	1745
17667	6998
5436	4433
32539	8385
26915	9529
35465	7752
27311	9457
18838	4197
5145	4264
8198	2157
34709	5225
8461	6018
3691	3273
22800	4962
28250	4811
27963	5875
8935	6262
1883	1755
41082	7071
13751	3829
33124	5170
14847	6008
16722	6947
31724	2465
16564	2794
31875	2663
16995	6597
5222	4313
36772	9834
35464	7752
29262	3786
28379	9264
39023	2522
7392	5531
20059	9060
36743	1970
2628	2398
11482	7232
41144	2185
31769	744
35949	9286
26987	487
7769	5694
36813	5005
707	674
3370	3023
41556	893
31653	2087
14455	1448
14966	5949
4168	3607
23293	1206
32566	5480
42802	8225
36451	4379
31375	8394
5121	438
21100	7992
37449	9983
3366	3020
25851	8386
43869	4517
36215	9850
35819	1990
20419	6856
21528	9250
29102	7529
17620	8652
18662	3668
42129	9372
17748	6557
2225	2063
35695	815
18304	6997
12249	6131
31789	4607
26342	3068
23667	7770
4325	3732
6807	2327
13958	7922
8816	6206
36553	3308
43642	9152
43356	630
13006	4931
23273	5940
10609	6940
14957	618
12575	440
19842	3210
34097	4804
15698	4078
25395	9428
291	272
36296	2614
35733	9806
33615	2996
40436	2599
26436	5166
4417	3800
34575	3876
34753	6995
990	940
39246	9777
38437	32
5231	4318
12621	7554
23890	461
123	122
13238	7732
4316	533
36213	9850
38687	8185
13836	7890
22406	5219
28437	3498
43175	7837
29824	2584
16916	2167
19428	8340
22771	4934
39577	8781
18606	2737
38790	7720
8657	6144
16164	7318
33700	3157
29698	7753
26178	7839
29117	9200
5972	4771
38153	7636
16610	4262
9735	6581
27283	7818
2716	2470
16752	6663
23641	6524
37235	489
12646	7564
21327	8757
21611	7792
36271	8531
41377	456
4466	2401
5649	4263
26757	4592
20741	6884
40755	6373
21435	583
35284	4984
33362	6126
29915	949
36570	6271
43072	9693
42090	9944
32365	9007
4572	1727
35843	1559
26043	4432
20566	1417
42078	9971
30934	3408
5482	4466
34277	6403
9228	6384
24311	7690
30321	5493
37562	5565
2433	2237
7503	2164
3771	3338
16038	3325
20954	9189
34776	4683
26215	4807
20815	7211
29677	2969
2496	2291
41279	412
6908	5299
29942	3196
28191	9760
23298	8184
39083	916
254	230
40566	6317
25303	8715
10768	6010
6437	5069
25649	2671
19911	9047
17905	6308
25202	6857
42463	953
11581	2632
31165	3786
37524	6190
21176	359
24951	23
28717	6381
175	173
3676	3259
29200	5412
25675	3906
11427	7213
9600	2324
11751	6378
8273	5928
13629	7844
3735	3310
29401	9711
2222	2060
19170	8914
30855	9459
37024	8767
26562	4133
29495	6479
1423	1337
8183	5797
19076	8200
11306	563
20570	3529
42164	7860
925	879
20083	5963
18629	8816
22729	8221
24099	6474
38372	8799
9686	3378
6354	5016
18545	3973
43553	2870
32959	3866
6366	5023
10019	2050
25224	9581
42292	9638
26737	1983
40599	3467
16765	5724
43051	9763
40422	4899
13003	6778
4388	2941
37051	525
30610	9865
23064	9404
40498	6779
28737	6886
7185	5422
36026	9121
18908	4460
41893	1792
30127	9751
9663	1236
25708	6677
16321	5605
29814	3949
39424	9468
15327	6270
34964	2048
19075	8890
37547	4249
10700	2981
33382	7398
8451	489
18807	6989
14959	4922
899	856
30341	6892
11424	7213
14281	330
43447	7317
2793	2535
9809	6617
19693	9003
38046	6550
32174	1732
29974	5278
6051	4818
13097	2383
41884	9344
19953	7624
3891	2191
7785	3775
41020	9329
33248	6451
15535	8305
35759	7726
11317	7180
34107	9583
42075	3986
37642	1758
33643	9371
8498	5507
38545	8735
4164	3596
36745	9060
29310	5352
191	189
5842	4695
39575	4484
6911	5300
30312	7589
4715	4006
22449	3833
16706	1461
16238	7151
16389	8460
39524	1814
33455	9936
16751	6660
19269	8934
37903	1572
23476	7435
9180	5113
17264	8616
21494	3513
35356	2745
26579	5446
9591	5910
10629	6945
5379	4396
1819	1697
17974	892
40508	9922
40560	6317
18003	1496
35344	2108
24847	4653
960	911
38527	8840
36181	7011
13057	2414
15840	8362
23758	3695
14848	8152
17021	6687
29276	7258
27563	6570
2367	2182
34080	8797
160	159
3291	2956
44111	8807
27514	9729
31185	9052
35748	7719
32963	9364
28838	6669
38309	8303
1116	1061
31431	8632
26225	491
38935	8302
14275	4243
32778	408
7713	4404
37956	4636
741	706
16890	5306
37060	4380
29854	6951
24617	8920
20156	9074
3686	3268
1103	1049
39886	9799
26080	1210
42147	5756
6789	5239
28221	262
18199	7280
19344	3166
22197	1068
19035	8003
23527	2336
24218	8841
13437	2388
31452	6828
8300	5942
33844	8007
9887	5721
2585	2369
18539	1714
20940	5870
27583	7259
25997	8107
16369	6023
40869	1308
32138	2995
5612	4550
13061	7676
18987	8879
31629	1881
1470	1381
14424	6742
7872	2324
11720	940
7002	2839
25941	8707
4343	3747
12334	5644
447	427
16737	6867
21443	7431
33661	4188
28354	4044
27039	8198
19233	1947
33053	9349
43677	7745
16322	1825
37539	6888
44098	4622
17318	7831
14415	4426
14261	3372
35555	9495
28326	2118
39438	9972
7247	3283
33186	9432
9013	3957
12667	7568
7622	1182
40728	5605
10715	3674
8705	2629
2742	1466
40052	9686
36524	8962
11914	1364
23910	1144
20676	9152
41989	7941
7542	3780
29081	3895
37810	6210
11521	7239
41477	1492
34023	1540
31842	2244
43069	2422
13954	2857
38569	196
5796	4663
17962	7788
18064	7414
13001	2507
31283	9564
18424	7691
22596	2940
3682	3264
12833	7610
20108	4201
37628	8857
23806	5102
8159	5870
33230	5295
40176	6478
17168	1188
40782	4539
34933	9558
26166	1419
42144	9861
17598	8647
2815	2552
17077	7971
15234	5506
14721	1578
7201	5433
29362	5015
24556	9364
17349	6030
14308	367
14940	2486
33939	5966
4361	3761
42644	3167
9360	6445
40461	7342
10318	6824
22296	5137
33112	9929
43012	2378
16166	8412
27873	163
32872	8987
1581	1483
3013	2727
14036	7945
35488	3949
38734	4734
10331	2973
23541	8052
38292	3826
21485	8709
9323	2225
27557	2588
17474	7073
36147	9665
13927	7914
21934	9047
35083	4217
11784	4340
7037	5361
2200	1815
3090	1696
3464	3105
3578	3188
27451	5936
34534	3800
10724	4778
6230	4936
11680	1007
34944	8097
19929	5244
7805	5714
31715	6990
28156	3358
26435	8017
22523	7557
41042	6482
27517	7207
10656	6958
28613	7527
32354	4147
31940	2204
29145	7712
28031	8665
4355	3757
27934	5442
27104	6484
10107	6729
19531	5393
22837	5132
41363	5516
5529	4460
13768	7873
7631	5007
35640	7029
37403	3267
17964	8479
35468	9487
17531	8089
19439	4094
22372	3794
39058	1101
24634	9198
14018	7940
21467	2889
33872	1298
12379	7486
23268	3153
13949	7919
31196	2330
12210	7450
26357	3908
36766	7179
42597	9774
26068	6176
7655	5599
1244	1181
22340	2941
6891	5289
2676	2437
2316	2141
4975	4171
27839	9741
40236	6348
44051	3821
40916	7961
26133	2938
23080	6861
38968	9554
1328	1241
4398	519
18692	7090
43763	428
1543	1448
8950	6270
19123	8899
35341	5837
24271	492
6320	4999
30605	6951
17570	8642
27240	2473
29706	7657
11416	4763
3511	3137
22361	9343
31579	6971
23856	4546
754	717
26772	8831
5398	3566
23637	5619
41228	781
1495	1405
41780	3963
25264	8867
38366	2038
33779	452
12004	6850
25482	7624
4253	3677
38875	6617
5228	3145
27771	9731
13540	7677
7053	5369
4310	3723
9814	5817
27772	3400
26748	5705
10734	6191
4569	3903
22393	8090
35088	4217
7123	2197
3380	3032
14003	4810
37432	266
36956	9321
9958	6683
15038	8189
37163	5366
24856	9548
43863	9615
43343	6443
26151	6585
25483	7624
10946	7058
20067	4476
11802	1550
26604	1569
26315	6661
3705	3287
24721	1870
13827	6557
36148	9795
23495	5469
26137	1720
3219	2898
13289	2927
12615	7554
18716	1150
19959	481
31299	8548
13609	7841
40435	2566
26949	7015
26677	9120
26640	8887
26829	5754
11171	1655
35822	8248
35063	9278
37240	8150
6527	1766
19901	1003
33894	7424
35382	4498
20326	3437
6861	706
1997	1857
27958	6709
21202	8504
10495	6895
31434	8681
10773	2781
5721	4025
37824	1576
27121	2657
11629	4958
13803	6562
41274	3806
3554	3169
14564	7412
32679	6619
24020	1473
41439	9394
31816	6386
42056	4392
8680	6157
38154	1942
20726	4528
43491	9081
43361	5613
27241	549
21884	1144
10981	3612
26353	5447
4059	3538
36485	4956
8751	6180
44007	3606
36740	6509
18507	2835
28986	8921
40832	9006
32576	4964
39527	4642
30851	5113
5335	243
31451	2732
22320	8925
319	300
11208	4797
34558	7653
7682	5652
35245	2434
34620	8916
34296	1369
32927	2698
14907	3432
11996	3404
9434	1321
26311	8459
39521	6797
41741	7254
28673	5939
25108	5674
33355	8727
26221	1863
24761	8469
15416	7530
23034	9127
23500	1793
1707	1594
29436	2434
11095	7111
26774	1634
4605	3931
34715	9848
2777	2524
4155	3600
5112	4248
25628	3352
33468	5405
851	811
5156	542
24123	6632
29485	8017
29424	6775
23384	1963
17590	4685
41640	5545
24625	7696
28561	1359
22817	2629
25698	6927
9972	4350
30004	3097
29165	9810
5345	4372
19995	361
15851	937
22016	3852
4240	3665
43285	2516
39876	5151
11640	215
17229	8609
33589	8855
24360	5927
31025	6994
43616	2179
7604	556
42043	4454
4037	3523
29545	9205
17803	4309
36807	4215
33576	5371
12573	1440
19870	2149
7270	5467
35611	6023
23764	6573
15030	1881
37740	901
31767	7638
28209	569
44091	9836
14582	8088
34146	9077
2810	2548
27442	1850
17773	5433
188	186
4931	4143
21010	2605
32889	9691
17093	3070
12081	5677
6881	5285
14835	4980
21923	6192
29569	120
29161	7719
22567	3614
33259	8821
28000	2560
8171	4890
379	359
3972	3484
25724	9204
30217	4154
41538	9194
38473	7951
541	513
8437	6007
13268	2502
13714	7867
39861	2496
30507	78
34195	5945
29242	1906
12609	6056
37368	165
27848	2934
26713	7062
40778	450
41251	9989
16550	8496
18649	5676
10531	6911
23543	7788
36304	8286
16560	5680
36788	1584
41605	954
10984	7071
2165	2010
28311	2419
42915	6819
39381	8091
23533	9454
19525	3859
41924	4645
838	799
30523	5632
15130	8211
22499	9355
4429	3800
17852	8682
26672	9454
11098	4152
10058	1004
43185	9080
25939	7476
6828	3347
28024	5971
23959	6112
4599	3428
23099	6902
26223	8581
4774	1405
5135	438
6045	4814
25764	8199
11635	7275
23352	7239
16227	6544
30412	1291
35896	419
32981	9364
15479	4217
4862	258
26426	9168
10594	6935
6856	5268
763	726
43067	9627
25056	9566
18994	4688
7478	5569
36655	1025
13636	6886
6223	4931
1331	1257
23879	8836
41258	1886
5022	4206
27509	6407
28603	8541
5762	4285
12707	2345
34520	6811
10850	7028
2150	1996
24939	9478
39081	5711
2965	215
16907	1334
1438	1352
35171	9444
19174	8916
21255	9220
10289	6813
3343	2416
7576	4559
1515	1421
41872	9987
34553	7653
12590	6101
2217	2055
40971	9676
678	645
35576	6177
19684	2153
38338	3534
2997	2714
10553	6921
40246	6206
33578	7783
19661	434
10749	6997
5828	4684
10044	4031
4681	1157
38031	7707
35844	3481
36361	4316
24486	2625
1057	1004
28271	9766
30001	8862
30542	8583
23673	2039
35318	806
38666	7830
