actor	character
2825	723
1575	1498
6952	3278
2958	2196
1401	30231
3619	3509
416	7011
9685	20355
7677	18176
1553	15855
5685	24569
453	8585
3698	3588
8626	16928
1303	17332
4672	25101
3265	3111
3420	3259
5879	8161
6450	1629
2769	136
1402	3129
3700	3592
6847	15477
4129	15633
8765	13940
5788	20692
6835	8140
3547	2078
9878	3056
4021	1601
4330	16630
2096	2112
1930	1829
3917	26504
947	14014
4181	27757
1676	23726
7143	13918
706	678
7758	10303
6240	5165
9809	24146
831	4699
1538	5025
3335	8660
6224	26609
7117	19462
7990	24465
7841	30350
3085	10970
4460	19114
4247	1047
1858	22017
4103	16986
9804	4862
947	13599
5428	4080
3636	7935
6990	8435
1993	6198
8214	15302
7550	31391
7577	4070
4638	10518
9577	30655
8750	1262
6045	6808
9708	28337
4914	28156
2830	4914
9634	19226
2873	2745
6346	8837
22	23343
748	2276
3712	7188
4450	5119
590	833
4680	4833
987	28219
553	22282
1792	14082
9096	21287
1382	26281
9217	29676
9058	5976
6487	13965
8486	13974
4408	4486
3604	14311
1456	1373
5638	16016
5802	7785
7791	2548
7802	10440
1887	29229
8567	19018
4223	334
329	21418
774	1533
5582	1472
6850	9345
3053	2908
9627	19705
1915	1606
258	10728
2827	2703
4612	25839
7636	18085
3468	20603
3437	9262
1792	30726
7199	18153
4311	13574
4210	10799
6466	25054
492	29879
9641	303
4790	5942
5865	26051
5723	13153
6294	16642
1176	31216
3330	493
1420	7762
2156	168
5907	6604
3190	3038
3731	3624
7592	13377
4829	18166
3442	18272
2201	2083
1634	31351
4164	278
1342	1265
1386	1309
706	2117
3824	3744
5156	7127
1366	1803
2496	9941
91	12720
3557	9369
829	6500
8592	22471
1326	1379
2687	8698
8609	13130
2331	14812
274	16427
7990	4404
694	9157
6242	7108
7032	8547
4078	4571
519	13807
1176	6730
7491	20128
1517	1463
7682	7632
9515	30436
1539	12590
2020	7557
8075	30932
5992	27105
5397	806
9952	30642
7051	11479
9355	3084
6112	5054
4041	17324
3524	7673
2705	23752
2968	101
1901	18314
5904	18724
4419	6687
3689	23464
1928	7573
5304	103
1888	18143
5942	18447
1482	1398
6186	7004
2213	3580
8682	16164
5517	25817
1530	20322
7935	27113
4344	2375
2427	19735
3101	8301
2301	18078
3596	3478
867	13785
8857	29117
5198	1087
5326	168
2108	25582
2604	26878
3673	3565
3567	3445
7941	13814
2647	18265
7151	29177
3372	3213
302	723
4287	1841
2385	1126
2609	943
4559	1926
8394	19410
3646	3534
6115	20313
7411	9384
780	747
1990	29523
5847	25706
3216	3066
7211	1163
254	260
8260	11765
6100	13241
6341	1854
5977	22994
3655	10576
3666	15686
8413	119
8972	22667
3193	5465
7501	9622
4036	7967
8627	19967
3386	18332
3283	4532
6955	13521
477	23916
3878	25116
1719	24030
2001	1889
1758	16516
2789	8893
408	400
6952	24578
4392	29990
7706	22172
2829	23561
8085	158
525	12402
1167	18219
6885	12747
9418	1286
9105	22014
810	15025
6015	6758
678	29293
6342	23932
1785	5804
2839	13339
1874	1794
8089	11230
2524	9917
5049	21891
3010	3222
9723	21630
1480	1396
5576	17145
2789	17021
8660	16
8393	1612
6625	13
6390	14500
4443	7901
6110	6874
6723	30903
2365	7054
89	4468
4310	24001
3457	3297
4819	30383
8799	14064
1443	25242
5674	18834
4448	18939
3216	6164
5366	23
6612	7786
3496	6628
6240	3101
6933	8336
3381	9997
3695	42
7931	14166
2640	2519
4129	4109
895	7023
1347	30448
157	154
8688	17770
4924	27567
2440	17311
8365	12162
2149	10658
6140	15686
7007	14260
4330	15378
1646	1281
5539	5996
8582	12985
7087	17609
4281	8323
88	2591
2505	28286
1279	28668
5845	30006
4515	11342
3709	8849
8071	20240
5637	21952
8647	29760
5575	6057
1387	13398
2569	16382
6033	8466
8134	12314
6707	17316
2435	765
3833	16861
2812	2688
5590	17162
3807	30737
2576	1740
6676	19923
2402	18
3739	22849
635	23371
7391	16689
1691	27288
2932	1776
7696	25246
598	8238
4989	5228
6383	6554
3105	1271
6495	7359
3439	16619
7821	10492
1217	1594
5124	12328
2476	23807
4536	29556
9827	4703
6640	5688
7615	4186
8201	18561
1843	23756
4804	31122
334	337
1027	974
4272	2600
21	6536
681	28250
607	26632
2319	21058
3566	3441
6856	11337
1960	16108
3410	628
3192	19183
6210	7055
689	660
237	237
3222	6640
7455	11183
1542	4196
8543	12837
4840	17157
2620	14989
7696	25256
9413	28184
7187	21590
4958	5191
4333	30797
104	25200
6266	7155
198	2240
4799	5002
7996	723
2580	3925
2462	2349
6795	19829
988	7555
5657	12021
9104	916
6349	23948
6997	8454
5850	27674
3388	3229
360	361
2165	8565
9059	1925
2953	27683
7982	10945
1962	15922
7181	19496
7992	23242
142	139
7531	711
894	5536
280	22568
7563	8242
587	14309
5933	2737
577	10381
23	16592
5615	6139
453	2120
1359	3844
2232	19465
3406	57
667	23511
6717	14912
845	22114
5765	9722
8532	3869
8225	21482
8408	12372
4486	4692
5507	1081
5993	17704
8263	23803
1842	1756
3555	3423
1704	1622
1442	1322
8260	15864
5078	26041
9907	25174
5611	6134
4582	8211
2502	21358
5055	5313
8820	14122
9692	23693
9903	3166
703	19228
8171	11489
1314	29602
3678	26136
4073	1120
4823	5252
5222	2423
280	22598
483	3165
218	19722
5163	5441
7347	30643
6439	8192
7710	4671
5465	5910
7909	21813
3067	26879
1346	12541
5926	26525
2828	2704
2347	2214
1619	1540
8050	915
2032	26151
4147	20429
3922	7123
4462	4553
9460	25632
2952	1059
606	28359
8438	26470
5847	25295
1715	1632
7745	1868
5946	7421
6383	13587
9819	31278
3947	20922
9309	16613
9237	29249
9099	10356
7812	26846
744	2975
1779	20375
7071	16544
1120	29123
4751	4927
7363	4540
3139	18743
804	771
2589	806
5886	6569
5017	386
3712	3605
3907	170
7361	29322
9651	3164
777	746
1648	23715
1487	22220
3921	21957
3007	4220
8404	12355
4743	17347
6622	25691
3129	8996
6511	7601
6791	14155
894	8643
1770	1686
709	23755
9067	20923
8927	26840
3368	5313
5381	9523
2630	892
2587	5471
2382	150
6729	2078
6753	8035
3308	4100
182	175
6181	5924
8358	1773
7234	1546
3673	9455
4954	5186
8060	19311
9188	16775
4085	27838
6225	26892
4545	7813
3349	21149
3411	3249
3869	17892
7983	25585
2417	2301
298	29925
4162	5569
1791	17905
4211	7267
1103	1054
731	5625
6815	24117
4370	277
4113	22327
4685	4841
6332	16315
8632	28802
9045	18043
6804	1878
9174	24215
1004	10402
9535	18391
7185	8846
8887	17510
465	4565
4455	13923
7000	13686
2432	18667
4799	21347
722	14908
339	11074
3240	2229
4916	892
719	7969
3951	10688
837	804
8474	7563
2303	10480
2098	5848
5734	1313
7927	29346
4630	29779
4319	30354
9670	19715
775	6183
652	626
4517	10330
3384	9243
7116	1239
2210	13274
1291	13001
7342	9236
6786	18389
1929	27447
5768	7367
2276	22661
2126	2769
4495	4595
4955	16424
97	94
1696	2034
2091	1976
5948	26190
2998	9037
2718	1804
5102	1055
6969	8402
6484	10156
4504	12380
8339	15446
6825	26023
141	138
7121	17741
5943	8181
6220	99
2719	16493
1646	3772
5093	12631
618	4106
7303	1111
5225	5447
9034	17564
8442	12477
2657	515
697	14236
2893	5649
3914	3845
2127	4117
5104	5369
1710	1628
9148	15617
5426	5859
2776	10935
4965	6627
3133	4029
3918	10728
3690	4210
4359	29201
6860	28500
3087	25276
7674	14678
7169	29473
1990	9304
8938	613
7520	19604
8733	17977
7916	10766
153	23767
1975	1863
5216	5537
5122	2316
4360	18345
7586	9844
4969	29024
6379	11607
8164	21220
6149	11324
5444	1878
9047	23410
5797	5991
4511	12692
4448	1835
1092	10219
3988	20917
2112	9032
8747	10514
4584	303
4743	5681
7427	17636
7990	1598
7323	17352
3823	3216
9566	18651
5560	29647
7947	28044
9986	27019
8167	746
4445	7546
4200	4193
4530	12324
7617	18037
4477	12773
992	29975
4499	3285
1054	25694
5770	6779
115	28572
825	6309
5493	7556
1742	4816
647	7907
1793	9040
2565	19747
1924	1824
6693	11452
690	3671
553	3675
5266	788
4327	29180
4384	25375
9370	22071
8270	11792
6238	7101
2611	10444
2930	25132
3574	3454
4392	4466
5170	10249
5151	19069
4466	1611
4134	3961
3166	700
293	30707
5092	9343
7537	25542
3161	21074
3834	17088
7619	30239
3904	26310
2556	2442
1990	5542
3470	3314
2768	2637
5671	23295
8699	22619
5598	19180
2395	18330
8071	9832
4613	20088
4165	27792
6584	496
4047	4007
7809	1954
2109	14835
171	26672
6653	7849
9360	25484
504	490
5729	30011
7893	555
7158	8797
5493	5948
5736	6330
4076	15385
1135	20209
4770	13316
9007	1878
4976	1595
539	10950
7311	28441
8216	11632
3657	23421
2210	23199
9784	5780
6348	31024
8309	472
7156	19479
3157	158
3861	11971
4921	3627
2815	3037
4227	30447
8298	6770
3392	3252
7573	9813
591	17159
1542	11053
8363	12157
2751	14263
1080	1271
1212	8604
2783	14027
586	31095
3384	27397
280	22915
7059	3411
6985	8428
9492	17951
46	7606
3015	2574
5101	15521
87	24771
6690	7921
6482	2591
8080	14663
5940	28937
788	755
442	22129
6123	19838
5868	19048
6614	21243
9760	26465
1333	5365
8827	14143
4436	21144
1014	974
302	18864
9372	92
1651	1570
193	17554
8528	16139
3885	3808
7116	18809
8624	13196
828	13908
8282	19637
3331	2385
4759	4946
3724	265
2472	30062
9984	27249
531	18187
5451	5893
4247	5822
2190	2066
2833	28299
3283	277
6328	26592
5151	2922
2977	11129
1290	10818
453	4976
5765	1612
6663	1233
4738	9953
2629	11767
7413	515
7508	9632
6064	13227
4551	15197
6079	9762
4707	28536
9930	28719
4804	5657
8151	11416
9524	18286
241	2224
6377	21211
6905	9087
4400	9832
894	1126
4762	17562
7854	10569
7357	2165
8338	22281
3573	18227
465	1794
4762	3380
9138	27839
9485	26698
2600	9712
2850	1815
9150	15632
704	23931
9058	31312
1217	7171
5830	5090
880	7301
754	723
2216	17989
2792	26714
5612	11629
6857	8189
408	23861
4693	4849
2041	27949
3919	21995
4384	28970
5501	24780
2763	2632
6383	23969
5091	19807
2386	18712
5909	6608
159	156
7088	26304
2062	718
134	12703
266	17391
4654	15120
7595	27892
8029	1533
7992	15961
9868	22484
3596	3470
4044	3972
1287	24359
9431	19583
7933	4071
4374	4470
8015	26425
5009	7179
3415	6909
2311	14328
4798	250
4601	11359
651	625
9991	27502
917	26662
9102	16209
1148	4009
8577	13138
3895	21412
9410	1085
6261	20824
8745	15966
4259	21413
6619	3881
7746	30672
1870	16249
5535	8951
1998	7192
8483	30969
6415	444
2339	23309
1873	18959
712	686
6616	12467
3543	29037
7749	26413
6789	8089
6040	13272
7461	515
4241	9104
6656	620
3554	3422
2629	7333
1350	26271
2761	15476
6791	31089
1118	5592
5089	10625
5166	15766
2652	12819
2816	5987
6495	29479
4601	25956
1039	265
490	27763
7376	2911
2689	13727
851	5930
5443	26543
1990	3455
3679	3570
3224	3267
8937	16843
152	4923
7583	25498
1809	1724
9977	30047
2062	746
1121	1071
5177	17960
1057	2751
3036	2893
6057	9743
2664	7691
2288	28026
4312	19099
3767	10815
7811	22776
6647	21727
3611	222
2568	2453
396	4267
7578	265
229	26699
138	4052
928	885
7831	13199
4158	4149
7624	2251
6587	29625
1932	895
7770	26158
7243	1051
2844	2721
5372	17020
7035	8550
774	482
2933	2809
2512	13739
4462	30645
1284	20176
5814	31066
4675	9035
365	429
7419	18260
2054	28569
6763	8048
1788	26022
4882	9993
6504	17104
4345	30115
5622	10368
6932	8321
5429	13036
1960	14876
9586	27849
5923	28725
2480	25981
2143	18578
4906	5132
7530	5375
9017	19063
8155	750
6868	12632
4148	29656
585	8836
515	504
9684	19946
3763	9235
3729	20203
9359	24903
7456	16116
6378	9154
2711	12896
8579	974
2663	23352
4826	21423
4325	13355
3821	3735
8130	2757
5474	17085
2903	930
9327	515
638	612
7159	14375
5869	21638
5451	7883
1636	94
324	17052
7293	20164
340	389
9704	20158
7092	186
7497	6687
5883	5542
8411	12389
5194	5491
8406	8874
5711	20025
1288	17136
1684	84
5978	31033
6819	1136
9265	16350
6276	907
5267	7286
5913	6614
3037	2896
9558	18565
7646	11711
8298	24677
720	694
1363	21874
3474	27113
8580	29127
7603	3158
8837	27132
1112	9863
7162	27953
9926	1052
8073	16542
9730	2338
3685	3577
2783	149
2691	27518
7820	483
6666	15970
7423	10033
4262	7526
4504	21357
1241	1188
4855	6255
24	24
3319	3161
3599	16938
7401	21895
2210	5448
7963	16665
3564	3439
9126	16687
7678	25331
992	2128
4215	27979
5143	727
1374	51
449	12040
7428	14744
9525	26419
4779	4617
9023	14984
7382	5299
7772	24568
5123	3920
5063	10147
8000	14942
9222	26859
7418	5777
5663	6208
4032	10710
3846	3770
7776	2834
2210	29683
7050	8578
2283	2156
4847	9647
8292	11846
6782	8509
1167	6269
9911	12467
7450	24440
7053	1600
9529	19915
554	1398
9318	27262
8708	24275
4013	3963
2591	4883
8385	9631
6026	23529
4686	13158
5312	751
3617	5979
9949	24650
1654	17970
1918	18179
3718	23439
6164	15293
1570	11482
4790	10756
8545	20738
7013	143
2322	13306
116	5592
8863	23368
1697	1614
7309	9160
9791	21172
5785	6411
5969	27972
4943	23286
5044	10484
618	23369
9157	28818
8744	158
8783	20706
2283	15253
2353	12881
2860	29819
4294	12004
2772	24155
5049	17271
9057	28113
4622	21748
5586	10337
6275	12922
9514	18188
1780	17818
453	2732
221	11890
4936	16336
6497	1074
6481	4381
7899	3972
5287	14974
537	526
9988	31393
6756	2276
9472	18864
1744	23466
2824	28773
7088	27498
6880	8240
5266	12805
5237	10345
6703	6407
6746	9535
8928	806
5278	8556
6542	22768
4444	8490
9142	29960
1932	26197
2064	6354
1131	5674
1040	20306
1850	20254
659	633
1853	30480
6462	7513
6779	29047
9625	19137
1792	20392
3429	6751
9547	18516
8144	11404
8887	3089
6448	8209
8924	14551
4964	23770
3682	11070
2627	21068
2789	22377
1162	99
4389	4463
1161	1112
1288	16360
182	22791
4807	6813
1861	3703
5368	5758
6546	28578
3802	30758
5379	5782
3953	3932
4423	22203
1119	19034
7862	17183
5081	24814
4725	14250
5064	2078
1787	1815
6973	8399
2722	27496
5328	23
7419	14397
6917	9905
956	15621
422	412
8907	2445
8862	4968
5143	10359
5528	5780
6365	949
2605	501
392	10369
5976	12905
6836	26104
9877	27186
3961	16123
694	20638
4890	3319
7632	10036
2032	24183
3173	907
1671	13142
7962	16664
7355	472
939	896
1258	1168
715	19197
187	14228
5201	25772
435	423
3897	28399
1770	23231
4203	27021
6629	5080
4748	12910
2995	1576
3907	9430
1954	1854
1922	22854
627	603
456	16324
7920	18835
355	426
339	400
3812	12501
1887	7169
9170	1862
4660	11952
4054	4019
42	18691
9886	2757
8647	13406
4165	11232
2896	2772
1912	1854
7448	9491
2914	3024
1424	13400
4777	13976
4206	13635
2956	3703
5741	10433
5685	23887
3156	21227
1293	1887
790	757
9093	29767
9236	25292
2378	170
4630	4776
6118	29636
1749	16791
4513	21540
160	13803
1344	1267
3135	501
2789	26276
1680	8929
3169	3015
214	11220
1276	22772
2415	27187
4341	23281
9821	29887
4243	4262
4380	25567
1387	1310
6876	8235
4722	31300
5469	458
5775	6391
8626	19832
8209	20995
5109	185
1089	4135
1719	9439
7428	25744
7380	2102
5998	6729
2120	2008
916	10847
8902	17786
7538	1924
1201	15145
9990	27315
4339	26962
6611	24
7852	17007
2228	28351
6016	6760
330	31145
242	11858
1406	6111
7186	18112
3984	4374
4029	6853
4842	2196
6529	1109
3854	2078
5299	27312
18	340
2154	20772
2135	2025
5709	23550
5683	6246
3508	11474
2308	1910
9463	24232
2134	28570
2020	8151
3382	9996
4725	6048
1001	21998
1813	31111
4863	9483
7417	16904
1538	12589
5091	15181
3558	31330
6971	9151
749	718
781	22565
3651	15036
4070	25900
9145	26845
8757	2757
4001	24742
30	8308
2094	29849
8535	20661
6298	7230
3297	24509
7799	20475
4130	27185
6397	8215
2402	2950
9364	22160
5978	12320
9697	21096
4560	9270
1262	4815
6799	26934
4961	5196
3472	14188
5519	9047
5173	7696
4042	4000
9587	26985
6146	25095
328	3008
2361	2229
263	5009
8107	11291
5395	13461
3755	3648
8118	11869
4204	21498
4461	7906
8115	11326
2338	11077
5637	11251
7761	10310
6389	2102
485	14153
5662	1063
4359	4422
1187	24626
2866	2740
3128	17298
7598	16076
257	2989
4051	29644
9948	24574
7622	15099
180	160
4624	4769
4040	16993
8020	19841
5157	5434
7361	9605
3592	23735
8525	497
835	19019
7431	3632
2985	6394
982	1706
6783	949
374	4152
5721	7853
509	2012
1349	1271
6561	7697
6213	7059
5651	4224
4235	184
9711	21618
7144	8758
6150	15416
7881	19255
6699	15238
9929	4374
6002	21784
2515	25384
5219	6846
7022	15371
398	2644
1957	1858
8913	25496
7381	16313
6847	24806
8651	13423
2816	15901
2409	18625
4404	14590
9998	1772
1425	1858
4730	4897
8094	24274
1464	28709
7450	9499
7918	18821
4434	1759
1584	26473
8434	29660
6989	25740
5504	14770
6978	17567
6026	24978
6935	24095
3983	17706
2688	30946
4656	4812
2461	9368
5646	17681
1337	12701
5184	1598
6134	6905
3109	29688
4238	27075
9373	16431
6315	7276
145	142
392	17056
6615	7794
5913	1049
5578	16541
8034	21786
1700	1618
467	8169
1796	1712
1030	7950
5473	31372
8583	14719
8813	17607
2502	7448
6941	25646
1545	1465
5978	22209
540	529
7242	15811
6288	30701
4507	4615
4004	3971
1419	18252
4454	11335
3889	1854
9813	30474
4810	15225
394	18974
1825	28865
3292	303
6994	18075
7142	8756
480	5874
3098	27035
8795	14045
7069	30260
1990	29108
4826	5043
1179	8265
1913	2274
2415	2300
872	27942
9155	24601
6032	12205
9658	19660
359	11682
2165	15802
3368	3806
5729	18735
4107	13426
8189	11539
3108	19508
5665	3050
8470	18303
8621	29074
3346	3188
4132	5447
5800	22426
1912	18355
1422	1347
2520	17150
6382	28332
7434	9456
9307	30212
4867	5082
4211	29455
1978	9458
4739	6750
2991	29970
4638	23808
5130	5397
9199	15920
7791	10561
7862	10606
5071	2066
8221	4217
4538	4658
5669	10004
1187	25073
6155	19574
168	4502
9643	19303
1391	13407
2601	18248
2219	18357
5493	23789
3231	7639
4407	2445
2398	2279
4308	3317
5147	28499
5792	27745
4510	4620
6949	8367
5813	24592
6286	23145
5544	24124
553	5198
3991	9862
2835	4674
7971	13017
9173	855
2162	18749
3599	16931
4320	30839
2120	6708
215	19731
1748	20651
6506	10321
2690	2567
5730	1053
6877	21890
1973	3164
1477	1393
6983	11715
4997	3627
8681	13591
3729	28036
5970	6688
9915	768
269	3920
7971	13023
4522	12303
8777	1202
4963	25801
6740	9446
7611	11312
5162	15159
6848	19476
6079	18766
668	15710
1545	17879
7408	18938
1865	1136
7546	12461
465	23473
269	15406
1538	17730
2163	2053
749	15108
2531	23940
7989	4069
1608	24196
954	29721
9830	520
2736	5642
7871	22153
8370	12733
4971	2960
5991	6720
26	11353
3498	3350
1877	17016
4776	4971
9332	4075
7597	11922
696	667
7990	10956
3506	15962
7729	10245
9832	21821
548	28360
3853	7279
2839	5731
8955	8466
3711	7484
3791	6295
2842	26810
5557	26027
4854	31199
4573	4698
2110	1998
5177	29013
3154	14647
5117	750
4513	31301
3504	11224
8066	16981
3788	21528
3373	13308
2842	19146
7385	12062
1046	997
6563	7699
715	1061
3347	5600
2149	4270
333	1386
498	482
4876	2836
9606	30925
4877	9597
4487	6721
118	4689
5671	6349
8232	26302
3204	3053
393	29062
2247	27989
4524	4639
1419	13202
8813	18571
7234	26933
5691	28783
4465	926
4611	29643
1361	20042
5525	14176
5469	29341
3923	2163
4297	4349
8131	11369
8838	3144
749	27018
6169	1201
5601	25197
601	2023
624	31149
3323	7505
8589	13017
408	853
4091	3959
9272	27117
2066	21314
2390	22539
6395	24977
2937	24861
4999	5239
6603	28510
639	27944
7383	9330
9487	20021
3892	12120
7420	26457
8510	12725
8989	14824
3134	2991
8177	1136
5654	2955
385	1276
4311	18506
3909	25235
505	7516
1897	1803
1874	20733
5704	13181
6414	14288
1129	26979
9797	27486
6111	9487
715	21675
1443	18945
9685	26093
8494	24071
7407	23581
2054	84
9321	8463
1933	1832
6865	11166
8201	28393
3540	2273
8182	26155
7786	18
5597	21953
3035	10005
3508	493
7806	15264
2965	10694
2860	142
6222	930
5151	5678
4009	13328
8021	11042
6923	16383
7724	23048
845	812
3758	915
3392	6425
8722	13788
5783	4826
4288	17914
3758	15431
8957	28373
2544	2429
2316	94
9739	727
4523	4637
8287	11838
7946	10850
5982	23665
9249	16235
5043	5302
9920	26319
770	12129
664	19612
3566	4487
8531	26148
5071	2078
5582	11196
6311	23563
3030	16204
5204	13978
8331	31043
8468	12567
5941	103
6021	8400
6483	5881
4406	28179
3242	30187
6040	25724
7787	21429
9602	18913
3591	9073
7633	27395
2896	30108
880	19123
4138	4121
5809	28798
1975	5637
5409	10390
8483	12619
4736	797
9874	22633
6404	7407
7571	12255
7611	2012
1811	15874
1377	1300
7740	29852
5201	20110
8251	15065
1491	28819
9898	27300
3778	3672
7327	29246
3264	14628
9390	3411
923	16478
7580	17539
3805	13734
4413	5862
2879	6605
7271	158
4046	27399
6036	13287
1540	30413
3532	22200
2776	17051
6533	469
6453	7491
7825	14250
201	16305
3647	30781
3812	402
7482	28520
7172	26406
5256	11101
7200	15491
9170	8249
1136	4379
3623	27375
361	21245
8896	1109
7647	5955
3196	13584
8986	309
6351	23260
2473	8129
1002	8551
7493	28129
8750	1136
481	30396
457	12847
5475	5922
8807	855
6345	21434
187	28637
3039	445
2236	21415
3257	3102
2693	15629
2404	2296
1794	15725
7211	758
3471	23062
7914	17794
5089	8878
1498	1415
7759	27227
6025	3101
7119	26391
8916	4834
9259	23711
6730	26908
517	25108
7517	2477
2317	23614
5469	8370
421	3869
8106	28200
4093	23172
2452	7268
2830	10424
4460	444
4489	4587
3972	3909
5516	21013
3545	27457
4975	151
4632	2767
8151	5418
4279	10664
7815	19027
667	19533
465	5243
8574	12956
6068	21106
7482	9600
9589	25702
5947	3712
1570	3128
6693	7930
9255	30706
9732	20358
4581	4711
7407	14393
3839	26229
483	14140
8369	5380
431	15821
4856	1393
1570	1492
295	300
3752	18519
9104	26817
3979	774
5910	737
1359	7667
727	9338
8372	12278
6878	30988
4444	12368
5229	18466
98	27062
8491	12640
7080	4981
9523	26866
5955	22435
8303	30782
5964	26426
8504	25343
7185	9139
971	11104
5316	9263
3606	3497
3098	9878
1414	4140
4343	13294
2153	613
4531	12395
622	7025
338	26359
1266	1195
4015	11499
7746	30243
1942	27393
4849	921
5049	21898
9834	26466
8725	1839
7370	10349
5327	1617
4918	10418
1906	9334
6238	17203
6734	18285
2011	28893
6075	14595
3503	7251
5541	16928
5909	16512
5188	7310
3603	16788
3510	2146
5209	15004
1914	3848
6115	6879
1731	723
2554	31028
1203	104
9526	26214
3085	25273
8702	42
8383	20639
3124	2969
2217	1617
352	21680
5066	6484
8411	29899
2270	21565
7973	1533
2423	5534
5903	11957
3936	29519
2928	2805
2656	25516
3920	1878
3368	29105
280	22897
8425	12423
649	26989
5677	16032
4641	7139
3681	29474
4311	20422
4660	7606
8137	30504
2140	4477
8870	17234
1655	13291
8508	8884
7537	9703
2968	12663
2083	31034
6749	8025
5524	9079
1792	1708
1505	10634
9016	14962
7515	18217
9392	17142
