roledby	actor
4124	1764
12833	600
12499	101
5852	159
16835	1619
1448	1041
12554	1113
16634	423
16830	264
3093	1589
11756	1769
6971	1494
3847	1274
11800	1797
1848	550
6027	1905
15117	242
6281	520
16322	1529
8014	521
15392	1733
98	86
7326	1121
2129	114
3100	1591
12453	649
3750	1665
13280	486
13198	1255
9420	1640
15483	636
2528	790
10030	1055
12538	1441
12155	200
9821	57
5650	1809
1746	1177
5579	541
5015	1702
16761	1111
11897	90
2958	1546
5538	602
9486	269
940	492
5238	836
4548	1677
11740	44
532	469
6425	807
15475	1219
1061	840
16283	870
14384	1145
16622	1978
3255	1621
16824	1858
12101	1822
2242	622
7182	1495
1532	1084
15071	1103
15604	1650
538	473
9289	273
11680	165
5636	786
15567	903
6065	1920
8906	1533
14382	1178
12729	1142
13314	1965
17237	1184
4333	884
9662	191
4617	1136
16046	1236
12495	143
16234	1974
713	604
805	673
11674	336
7699	1319
10294	1765
16701	1416
13145	1206
5785	14
11445	321
2567	1344
13711	594
4893	42
8668	1721
16119	1418
10980	388
10743	1716
1702	785
14518	1786
10385	1042
8308	1410
4075	1757
12013	969
9192	1075
10171	1659
6931	1883
5557	443
9121	390
12444	953
6665	1276
13895	634
15276	1938
332	303
17044	1524
15166	1681
16454	999
11894	1880
10911	1988
11128	773
9733	1444
6342	393
9320	1433
6676	162
12547	732
6883	406
16298	1130
4774	113
1478	1027
10604	26
11337	654
14602	1640
11907	567
16166	561
12450	1905
4017	721
9772	284
9534	1248
1191	904
4680	1272
1264	710
15995	840
2767	523
1931	218
604	526
7522	448
13814	1867
5677	1588
6251	1375
14550	1693
8196	904
11752	176
1361	993
1957	540
14719	1459
8079	304
16015	1649
8739	933
8341	1371
15989	1888
9491	1675
2529	762
6121	586
1983	949
7542	1968
6355	999
6449	336
11366	1292
6457	778
825	688
1992	1284
10523	1459
1116	164
15257	1371
4425	1273
2211	1366
7688	1929
11700	1803
15220	192
14407	1475
12974	1439
12416	481
11098	453
15293	165
53	52
13122	555
9414	288
11845	733
6572	320
13604	713
9452	1819
732	617
15982	1224
428	388
6517	1863
8287	1864
317	289
6718	8
13878	264
5284	267
8919	596
3799	1716
5440	154
13492	1960
1024	821
16004	1925
3631	895
1194	264
8376	1312
7507	439
16840	1
4856	295
5678	1306
16373	1173
3329	619
12470	579
6916	863
10805	361
9736	1444
5054	1248
4086	1760
14335	1245
9025	1778
1748	669
6932	1569
4603	1550
12731	1868
5665	1803
3907	618
11749	648
937	762
12388	438
10896	1995
4620	1046
6142	1545
269	248
12977	1439
15409	206
8555	1986
2059	1310
964	379
4393	821
16187	565
1693	352
8788	1967
8909	847
15793	1493
5404	1233
4120	1209
8120	1237
818	658
12132	1189
6116	688
7006	472
13852	1830
13132	398
14573	1118
5917	1533
14676	353
5866	1788
10524	1077
13578	494
1863	1026
6720	554
16822	1713
1431	458
10343	1447
15880	1066
12736	1209
7864	1384
9488	681
1062	247
2215	1369
9835	1559
14590	263
520	460
2485	268
10488	169
4134	1670
13950	562
12422	990
14152	97
6951	1775
8789	1790
12907	1131
8918	1200
13770	260
6453	1549
2061	425
291	268
9941	780
2800	1141
11892	1530
13119	1556
15013	66
4339	329
15610	730
5757	375
613	189
6486	931
4970	1060
8971	1889
13975	1857
12402	1292
12842	24
9537	234
2285	16
12182	711
6097	719
14080	1021
15649	86
7162	1631
14441	670
10483	1896
4850	551
10625	1989
3336	624
422	384
7323	1800
1063	841
10894	144
12696	961
2919	427
12764	1121
14542	1587
7152	965
12543	1050
5301	602
10795	1862
8338	410
309	283
2352	1165
10233	404
6351	999
5643	567
2691	1491
13517	342
13540	413
9906	472
6148	1737
872	718
15750	1527
7669	971
13258	204
6957	387
9182	1450
11708	513
16878	985
13713	1398
16741	1455
15317	238
6331	20
3506	1192
14378	1145
313	286
10574	476
4275	1501
1922	1254
4201	589
3577	796
6002	891
1698	1084
4454	365
6488	355
11100	666
4947	1850
10339	181
5216	143
1020	643
5093	429
625	543
5895	385
7592	1493
8082	1742
1321	971
15472	1194
5237	1014
7468	641
8724	1684
10494	1130
4987	1813
6691	680
15664	982
5252	1850
7559	1760
12081	1538
12548	824
8636	1217
14106	1180
2943	1543
8607	1629
14973	1
1125	870
6844	84
7926	1470
9010	1251
10026	179
10963	414
9152	1509
1463	1052
12834	1645
10495	1130
13169	42
5148	1278
16552	1153
10779	510
9342	1258
4244	1776
9803	1525
4321	1185
7731	1773
9143	779
5622	76
16072	1740
8243	284
16944	1756
9418	572
4650	733
14592	1783
11206	1635
1059	840
9570	1184
16017	765
15379	1892
2459	1354
9788	873
6240	1367
14485	507
5234	1014
14347	1788
7535	369
17206	1447
5233	1557
16229	147
7079	1850
864	540
15954	45
13081	1385
5854	438
6341	1316
9075	842
15658	1684
4376	1788
15770	326
3114	1572
14711	517
6777	1703
15009	66
3994	648
3344	1556
929	177
1646	1137
8313	1865
15178	349
15158	1123
15686	1185
1035	829
13178	1773
5630	1147
14846	733
3350	1385
6884	1144
7932	413
7723	1900
3127	572
10845	1518
7221	1627
7648	769
11753	1103
11458	1250
2143	1266
4013	769
5764	1226
5664	250
1151	883
7059	875
7285	554
9575	1184
12599	483
7577	492
15359	717
13428	643
4582	108
10093	1022
15829	1601
10692	426
3071	1093
16181	1032
15530	1381
11387	670
15875	362
12157	202
10149	772
626	544
7343	1275
15344	1953
16897	515
16050	1922
10132	744
12732	1284
12812	1810
3502	208
7197	495
16056	1686
443	399
4659	276
16838	1528
13818	1759
758	638
5431	820
13302	1745
11303	470
4594	1547
12270	1942
13693	1307
13226	1234
14091	880
12337	694
4179	1262
13615	1173
3583	1677
10081	308
17180	93
8529	477
7399	1127
13318	674
267	246
9989	831
10198	1332
14598	443
10669	349
15775	1286
13061	168
7	7
13062	1361
4544	1416
8279	130
10216	1349
11357	1161
14802	589
9554	1866
13593	923
3059	606
4211	846
14545	1927
9481	1255
9455	326
5004	775
5648	570
11014	358
14272	1539
537	472
5583	912
11859	886
8300	386
7338	341
10790	793
15119	460
844	236
5589	1741
4965	1853
13144	644
16451	545
4083	1759
7386	779
12725	25
1184	901
12515	939
8891	1514
16366	1910
2430	705
13221	641
12803	913
2005	1289
8254	893
15772	1286
12506	1324
10430	314
7743	415
11659	1239
11579	417
1077	556
14159	684
2565	146
13655	1327
7998	90
12085	1763
16789	884
8306	416
14953	773
14501	488
10960	895
3056	1581
6173	1564
85	73
16793	1139
3247	37
5618	761
12817	636
7088	1475
15149	490
9238	1380
15012	304
11368	224
7443	1710
13478	1889
1354	171
1935	898
12700	907
16526	740
14500	488
5278	687
14732	152
15673	1712
3297	728
2070	1313
15104	1327
1990	1283
10862	8
342	313
7668	1972
7291	1955
14035	1353
13846	1827
1430	1032
96	84
6357	17
14414	696
2583	844
5888	137
402	144
10338	691
4733	922
8180	1629
7013	1388
10549	1333
13547	859
12472	836
10838	202
3209	1184
4623	1308
2645	226
6274	1157
4531	1800
6896	1283
7686	1168
13976	1346
16851	922
7112	1956
8706	1762
16728	401
12970	1792
2427	705
14233	935
1437	559
911	234
11535	312
4058	1598
66	52
5346	1500
16685	766
8462	752
6410	1352
6681	1636
7682	299
7939	1789
7763	1318
12997	1540
1140	814
15552	767
13782	845
12585	1242
12266	1009
7119	1480
10104	640
345	316
14879	594
16475	1172
6235	337
10091	1792
16379	1647
4335	1271
5051	988
10188	1226
5194	822
716	606
10127	1951
10158	1559
6265	265
1192	905
15268	745
11264	828
7630	449
9117	132
10579	1064
10406	1794
11783	1471
7069	323
5319	1759
2587	844
7611	1598
13589	709
12399	584
6239	177
5121	1865
236	217
14182	348
15811	1591
14322	1967
278	255
16711	985
3684	1065
5657	1512
2428	128
4729	1222
17113	1674
4753	1624
9964	220
609	54
13653	1997
9725	1610
11156	1937
8690	1527
11762	213
12571	1113
8009	626
6104	438
13163	924
3856	1557
14354	1297
13920	1079
15783	1527
13409	1388
10365	1254
5825	1844
7517	706
4316	883
16370	105
7594	208
11877	1857
3761	648
1441	1034
5396	297
5317	202
15368	1780
3050	226
14594	1644
8	8
7463	1848
9091	730
16554	70
4104	1648
4863	324
4835	709
2191	1361
14361	999
5502	516
4599	1548
2688	1264
7290	704
17148	1126
11238	1874
16363	67
2442	1433
8567	1227
10256	1906
11944	985
17212	767
12136	208
4113	419
1641	1134
13329	1604
15693	631
14947	239
10049	1483
14383	1217
1481	926
12473	2000
7298	114
2974	501
889	729
10264	599
8852	1298
7746	1255
16555	1180
15644	1769
7528	1969
12301	596
6755	1088
3098	941
13628	1510
3736	743
15734	846
3822	194
6928	166
7687	1915
14829	148
866	713
2969	1553
5244	100
6722	1377
8853	380
8281	1589
4214	60
9230	503
1878	94
4381	111
4463	1346
4468	1792
10561	874
12216	1691
3864	317
11568	1171
7808	1127
912	746
13853	1841
2550	947
12651	1084
6166	1523
16715	1685
9943	16
14818	410
2823	762
10440	551
14447	1178
10786	1456
12369	324
8768	377
12611	800
10535	566
1644	1136
5021	140
9376	993
16691	1844
638	39
819	683
15138	376
16312	1302
12761	780
2931	274
4380	125
9509	1526
240	221
12689	961
6278	96
8554	408
7792	1977
8105	1751
16982	541
9619	1058
12141	170
7117	377
13021	1840
15417	1665
2867	1525
10065	1658
11677	1042
12540	1803
6685	1636
15915	1355
5100	1111
2968	118
8947	502
13216	52
3877	1733
7760	1322
10699	1526
15612	51
7129	1143
16825	2
7476	492
9375	251
9875	294
13992	619
9512	1916
16310	859
1050	677
4088	1613
15403	1050
5518	1889
4924	715
8546	1225
11744	105
6596	1890
4881	1841
9226	722
4842	1448
6020	12
7602	1924
13740	1809
6961	605
6354	844
4431	1211
1011	315
16580	1720
5830	1746
1904	1247
2829	1314
11996	1620
7231	1461
1526	1080
5523	206
16551	918
15808	212
5361	67
8427	432
2218	1371
1357	991
657	567
7444	1356
594	25
2651	1312
6684	1788
1458	1047
3054	927
15438	1121
6206	1926
8036	1690
1010	152
4064	1605
13552	698
1319	916
17253	945
3914	322
2880	741
15007	825
12926	1334
1345	984
1945	1264
13824	1456
8052	150
3263	141
5716	1031
11457	1188
7692	321
13218	1354
4775	1631
16228	1986
1144	883
2137	1264
17041	663
321	292
10170	987
6842	305
15329	684
4641	391
14769	471
12539	1803
14641	1659
5019	1355
12197	1429
16415	580
1916	455
13483	240
401	369
10578	187
13670	740
5370	1831
9279	1340
11377	215
15046	735
7780	593
11509	378
3325	1461
1199	908
8076	242
2515	1357
16811	643
10778	1491
52	51
16557	1377
15020	361
10152	500
4682	1128
8144	1844
5298	1056
9574	1280
3800	47
350	321
9311	1301
1344	984
9040	1696
1299	960
15528	1432
3546	330
15038	920
11721	768
3473	1657
9371	691
972	785
16113	1217
11266	1404
16910	532
6392	860
6900	1614
12695	961
10193	1759
16702	1723
10029	789
3522	1071
6513	1202
10716	563
16131	955
3215	1385
10507	388
15787	566
13114	364
12440	990
8930	105
17075	176
7445	594
3309	869
7458	1594
10849	1291
7907	1872
9538	1256
10577	187
3787	789
13551	410
5348	1256
367	336
2694	897
5177	1396
13433	807
11332	1250
6591	1282
16886	1591
10345	1190
5511	107
12545	245
12409	1798
16041	1533
6458	913
11293	522
11904	1834
11404	446
7377	779
479	429
6419	270
6977	579
2961	1359
17058	1689
5105	1438
7716	993
13826	1875
3469	1055
5610	1051
6590	1282
1534	1086
16012	1619
2872	1528
8591	53
3861	484
6562	1152
7948	709
13594	1525
10653	148
10485	23
9111	883
12894	1985
10696	389
3383	1156
1648	1138
10555	1049
9889	535
14828	876
9336	523
1543	636
5741	291
1755	1181
15687	404
1107	369
622	540
5918	1629
7472	330
17176	1429
16763	972
12871	1709
17252	25
12455	1479
4480	72
16318	1052
3527	1635
8032	293
2804	308
15413	401
4115	969
233	214
1832	289
14042	1353
11695	1954
12007	1339
15630	988
15270	1678
7311	1335
13146	1406
9359	195
3418	1141
13512	678
3182	416
2409	615
11861	1807
16491	585
6119	1255
14799	42
16440	918
11490	628
5400	1507
10035	207
3727	544
7868	12
10478	822
14895	1497
8679	1656
15324	192
12192	1975
6205	1926
11829	1752
3828	1205
7978	1778
16860	334
4730	1273
15460	1921
11136	26
11296	1393
2660	1479
13467	903
12219	1593
9193	455
3277	1585
14910	1761
5601	1046
10184	1181
5446	898
5849	1323
2140	1339
13925	742
1701	583
10859	573
1778	1189
10073	1440
4349	1674
16729	1416
13584	1453
2510	306
10974	1865
10686	786
3380	1340
2530	1459
11758	1701
16687	500
15423	695
14963	1959
12511	632
14131	1116
15765	850
13927	1486
1179	898
8148	519
1338	183
11198	1761
11895	86
12607	21
1238	412
1760	1003
2494	1450
2781	869
14098	1789
14990	57
5562	75
8053	221
8181	854
3172	1603
6996	1816
14103	1393
8560	1114
3987	264
5647	429
11641	1112
6288	1238
5381	747
3366	1637
574	503
1490	1061
16995	1470
8902	1343
2194	886
16199	1499
13643	348
17053	471
5010	1483
3175	1398
8926	672
10138	1114
4644	1439
7500	1967
3358	936
15059	89
7379	1882
5011	1483
4298	567
14461	369
16396	408
16022	1500
16883	1691
10136	1114
5604	1020
1948	711
13162	1457
3281	1625
8065	21
16973	516
14970	1216
7087	1306
13603	1614
6680	598
15906	742
11540	824
9288	1446
5728	1345
4693	449
12895	1426
5306	437
16678	766
9444	1814
6016	1312
2830	309
7830	1917
2585	530
11369	603
15237	1204
16917	991
15113	1099
3359	1449
7212	1958
857	707
13989	1346
5554	809
6799	502
10016	1664
962	778
467	420
14348	1632
1607	813
12965	1091
14081	897
10677	1680
6037	624
3072	1583
9819	1950
170	156
7921	1249
9815	1707
12549	1970
451	407
6559	582
10391	267
412	378
8796	1651
15873	1575
3845	628
11179	1532
3246	1032
7423	113
3590	1146
16604	639
15903	742
14613	1489
9507	471
14764	871
10068	378
13692	1082
823	686
1129	873
7862	1003
9961	1951
173	158
6179	1420
15847	1601
11254	1034
13060	1437
6565	1039
11661	765
3671	1504
14201	1411
15525	1931
3216	305
5230	493
12957	1439
15447	462
1287	953
7361	1713
4558	1603
10605	1129
14746	1717
7292	867
1026	823
8375	713
160	146
2999	1567
157	143
8239	114
3305	869
6904	1367
12674	961
10367	443
6666	686
12067	1564
4288	785
9873	1561
6156	1876
13134	1813
5187	761
16251	1677
4015	1730
15470	705
1969	1277
15376	345
3053	1580
8452	1106
6542	1068
2933	1542
10834	1274
1996	467
2517	1458
8845	531
4861	1839
16176	31
14134	1388
14460	924
681	458
8142	519
13841	1824
10417	1663
11551	1734
11864	1113
10698	650
16309	946
15396	1659
15198	282
14062	1501
3442	1649
2274	836
14528	1209
6081	143
6715	1862
15986	1869
13601	1992
134	121
16507	1779
16140	1748
17291	838
10414	1428
10100	1068
8820	1848
14363	1606
9244	503
9384	75
10903	1503
1602	1122
6059	799
2706	671
300	275
11589	1059
1019	819
10441	1689
12476	609
2629	405
16590	23
16965	804
8365	130
15946	599
605	527
15531	1058
3858	932
13018	1428
16666	35
16856	416
8987	842
9295	1061
12838	1676
7762	238
11246	127
15161	1623
16482	1655
12483	82
552	91
14408	496
7585	1192
4859	324
16518	1189
4409	864
7214	105
12679	961
9142	855
10538	119
12822	464
150	137
1468	853
6029	884
15259	1238
610	531
8787	1654
3729	269
11433	1998
8489	590
8661	584
1980	649
7202	1185
14706	198
12632	658
11757	1112
16899	1533
16268	469
5183	1658
9844	203
13766	396
747	632
2885	588
16459	805
9483	571
9590	1696
17260	773
7158	1481
15547	1076
1479	1058
815	680
10880	1544
230	211
6885	189
14424	1103
7246	946
12677	961
10667	1281
2856	331
6670	994
14327	1629
586	513
16676	767
5300	1817
10349	7
10951	183
2482	1237
4079	1758
16327	1897
12174	1973
5344	77
15086	1024
13984	619
7121	1098
15072	746
2220	706
15537	1076
5072	153
10794	1487
8691	1681
5616	73
1034	391
2350	104
12346	579
11504	1412
12330	1871
11363	168
6675	1634
9826	1761
10212	754
4526	276
1608	1125
14232	85
14929	653
8956	5
11918	1848
16369	618
1537	649
1549	1000
13148	42
7943	1736
2827	780
8762	788
11668	1813
12057	1305
865	712
16304	529
15323	1470
14362	1325
14576	1325
5001	140
9497	1051
10329	135
10276	924
14762	868
7693	995
12575	1504
7244	1307
7425	1126
204	187
9473	682
4399	107
7313	506
14742	1199
16008	445
14050	532
8038	1691
10352	450
14575	1325
13585	1705
12163	1818
4524	276
11968	970
12269	635
14763	868
1784	415
10709	178
16566	1377
7247	1732
10632	421
5875	299
4556	1167
4574	1114
9782	945
14708	1997
9905	956
15372	1664
14735	120
14615	830
13957	1997
9588	1482
5488	617
5107	1675
6804	1716
16194	1104
3138	1587
1824	1218
8453	601
10431	333
12603	1264
1625	165
653	565
4778	1518
14181	431
14269	856
12334	604
5792	1906
10358	1955
7220	1896
9558	1783
7719	1465
3802	1444
6649	483
5599	1275
5038	110
4688	1410
9787	129
743	526
15314	1445
3137	1587
511	454
9698	699
10712	261
14792	1312
798	669
1809	1210
15607	370
8292	1104
9415	859
5593	734
7757	238
10762	1652
10273	250
17017	1585
8846	582
15415	1193
5245	1343
11007	1253
9063	230
13099	1764
14865	516
13179	1048
4578	652
1009	812
13597	985
1802	1205
3365	1378
4225	745
978	790
16981	1248
12791	1992
1624	264
16788	1370
15017	64
14790	843
15459	1145
13427	1667
12680	961
7554	78
16644	309
8056	506
17269	1525
7396	758
526	465
4019	959
8568	1114
9657	855
573	502
4436	1779
12883	235
15911	1615
2367	779
2893	1179
16746	910
8577	1127
10499	1685
14913	649
2360	1414
7785	582
13244	14
16288	1897
15308	1503
4256	489
5666	483
1531	1083
5374	1311
9650	108
11322	188
8843	1791
674	580
3396	1133
9349	186
7663	769
14178	824
15753	273
14265	1633
13691	190
2299	1075
10942	1065
3014	1571
10878	717
11001	1342
5092	316
3084	1072
4303	116
9031	1361
5165	1087
7991	1493
344	315
7938	1731
10019	789
7744	500
9208	1860
254	233
7925	385
2692	785
1949	1266
8855	723
5365	892
8090	850
6901	959
12592	1430
8369	706
1678	1155
16862	11
6286	1140
746	631
1947	1090
15129	308
12454	758
904	740
4561	841
15695	271
9536	924
3231	1618
5457	1195
5164	1126
14586	248
8159	667
10249	1347
12230	1493
1790	1198
8447	674
15209	369
1972	656
856	706
1724	52
379	348
15205	1543
14931	737
7008	944
15010	64
16069	1346
12128	1276
7722	1331
10496	813
6001	1228
15924	222
6563	1630
12951	1949
9205	1109
5673	718
10546	1049
12231	1466
15870	1790
13622	1113
15997	89
5332	1574
9	9
7736	1040
8230	109
15000	874
16405	160
3541	348
7106	744
831	636
2918	824
10627	1935
4980	240
290	267
3745	1258
8707	396
17223	33
15489	575
8616	1482
5059	1857
14976	1644
10797	697
9981	1660
599	522
10288	965
11720	894
12004	1590
3259	818
2951	379
16111	157
16006	230
12846	395
3854	484
35	34
383	352
14336	1351
6913	687
14420	627
12467	552
5845	632
8893	252
6003	716
770	649
4636	1708
12272	1862
1880	1239
10436	140
1383	1006
10704	1222
3449	1409
3337	615
14685	1199
13874	579
3108	1385
6606	1937
12053	1098
822	685
16263	91
4989	1183
13482	478
9642	108
10325	1082
8033	191
8953	1057
235	216
11329	1814
3146	285
7804	681
7653	1746
13396	1369
12519	1013
9812	1962
7996	679
16137	559
3245	1312
4071	663
7198	819
5472	671
2640	1476
15356	1857
12391	214
4330	1781
4230	327
7652	1213
1426	717
14344	1734
9394	1921
9372	560
17300	229
3567	50
220	201
15342	1100
7606	1246
11020	1744
12720	95
15699	501
4658	1615
12151	1369
13513	493
10106	125
1461	1050
8190	1965
8897	1334
8792	1562
14772	1825
11082	1137
9258	121
5737	1007
1254	935
4501	1058
2704	508
10527	856
15743	1015
12420	519
9156	1817
14376	1714
13508	1777
2318	622
12946	1843
13609	531
16026	1755
15224	452
12305	521
13461	1646
12314	514
16495	564
5044	1416
644	541
787	63
6592	20
5885	1548
12488	394
10826	1843
7438	436
13776	808
5799	1417
5534	149
16296	280
11536	1984
5938	1185
2207	990
10901	186
10123	1209
4305	599
15513	677
13331	1751
4506	947
4282	1143
8535	1774
8844	1680
16293	280
8955	1057
14659	694
12010	169
16677	1430
13574	274
11460	881
16103	1178
13523	1733
3555	436
9130	1939
3763	865
8439	392
12002	1855
1494	839
15436	1089
14962	1049
15677	461
15406	1699
4438	366
5358	537
7546	908
11109	1826
13747	656
11722	1570
6924	155
3272	583
8571	1073
11544	1821
9421	1560
164	150
5597	229
9120	647
13243	831
11939	1355
15947	1485
883	185
5176	476
12952	269
12293	1760
2162	645
2690	778
3941	1740
2858	422
2340	561
4934	1493
9809	141
11576	1384
13865	1198
17242	1144
12605	13
5179	955
12048	1508
3035	5
10959	803
8302	585
6432	769
13312	1185
2228	1137
13291	1981
16062	486
7183	1797
16538	1514
8106	784
1687	1159
15352	854
17151	1988
7090	1017
15543	892
10165	37
14085	1946
7312	1687
10702	1252
2795	1510
153	139
1413	491
2631	1472
2439	1432
7629	1678
16503	1539
15350	1997
14849	383
371	340
2037	403
9702	1238
3574	339
7172	846
9743	1368
12991	980
7004	1953
8153	1345
13637	446
268	247
1787	1196
16592	479
14710	721
923	414
16939	1858
4540	1787
2505	1454
16695	1979
8250	572
8839	709
4991	436
10266	598
114	6
7999	679
13735	847
5614	1460
3563	232
15635	800
999	804
16037	804
8907	1583
10637	642
973	786
15987	378
11267	1336
15410	552
5067	732
16795	1891
15289	1042
4631	1047
16133	1063
3260	697
1435	1033
6261	1441
3646	1690
12356	1002
14023	1633
5848	524
5281	1395
11144	1358
13991	620
3145	263
11124	1895
3058	122
2677	1487
16891	945
4635	145
3242	1312
10920	144
6947	673
14627	1129
16748	1086
6440	1605
11573	15
14794	881
1548	1091
11473	1141
9994	63
10979	1510
16277	627
5564	1811
1733	55
11935	1749
15364	1012
6507	921
277	254
9850	1769
12513	1185
17235	1396
7526	1738
1069	470
10380	158
4604	214
15754	427
12290	197
88	76
10393	1904
7737	1386
11207	1978
16123	1122
16470	1701
13894	114
15782	1118
15397	630
4662	570
12780	1730
4493	56
10225	494
16921	1531
7250	107
3243	1405
7618	157
11410	161
8674	374
16615	911
13191	1804
4421	1022
1456	1046
7074	492
6762	1020
10072	1067
6850	750
14320	206
12751	1444
3871	835
6527	1730
11253	1330
8077	1451
11541	193
13079	338
9345	1624
5701	502
4371	923
4146	463
3919	1434
5575	1895
3198	1610
289	266
2079	798
2552	942
6367	1643
11450	1163
7168	1521
10642	1338
16287	1963
3156	1065
16717	189
6734	373
129	116
7977	1201
5951	981
4933	1461
16148	704
4041	1681
8678	203
14892	1674
15624	778
15576	1763
6382	824
6508	1152
5375	1603
7665	668
4247	287
3585	1022
9984	1759
6061	1819
4639	1386
11465	1013
2644	676
915	747
374	343
10473	1127
14568	1467
14982	460
6593	189
8900	563
11290	1989
2086	1321
16952	1837
7898	270
13533	875
648	561
219	200
3844	1726
6268	1601
1731	55
15823	1501
8595	1821
10347	684
16689	668
3665	38
8404	367
15518	1166
7031	1596
4929	1847
10070	334
13044	1393
5463	1420
9552	797
13308	484
5572	1659
3534	1670
7615	1337
6622	1715
16170	501
3839	502
4273	1326
16648	1788
16839	1251
12964	1487
1696	1162
11736	1754
7102	1425
9457	758
6075	551
4011	222
6771	800
12051	1976
8028	1906
11120	1832
15771	1367
5246	1558
13201	1216
16168	1118
11943	1282
6069	1513
3565	424
6569	977
2523	316
16500	1037
4781	542
4116	752
10103	60
2445	496
11477	324
12353	1307
6176	1565
645	558
9033	1580
15458	1214
15972	1699
4704	525
16522	503
14212	1966
12056	1433
8093	565
8034	1506
14000	1517
3155	1357
892	732
3753	255
7715	351
4537	1385
2855	1523
16654	551
10721	1595
14859	348
8968	1188
16519	682
5133	231
2884	559
14421	556
16291	947
9048	1757
4485	1609
11074	938
5703	657
15500	1739
8451	1933
5996	1692
496	306
10976	633
163	149
7591	1872
8642	426
3805	1718
6501	1152
17094	1029
12309	198
17	17
9472	7
12194	1349
6817	1948
3419	39
6533	817
6837	524
1274	946
7675	1844
3894	1496
16270	466
10955	181
12241	1987
11587	769
1619	1127
11623	183
1328	976
6789	216
10284	1904
11600	281
2908	822
3558	926
12068	1399
8060	980
8524	9
9164	1397
16706	11
2861	101
1334	980
7758	315
83	71
965	780
8914	1205
17059	276
10804	715
259	238
11647	1825
11672	180
1452	1044
5249	12
2368	427
5548	531
16013	1534
5279	768
9055	951
15490	840
8713	1982
13192	144
3943	1250
10581	1458
4784	542
12331	1252
2907	1536
15767	1397
7873	1765
11414	1503
16599	976
15167	1469
14250	1044
14157	848
16278	817
763	642
4999	1362
3562	48
11260	470
15452	608
8132	365
3347	1597
7983	1345
2996	441
9186	1497
13270	1236
2559	1463
2934	443
13688	875
11011	1303
4182	1769
5277	768
7171	159
4789	1820
12879	1559
4216	1723
9207	1876
3936	1424
3812	1233
5675	786
1158	889
14027	582
8169	710
8986	1940
15778	821
1680	715
1774	585
8318	1444
4444	464
3269	1103
3001	466
7510	1746
9167	1474
3927	303
11858	1657
5724	1325
1552	494
13892	144
9830	659
15647	1191
4443	464
16326	569
5060	551
1258	171
13441	1456
2538	367
1962	1273
15340	1900
2743	1498
9841	855
13259	53
16587	744
4585	634
5694	1555
4010	594
3717	855
10837	771
5719	1401
2438	1231
6127	1901
9220	436
5077	48
1295	628
16968	1657
2114	1330
15988	373
10537	442
17167	34
8991	1753
9098	1627
755	540
1477	1057
15515	1893
13000	1086
9296	1707
769	648
15202	1976
15303	1765
13650	430
3007	996
8440	1714
7802	453
9945	104
16954	1136
750	634
14571	1671
8131	669
1057	242
11808	962
2219	1142
4900	324
10450	1480
4905	670
3889	1175
13338	536
12490	1262
4761	1578
16505	1147
7888	1773
11678	863
14025	1398
939	764
13476	1062
2911	260
11493	1821
3141	327
5914	1808
6801	1946
12788	1153
8406	1234
15608	809
8363	554
11786	548
14207	1087
13292	915
3219	989
6673	745
5524	1376
10086	1368
1930	1256
3295	807
2300	638
13025	1321
4456	908
12941	1954
5061	1117
14704	734
8494	96
4634	541
2511	853
10984	837
8115	784
4204	1623
5962	589
2572	876
10108	611
3444	962
10685	527
13245	1248
6418	1285
17048	963
9970	1921
16130	1907
8166	725
7590	1861
12165	401
15377	1493
15679	1653
7241	1960
386	355
3273	1549
15524	1720
1053	242
3139	263
8113	921
7790	1976
2747	803
12787	1153
4808	1472
8168	869
8095	888
8899	363
10402	452
7052	457
4872	385
2324	432
15944	309
9218	133
15970	1869
3579	1675
10536	1095
12969	1724
9466	177
3166	474
12234	1693
434	391
1411	102
1830	1223
16341	1185
5083	1060
4483	1794
10793	541
8469	498
9549	1527
3061	101
13101	1643
10978	1894
15401	790
14317	1524
12541	1314
7919	669
14254	1043
15962	930
8130	1475
9309	1991
1023	820
6713	1898
6365	433
15357	721
11554	1002
14312	1024
1649	1139
12320	96
16877	776
6264	1174
14975	741
4610	418
10620	1114
17114	1600
8641	1358
3416	748
414	380
8330	794
11129	1185
17312	841
7767	413
14653	599
2874	202
320	291
15634	580
10789	1577
11454	522
5566	1720
13015	60
4418	1702
10910	1318
6495	1170
4228	289
9080	917
16803	1441
6162	1105
11343	1478
2331	1400
2199	804
5192	36
11425	306
14426	1998
7605	730
15949	1897
3237	629
3340	1082
2083	1118
16576	788
15979	1561
15394	1165
13912	521
5189	1742
13515	730
6769	1801
10424	887
10409	282
2437	1431
4660	126
8167	869
7477	1798
14755	1992
5803	1703
16898	1673
3690	1189
3593	604
431	391
7568	1219
10335	557
15562	1084
7661	891
4121	554
10996	1789
1577	958
13311	327
11988	607
15774	1670
1800	748
8385	1963
12527	1574
5715	742
16630	1342
13619	12
2212	564
11407	1006
15830	1501
14944	174
14496	956
4820	1311
9864	294
13816	1403
3069	682
15893	1360
6703	1941
10467	1468
12808	543
4998	237
5439	1344
5243	1676
3647	1000
5793	241
14743	1952
13193	1893
13194	1934
7027	1559
8508	1004
6322	648
4292	206
8238	1940
3898	1350
8828	1419
10718	1303
4465	615
3953	1247
10937	955
4557	883
11938	336
3131	1595
7487	155
8388	869
