actedby	actor
847	717
9501	141
11880	1493
7554	1127
8831	898
5594	573
7063	1858
7631	452
4763	670
7479	1192
7496	1974
14855	1246
9794	263
14800	318
396	376
9645	968
14762	1733
2942	981
5220	1881
9895	636
14540	1727
3494	1680
9710	925
6264	1323
10593	1988
3136	652
7623	410
13783	998
6699	810
4247	923
12899	1751
15086	730
16054	1321
10781	1599
1090	867
13479	1357
13063	870
15194	1733
299	286
2312	670
4932	1027
13347	223
15081	1147
14428	1857
6453	196
14576	1832
9673	1660
13279	1797
4790	1589
884	744
16667	1503
9357	1281
16710	791
9968	1625
5717	370
3101	83
14173	1698
11707	1433
5337	516
13222	1258
2696	1009
11541	1263
6037	578
7333	1192
3108	718
9392	1768
278	269
7736	1493
8038	416
16358	1401
1177	46
9174	1901
7719	1821
4335	1427
16110	766
13888	1261
337	322
8026	815
8857	855
8591	1303
9339	745
1166	884
10680	279
2552	1030
13126	887
11175	24
2605	1490
732	636
5525	1838
8745	565
15184	1167
870	410
5654	1370
8888	1300
13102	1770
9121	572
9245	1111
878	739
7255	439
15252	821
4994	313
6919	1146
5393	1398
4343	82
62	61
3081	1398
10562	270
10897	71
5126	1395
2489	1269
12796	1234
7074	1255
14003	1332
9807	1908
7345	1784
5929	628
7539	25
7542	696
13373	507
11176	316
15932	564
9405	870
11190	748
15542	1153
11547	887
319	304
12636	1002
10346	473
9166	118
10595	686
13221	560
1270	649
11800	1973
11951	521
14094	1783
4700	1266
11667	969
2948	5
14794	186
449	421
6910	1731
13733	956
11709	1936
3526	1685
2023	413
6769	472
4074	1651
4342	624
9980	173
13530	625
6591	1818
14335	1001
11271	1013
1985	1306
8919	393
15006	1141
8879	1397
7341	1073
15061	709
9930	77
2971	122
7359	1598
2923	1570
6676	357
15562	747
14341	1591
6366	1073
10946	35
4488	1046
6311	1176
14966	60
1075	860
8347	1885
9782	1279
13392	1824
1975	1174
1382	1024
7731	1382
14146	1564
16469	1202
10790	1024
14808	1579
15996	1151
5513	1483
2745	309
14537	711
13513	1643
2608	778
14006	88
3785	615
16400	516
382	364
3635	1047
5323	618
5741	1629
3556	1312
1520	1099
13261	151
5689	713
7676	1914
12279	1227
16019	1842
5505	1164
7734	1622
14403	1467
2295	317
16480	471
1580	863
12721	1125
14126	724
11890	1987
8734	1839
3367	791
14382	574
1165	264
10778	1431
15109	1185
10633	181
11653	39
5553	1152
9627	213
9276	983
3702	1193
14194	1068
5896	293
13297	251
7047	548
474	441
4319	23
10980	977
3266	1210
14697	915
14108	853
11722	1810
8056	1684
6124	496
5064	25
9102	1314
1414	1042
431	406
15120	1769
16291	1959
747	648
15762	1905
6829	1739
1476	994
4821	1105
8010	576
13151	985
3490	1146
14746	308
3994	751
7717	838
14658	1918
5343	1648
1518	1097
6210	942
16214	342
15115	764
3726	907
12205	516
7347	411
9587	369
15030	767
8284	1081
3663	1185
2847	1542
11771	1833
9010	734
3532	385
11430	1898
7225	1067
12383	525
12861	915
3796	1353
5418	912
5748	676
15684	291
11141	324
6126	20
1692	1172
2134	804
8036	1298
6828	215
2917	350
10364	581
13821	487
7430	1685
6563	502
15439	1224
3777	624
509	396
16236	611
4910	1862
8535	481
5358	206
12059	975
14929	363
10283	969
12406	1343
7716	1286
12888	1779
9125	1689
12006	1935
13950	670
4189	1584
12070	523
2551	1473
16028	1446
4767	978
392	373
10798	967
2422	1143
3675	802
5483	1702
2796	1532
8717	1535
13360	551
15370	277
12355	1293
5188	77
15156	1267
16048	321
12748	1773
2789	1529
16134	1723
3863	1725
5712	1549
11577	1019
7521	1083
11834	881
7882	1871
7041	931
9247	1095
15916	388
5504	1056
10132	954
15008	1685
55	55
5042	1041
14061	831
12592	1934
13763	514
1486	120
13904	1673
13812	1472
1597	601
5779	1470
4704	695
11026	1160
11234	1661
5919	1859
14541	336
1551	765
2210	1174
9997	1796
4376	777
3457	1059
4991	1402
16634	1787
13441	593
5325	1182
4036	426
5619	249
1432	853
3659	1507
339	188
2778	907
13179	480
10395	1465
2227	578
4728	1218
14702	464
14667	1855
8465	1392
16125	180
2721	1094
6556	1312
11481	1123
12736	1656
9193	375
3302	1037
12499	654
11941	8
14672	1124
12749	1048
4490	280
3373	628
7373	1686
6073	96
12570	1540
5933	1325
2037	1325
10908	1317
2720	328
7168	188
9724	1332
15423	980
6540	1436
14741	1172
13181	895
5508	1889
1869	1188
10020	995
15680	1645
14506	1291
13302	1682
10955	1244
11607	1926
3537	1687
175	172
15951	509
3760	671
2012	1185
6871	1915
16375	729
9542	1769
11204	824
328	313
5480	565
157	155
10795	1841
16173	840
7130	779
10165	698
8900	1418
9398	780
11641	564
5049	257
484	448
3059	1062
1431	1053
14184	861
529	480
1291	159
15073	769
1962	667
14082	1991
11217	348
15127	681
5150	437
753	653
3209	869
4471	1550
13886	581
12050	1995
12312	44
4900	1506
14333	901
14105	1800
866	730
10154	955
16355	125
209	204
12169	1627
6396	404
16084	1265
15213	1893
2243	624
2264	288
11507	733
15346	1067
11543	1389
14508	62
9859	1030
863	728
256	25
9062	195
15694	1677
14890	766
9081	766
9485	1271
14886	758
13529	658
6785	31
13966	1912
588	529
10701	1664
11172	659
15369	929
7154	1812
13157	1614
14423	14
1453	1061
6889	1099
11254	1522
15364	1323
8007	1062
8714	1909
13341	365
4484	467
2501	854
4641	700
11354	1711
15835	1554
9036	915
16096	39
5362	1288
1968	1298
15665	1500
11109	321
13641	1279
1579	790
64	63
14133	1163
6416	353
11736	1763
13873	474
2583	386
8983	1334
5860	1690
3272	795
13249	1611
9205	1595
14081	448
5822	891
10726	1681
5848	950
6789	1954
9711	789
14968	575
36	36
14864	968
8984	1449
9780	961
1096	870
8278	1225
14137	1856
7476	1295
11683	1448
14995	788
4688	780
518	472
15845	509
12131	1647
14792	1158
4492	1045
660	149
1482	761
16695	1316
13611	880
1631	958
7258	1746
9692	1036
14729	772
2397	1430
8184	1135
8355	1102
15644	373
14305	1649
6454	1710
12506	1305
3920	1740
7689	554
12097	1603
12112	1272
3871	1098
957	794
2449	316
2710	1510
7794	1417
6904	14
7011	1961
7687	309
862	727
1872	218
6498	373
8601	531
9588	649
11307	695
4126	643
16290	334
16677	1366
16335	1214
6062	1089
9465	1027
5844	1916
16153	167
4955	1438
10776	666
11863	1911
6272	1384
7351	1485
10409	1733
11031	1496
16111	1076
7326	305
9082	555
12389	1810
6370	1363
4663	678
16243	1660
3587	491
15326	1950
15529	619
501	460
12379	1881
8389	1705
14128	363
8643	1325
12820	791
4117	1396
9854	1154
6212	270
6200	871
6727	1898
4402	1800
7227	492
11316	773
6555	1081
9006	235
8910	1073
15363	1191
12360	1624
4072	346
3219	402
1164	906
15645	1037
8843	159
12978	1718
722	630
11703	1820
1735	415
15362	1213
5441	1045
14765	83
12317	1730
1681	52
8681	1685
5776	1077
4639	1631
6019	1264
6005	12
4564	970
669	504
14519	916
12233	531
4148	1600
8091	63
9766	219
12885	1643
10881	697
7799	55
1845	1247
6258	1932
16234	1441
3881	634
11282	1198
6816	94
7246	1771
10049	1620
3164	697
14089	1817
4545	1756
6286	1170
10617	955
16390	321
15251	1044
11178	404
15144	1252
3117	416
10450	1271
13653	1964
4014	276
10088	520
13727	689
12976	498
5399	1811
2266	557
6983	1959
12903	1785
6847	1881
9858	596
16191	791
7358	1925
7934	327
6361	987
6545	1776
3162	1587
15107	391
10053	1254
8394	1394
10916	756
11691	678
4609	635
1587	98
9536	203
7192	1711
13116	1607
3803	941
8172	465
16324	509
12679	1175
2242	615
4546	580
9004	1061
12014	1834
11891	586
15453	1842
14539	644
14685	1976
13007	1399
5897	143
1495	1084
6166	228
7612	1763
7634	1773
3363	1655
4770	255
6413	429
16485	1689
2205	561
14117	830
7562	199
15553	204
3208	1045
9379	1136
10207	1376
10706	1863
12197	1182
11471	1127
12989	1660
3990	1648
3382	1660
1957	691
13793	261
7177	1539
4022	580
3312	1643
1487	1078
8126	653
16248	814
14013	686
6398	1473
7965	504
11076	1141
131	129
13878	723
12935	477
13586	417
9615	860
980	809
482	446
2349	625
13173	12
1603	1136
5829	1232
2506	1191
15510	836
8205	316
5282	570
578	520
79	78
5051	414
2359	104
7835	138
8543	1623
13412	1588
3477	796
10827	537
9716	1992
9632	937
6655	1536
3293	925
16410	258
15035	1801
556	504
16205	1817
11632	1764
2103	1351
3552	1691
48	48
5536	647
15744	556
13290	1011
14517	1558
13659	1932
15451	26
2443	1458
7563	501
7675	671
3377	1492
10577	1997
13698	824
5294	348
9887	1332
13692	277
2692	1507
655	581
4227	1783
2929	1461
11446	1255
16215	223
6350	1440
9923	482
9454	1883
7382	1454
1149	273
13543	1374
5589	1253
7199	852
13825	1590
12992	1151
6043	1563
3115	1184
4957	1675
2239	1394
16733	993
7824	879
5106	1656
3795	1352
9240	234
2185	1134
95	94
2602	1158
1655	168
15554	1252
8788	959
153	151
12254	213
1507	1089
6510	1434
14935	884
11165	406
12194	1970
7245	1966
10389	562
10879	49
2388	1133
10454	1483
4654	1098
1417	1044
12495	1288
1761	1211
3414	209
6582	663
12816	1300
1682	64
8985	1404
5489	883
16348	248
12692	555
5363	1739
7500	1364
12161	939
4067	1217
6795	302
8201	1796
2603	481
7254	73
13473	1982
83	82
8856	366
1212	25
5836	1312
7251	1500
9806	1115
14735	681
10830	1497
11504	1849
5197	1879
15012	1851
11333	163
5466	1647
437	410
10899	1934
15386	347
3647	5
1940	1040
9960	969
9713	1589
4895	1860
15042	1837
6148	844
2297	779
7793	1604
10777	1828
7864	107
13535	1352
4293	245
2654	488
7947	13
14719	107
4000	537
8679	980
9401	1255
4387	1231
8292	1114
13870	999
13224	698
5063	341
1515	1095
8096	67
1714	750
6174	1404
2582	1410
3948	479
3592	1453
10506	1803
2671	61
7342	208
9845	289
4459	84
5297	956
12594	191
4997	1278
13087	424
10180	369
12665	712
2212	42
4577	1138
485	337
8050	1865
5462	1101
3431	1355
15112	49
14769	1210
3087	1606
5328	1177
10734	1569
1544	1015
8410	432
15183	1578
1928	1282
9079	993
7527	467
3217	742
16249	885
3486	1455
1932	233
6553	216
6081	1140
14415	415
14916	1161
10040	450
5818	674
1675	57
6470	1942
4419	1677
10296	1519
2755	473
15555	157
14222	1671
10824	451
4779	1368
10839	1473
2924	641
6261	131
89	88
14315	1269
5641	1766
8890	1776
15577	1063
5390	1289
15768	569
7014	1729
5465	1476
933	776
10959	1989
14790	155
7733	1058
16294	1729
11856	242
2198	432
2737	1276
2473	1138
3412	1252
143	141
2626	427
7450	1094
11898	750
6281	1038
11727	1485
6686	1569
1222	934
3027	1572
5895	1705
12390	1706
203	198
9614	1098
14298	1407
423	398
8629	1583
13839	1629
11278	1431
11321	105
16246	1562
15464	1225
13769	1567
6296	921
10643	1057
14742	1238
10650	1012
8105	1079
11588	1311
244	237
2177	111
1965	854
5162	1366
15089	1839
14268	673
12863	6
69	68
12914	385
4746	475
7625	1538
237	230
9344	656
13847	1245
6182	1211
14546	1163
2071	1338
9591	475
9348	714
3666	1003
11380	1818
14535	50
14124	24
7546	1305
15818	335
12957	1773
6869	1847
14432	737
14271	97
4271	353
11285	1461
6020	1090
16543	1973
2631	546
11606	984
225	220
9927	859
11972	587
6778	958
10484	119
13185	1050
14086	1463
5331	1115
948	786
7863	1237
6776	1388
45	45
13381	1766
12357	587
24	24
8711	1753
13872	1606
7533	1861
13567	1297
4246	719
1208	928
2203	859
7415	971
4087	1198
2926	1433
9317	486
14215	1503
12323	1354
2376	940
3499	1070
11733	959
6506	556
10206	481
9222	1376
9704	1479
10068	158
15783	1185
12955	1790
10034	328
8467	949
10616	668
11869	1593
12781	225
12948	737
10871	1341
9349	1164
245	238
14322	1652
2769	1523
4472	214
6535	800
780	380
14888	206
4181	1136
11330	385
1193	532
9844	1688
10216	555
10352	728
13998	1784
15556	9
7944	1835
3762	672
497	457
12426	438
9901	754
2231	1391
5464	1147
11436	114
656	582
3234	984
15999	1501
1136	670
7629	60
1201	692
7656	1726
4061	1188
11309	363
16563	1051
2395	1442
2913	1568
15856	608
8433	495
12370	1624
13616	1016
9145	314
10431	1592
10686	747
8439	969
9654	893
8718	1239
16170	1117
13957	1195
1563	492
9214	849
14544	89
366	349
11573	705
10288	26
768	663
7906	1902
5631	1124
15503	1236
8437	1982
3799	614
4322	1106
2827	1490
15536	1084
5770	924
13371	123
11730	1566
8343	1482
412	389
15032	1463
5486	1898
16614	676
1238	491
8297	177
1617	934
6670	1416
12002	1002
5406	316
15700	1576
7633	893
13915	981
16162	453
1800	1231
3678	1438
16371	1756
611	548
8009	289
3413	251
16123	1844
11427	1379
11719	1399
8786	1184
14815	1847
8125	869
2410	1418
1089	354
3406	6
7269	1838
13097	488
14021	1786
6491	1922
5662	1012
221	216
14860	644
6980	1896
15077	667
5881	1920
11963	1603
13270	718
1472	1072
12363	419
9234	1655
5392	443
15631	334
8244	782
11567	809
2370	1027
9207	242
12944	735
15457	960
13517	1335
15942	1147
10729	15
4960	1412
2783	1526
11413	580
12424	1532
12970	911
11904	1852
8859	495
16720	988
643	572
12901	1730
2293	1416
11819	762
12057	991
16452	1592
15876	1733
14844	1012
4879	1126
11569	95
7646	403
9999	131
12421	1560
14572	1833
1478	180
14392	82
201	196
571	516
2885	1555
9743	1529
11558	90
1429	485
16121	668
7492	1255
6723	985
1582	155
5320	1647
6089	734
16030	560
6431	1276
15123	1191
3844	1742
9526	1558
11601	170
15904	44
9629	1189
4215	329
11974	7
13953	1453
8427	366
1159	321
280	25
102	101
12342	396
11825	1973
3601	672
11956	1997
15812	105
13960	461
9117	288
14730	1586
7577	715
2751	656
5303	285
1397	775
7972	545
6861	1568
2001	1312
8340	1342
8621	363
5263	821
11171	1281
820	491
16500	680
13580	1499
7283	369
12091	1646
3970	1651
12930	1259
5227	1057
1231	939
6575	1757
830	703
8565	1791
790	678
16092	1439
13475	742
15761	1234
1610	124
11514	1894
2918	126
3717	1722
769	80
6595	1889
14188	1483
13524	187
13601	897
1228	937
11786	207
12802	236
29	29
10599	787
12013	794
6642	984
15945	915
4573	1120
1256	954
3642	1048
6868	744
13830	980
3654	1505
7818	1967
16266	10
14957	1752
6399	357
2299	452
10769	356
8954	1308
3493	604
7933	368
14046	1619
4921	1863
1903	1273
5644	1102
11050	139
4675	1826
9661	457
1305	363
7018	574
13907	1877
10533	1905
10991	1636
15594	877
15470	1534
12608	142
5258	713
12928	210
384	366
11599	1355
7558	1466
7682	766
3849	1716
394	375
12408	1266
15943	163
13510	779
13197	348
8490	377
15922	1987
1588	1129
8672	1055
16503	439
14374	182
2754	42
15466	75
6307	297
13862	1607
12728	1216
9092	1612
7387	83
16061	1676
15588	1402
1638	1156
6897	942
15621	1306
645	574
4165	1483
14378	1899
7696	1438
13848	1351
15619	31
476	442
65	64
11304	1859
12810	1436
1419	364
5479	393
4777	1149
4144	1746
15559	1941
333	318
11782	76
4830	518
1612	748
15737	1662
479	2
5381	1892
9450	206
12289	1151
2202	921
9870	369
8693	1849
9637	104
13864	1601
989	814
12552	1281
13451	309
8726	1476
15429	1699
15276	2000
4526	1615
7984	284
7284	923
3890	782
4217	833
8451	421
2764	125
8478	914
15824	377
14407	1444
14689	1855
13911	889
10138	1480
2041	1327
3416	143
4152	1032
4400	1531
2439	907
9998	1632
16570	1825
3250	1633
16443	157
7820	242
526	477
2256	1330
5080	1874
16132	265
12120	1422
8396	1755
9045	440
1415	1043
120	118
6230	1763
8023	454
14187	1199
10419	854
10394	1446
11753	666
13940	1883
2849	157
3299	304
12008	1639
14201	1725
3972	1760
9941	316
14288	445
3045	904
1738	1196
9562	774
10422	722
12527	1949
4346	1398
4441	862
8332	730
2561	1404
8731	248
12386	794
4772	582
14921	1169
11613	1927
16069	1251
12963	1650
7764	908
15729	1201
1111	814
14329	876
200	195
8586	603
2088	1346
7392	1825
4280	438
15210	846
2953	1083
15227	1465
5070	651
3185	1625
12306	183
10032	13
12152	1324
9213	1866
6530	1320
5584	127
11055	151
13880	1118
11672	84
7550	681
621	555
2810	1307
285	274
4653	597
1070	57
3279	652
1598	493
12851	1195
10218	1495
14033	717
10415	590
4380	405
2024	1321
6122	1842
13921	159
14364	1264
15914	1860
277	268
1835	1084
8392	236
12221	1322
5696	1386
6965	1957
14861	504
8402	1359
14182	585
3260	936
11995	57
12729	1394
4209	884
262	253
8489	53
7239	1573
15290	410
13477	1486
12310	1018
11303	1537
417	177
6805	127
9080	1854
1127	612
5856	624
3152	239
4937	486
8145	943
16083	661
8780	470
13894	1362
5221	746
14116	1619
1188	471
14421	958
4798	526
12893	779
3384	1131
4449	682
8407	77
15635	1224
14643	939
14175	394
7103	629
4622	582
16722	229
8081	1860
2896	507
15001	794
4147	917
14138	385
2267	1216
15165	1733
4161	1777
1858	244
8404	1656
2108	1353
12663	1400
844	715
1909	1276
12029	197
3627	544
15534	14
8596	1093
597	536
1639	715
1939	875
3085	1605
576	519
12113	552
16156	155
15573	800
7051	867
3894	1748
1855	921
9074	691
9206	1593
6257	1257
3854	40
15490	1758
1776	1219
4974	726
6327	1708
10133	709
12111	1287
10768	1956
1094	868
6717	1654
4532	1431
1898	540
296	67
6550	1374
5868	45
4179	245
2498	850
9680	1958
4559	246
2319	1171
9354	855
5284	898
442	414
4882	1072
2430	1023
13853	246
10358	1987
10162	757
80	79
12335	1594
5718	723
4331	1353
15000	727
11328	308
15969	656
8969	102
10286	385
10517	1274
13241	1857
13226	1207
13972	1318
13584	788
15287	144
16305	451
788	509
9646	1957
5538	1627
15987	1010
15662	63
2499	607
10581	257
10093	423
15807	1573
3253	1634
9707	980
11903	1734
8259	402
10665	36
11638	776
5429	1469
8216	1194
15129	885
14210	1997
5027	206
6131	567
16613	589
14390	1082
16594	120
8622	563
9888	1702
9382	215
11037	547
10315	1017
9194	1675
13072	678
4461	857
6158	433
13427	561
11478	896
15317	438
11598	336
15703	1003
8457	949
14939	1921
16704	941
8688	1806
11570	1975
2132	958
4140	707
9031	1081
3705	1428
1995	1309
573	80
1926	987
12427	1493
15852	672
813	616
8709	465
10860	305
11533	409
12471	1426
15868	1821
3576	267
10434	1523
13024	1399
11587	1014
16353	1873
9691	1511
13956	1178
5059	1873
4241	1396
5490	1899
2479	813
14960	780
8388	204
15426	1264
16097	819
14047	430
10238	913
8117	1115
817	697
12918	164
15798	68
10371	1419
6886	245
10249	575
11063	495
2310	1418
10338	1887
327	312
8030	1126
9113	1852
13368	111
3120	681
9163	1628
11580	1851
9792	1068
3226	951
2868	631
8362	1217
16201	183
15829	358
11404	765
1041	470
7053	1264
8897	1450
7510	1975
11167	1726
16394	42
6728	1056
15192	730
11075	203
15417	1907
12572	844
4743	1841
4536	1516
10279	1172
7266	1192
14488	56
9416	1968
13989	1608
1364	873
6412	1204
1992	764
7066	416
1374	1019
1907	958
9083	1446
9384	1052
13118	432
8895	1416
8875	1619
5591	788
1527	934
15145	421
3014	54
3474	339
6508	445
7690	1965
8135	1232
9728	210
765	63
9581	535
14216	1082
3395	1663
8119	690
6402	1190
5557	1904
3270	1266
6538	828
5959	799
6405	1844
13690	1957
12745	1477
15308	1052
13390	1823
5296	1886
9805	883
2047	1191
9907	1035
2301	411
8617	1462
13203	531
15050	254
4283	954
6669	1417
9377	973
5642	1520
8607	621
16604	1732
9658	106
16420	308
4576	346
15064	1961
4203	1664
10539	114
2040	1326
2797	764
1456	1062
5982	735
12429	359
30	30
10886	1808
12220	1504
3038	240
1355	1009
8597	1914
15971	1723
3409	593
15124	595
233	226
16455	651
6967	1533
8612	365
12829	311
16406	1659
5596	1344
2629	114
5640	1271
8104	456
14559	216
15575	955
5967	1364
1605	1137
3884	1746
5005	894
11902	1892
11824	125
15743	60
15541	1377
1245	948
9993	702
15930	1771
12043	1039
6385	1599
15984	1375
1659	583
13160	1865
4655	1794
14456	113
3915	471
675	593
7263	1191
8889	1962
1450	424
2381	1438
6976	1025
3670	1713
1528	1104
14469	228
6438	1846
11146	1772
15442	1870
5692	1274
7559	437
12058	34
2520	1466
2168	1377
10728	993
11776	1185
9178	1726
1161	903
16183	59
7644	270
15837	186
7288	1071
4254	585
3307	816
7089	1851
10496	366
10813	41
10953	890
1753	1205
12053	1490
5412	1652
467	366
16483	1789
5632	1845
10930	504
2356	1429
10600	1734
12678	1947
2967	927
11846	1248
11053	670
13667	585
3415	1166
15741	381
14990	232
10919	1133
8881	31
15865	391
11910	1478
362	345
5900	1512
644	573
15477	1238
2206	979
1029	837
5958	1498
9541	1686
4021	1762
9611	695
16413	575
7075	1684
1190	917
4266	687
12777	1942
4554	415
12516	1643
8108	386
11476	1060
3684	169
6409	1835
14328	27
6420	708
7530	137
16450	182
11823	547
13670	1871
13342	538
7720	393
10368	408
1695	962
11765	1828
14895	1504
883	743
6163	134
4869	51
2544	856
14234	152
2897	1560
14619	1195
3105	870
14843	1993
4986	311
4383	1772
11353	1224
16154	1825
925	770
7712	1566
11832	553
11837	1021
15711	469
4083	280
632	564
10910	347
11250	967
6737	422
11990	1999
1734	387
13029	1918
1117	884
1658	1164
4382	966
2423	1059
546	495
11759	780
8733	228
1741	1198
15471	504
12579	1614
5617	1906
1219	404
13298	656
8063	1977
9928	206
7777	191
11367	176
14120	1961
647	575
9436	488
16665	1216
5795	1637
2580	1480
2343	624
5305	1036
5288	1414
6305	1322
12098	636
401	54
8514	1562
15853	1685
3149	1405
3672	533
1141	202
11631	879
3173	1103
8626	848
12418	24
15148	1972
638	568
2622	508
16185	1713
23	23
8894	1816
5239	89
4442	1550
5554	1122
686	377
14433	735
9230	627
10039	1354
7504	315
11272	935
1213	930
15162	1185
8046	1533
8139	938
2322	1176
2901	900
9580	1457
15731	1897
1273	963
5573	1493
12783	1189
16402	1070
8233	621
9225	1734
8583	1840
1077	862
14959	605
12556	1102
905	177
3808	1738
12710	1866
10156	1211
3794	488
2978	1114
3089	1495
12061	1378
13522	496
12941	1230
4047	3
3847	893
11429	493
130	128
8069	943
3829	273
10911	1647
3831	1089
4207	1782
11083	1444
3691	324
926	771
3376	1008
3974	1613
553	501
7658	1387
1384	1025
5101	1094
10455	1313
10663	1250
14663	1531
14980	543
15601	309
2475	947
6755	1193
12049	1609
10723	448
6179	977
9310	1544
13613	1800
16387	1738
4300	558
15119	809
9508	493
15809	409
8529	1909
1503	1088
7021	119
15150	363
7393	273
7386	524
10157	396
5279	1109
1861	680
2999	163
348	331
6477	1898
13040	1966
3978	1137
9825	1537
16347	1854
3750	1143
2853	1044
2013	1315
15088	51
1480	1076
6390	987
3805	322
7873	1475
14639	453
9440	896
13871	1325
11578	493
12364	809
8338	599
11365	938
4445	1804
2121	1263
9585	1979
2569	1312
15997	1015
8488	1432
4326	317
11130	331
1433	453
4089	1771
3088	416
6463	574
15763	1416
3520	1684
7993	1983
7745	780
2218	1388
16252	1873
8452	1693
10287	307
12768	1255
13485	802
4606	632
4658	252
15355	1053
2934	718
9817	1082
794	682
5975	1716
15563	1418
13396	46
2274	1170
7082	1963
514	114
2323	1274
2798	559
7860	1179
8664	1184
5888	604
9545	1964
4782	715
5693	803
6909	1551
1261	417
5425	1134
5917	1197
14060	157
6580	320
6590	1525
4674	1825
4529	1508
3352	1651
7951	898
10472	1165
12564	980
10134	762
14608	113
7106	60
8431	1762
3815	608
13094	361
10062	1532
11754	346
3744	1727
9856	1287
3567	1696
11363	1167
5134	1144
5621	1292
9088	321
14696	1235
15161	1490
7404	941
8577	723
4368	1392
12315	894
2645	514
12588	1014
