actedby	actor
16716	672
8209	1243
10029	1912
4589	1464
7678	1118
1395	1032
10947	1084
7641	1209
8952	571
6937	249
6668	1367
7968	1733
3271	681
395	363
15690	1557
14323	748
7580	791
3340	1648
15267	1493
1701	918
10023	557
14020	1791
1958	1293
7619	1765
3188	863
2457	1249
5517	903
4354	81
56	56
8937	1930
7026	1815
7287	1069
15666	91
3092	346
2354	705
60	60
8692	1889
3142	1246
15058	33
11289	262
2142	657
15815	1173
8749	1361
6367	1282
5324	1029
13928	1949
6809	1554
12101	1479
1378	491
2345	508
7819	1486
14654	971
13702	348
14052	169
13022	1452
8574	1298
12769	588
3591	585
10591	1317
7746	602
6760	1491
16255	2
913	762
1216	693
8552	701
5587	1250
8587	968
12843	1659
6109	1064
3839	379
12148	1997
9057	1084
3335	54
9293	1484
3329	1515
7534	1084
7144	1699
10291	203
86	85
13150	656
4664	1800
15687	582
2424	746
8987	709
9601	1330
6345	1630
7332	1187
4480	1483
4202	776
6583	143
12825	416
13632	481
3308	712
8458	602
3911	1296
9185	1797
14379	1017
6700	1240
12584	231
2526	306
12870	1642
14902	695
5766	1378
9955	668
8272	1022
4716	1655
16541	1600
8179	1698
10473	1577
1192	474
13934	679
1864	1255
5149	714
11477	83
3561	403
6878	1131
11384	768
7214	1848
8665	1351
5361	1721
8432	396
13042	478
5630	140
6513	348
11140	237
15286	1053
12203	1930
5890	1548
6559	1049
16675	945
7379	1685
13365	1867
15152	1764
1327	993
14349	431
6276	1461
9330	1170
14406	1721
7052	201
15514	1904
11181	302
6013	1407
14391	1875
3861	1357
1283	968
11209	1801
6786	419
5760	1185
4652	1820
4503	145
9533	855
5315	104
13519	1800
7086	1758
11111	532
2330	674
2824	1537
13239	1088
16548	234
13074	1525
6363	305
11374	1916
2091	625
8940	42
724	631
16212	386
12702	398
5983	598
15147	1078
13869	842
2126	1361
6798	1542
15793	310
4286	984
5163	1759
7666	1249
11483	565
1232	940
6476	270
6461	281
10601	959
6920	858
3462	324
7070	1687
12751	432
6911	1113
15458	1108
15646	1182
2678	883
9709	518
1394	1031
9489	535
16081	1788
9407	1957
15774	1113
6932	846
12296	1084
649	576
4253	1057
8743	1778
8829	1199
5203	1569
4066	1423
7235	1713
2543	766
5235	1526
10756	1256
15606	1935
4575	1300
6245	1549
1014	832
8548	39
15283	400
12813	14
1806	1234
10966	1689
10676	1844
11636	254
10522	410
11984	326
10859	1340
1698	1177
15772	1265
15135	1613
9412	1384
9770	1278
3778	616
3066	844
1284	969
842	713
8567	531
7085	7
6036	737
1510	1000
14542	898
15218	1396
3011	941
9893	821
5035	1216
1530	1105
8349	737
9077	1647
2949	769
13406	1590
2639	139
10636	1640
7778	1506
14499	1860
2073	704
2981	114
10679	1811
13800	1331
15345	356
5271	1009
5211	316
15599	711
4769	1316
12512	119
692	603
11262	449
9840	1799
1982	316
11488	788
9761	1332
10355	1400
10190	1151
14849	112
7431	1509
14907	552
3273	751
15149	1712
12088	532
13617	202
3424	1293
9880	1581
11844	1019
16558	193
11688	1923
12792	1786
11677	1010
16143	985
7126	1161
7928	9
16474	631
2278	1407
7785	1973
2541	185
1754	1206
8365	1379
2752	1521
16239	1283
9052	135
11575	621
9473	1262
9677	1663
10752	1820
15551	789
7614	12
14609	349
14228	1968
2033	730
11348	752
5289	1050
3003	1276
7317	723
13446	588
13500	562
284	273
3206	496
958	264
2484	1463
11232	1171
12800	829
1053	766
9250	998
10258	48
3947	1755
9353	1922
1554	179
16609	636
11530	1513
12733	924
5131	1281
1205	678
7101	1175
4913	1117
12629	335
3816	1038
2125	1023
8106	706
16419	1514
7635	1772
10067	1449
12580	1930
13450	545
8866	870
1067	856
14284	593
4999	1867
11635	456
2636	652
7782	1691
4603	1381
11099	1065
8391	1621
16737	760
640	53
7350	1924
2732	1439
11661	74
8254	1950
11640	188
4234	1357
10516	1683
5901	676
13531	622
13906	1072
16017	1991
4735	1195
8902	173
6787	1945
6697	957
11445	1471
2620	586
7256	1895
3892	535
14842	1892
12244	483
15726	870
14100	443
14744	372
12500	121
13278	1947
13330	148
7443	1534
1803	515
8341	1703
6643	1628
10547	1568
16647	1174
6781	399
447	419
14554	666
10026	691
4738	1366
4157	1236
13588	949
8677	5
6243	1847
10787	1827
5629	1907
2308	1363
11164	1632
6085	1105
8317	1271
15685	263
9270	1010
506	464
1879	364
8092	849
15117	1816
6004	969
14313	643
302	288
15940	1539
3524	1377
9027	794
2875	1359
7213	648
8112	713
12634	1010
490	452
10046	1955
13201	498
1206	927
12659	418
1435	1054
13273	442
13876	968
11208	1821
6335	692
6740	579
15229	273
1891	1267
2957	1069
6190	1545
7535	72
12569	1964
12821	1985
5647	150
11345	657
6156	368
14637	1789
13926	297
6448	1940
7853	612
14914	1333
14947	1286
13409	580
12849	486
15811	618
2251	273
9685	1664
10604	37
2300	936
4055	191
683	447
8031	1307
2066	779
7971	109
1047	55
4281	1754
2578	1479
9816	502
70	69
7842	127
12737	956
9255	797
7127	79
1430	630
6362	1857
1158	363
13056	1404
10187	633
10460	1493
4611	1815
10428	1514
1672	511
5495	21
707	617
11486	83
15365	1183
709	619
8240	730
10330	876
907	757
572	517
5333	1064
9308	322
8473	543
15068	865
15281	1283
833	706
1705	1180
8385	135
11337	1979
12265	955
3306	788
6949	1594
11660	1589
12366	914
5560	1286
6807	456
12597	1321
74	73
2195	344
2726	1515
12455	1559
4371	637
14531	735
5519	786
8302	1073
10421	716
13407	300
7893	1260
15096	604
12258	498
3837	1495
5761	691
6944	1923
1292	529
7642	651
13995	1591
7877	200
7278	355
1323	991
3660	648
8593	159
9233	883
14962	636
6858	837
5583	375
12683	1913
7200	1846
9321	1390
15405	393
13216	1098
4344	1765
7925	25
9857	494
791	679
3628	415
8980	518
14247	1240
7204	1638
9878	964
3934	856
9399	25
5327	616
11750	1393
4793	4
15973	1324
7477	1773
11449	1672
7414	1972
9909	656
15293	1152
1742	1199
14758	1938
4221	1355
6662	492
7688	1736
9120	447
4150	1307
9525	1041
703	613
606	543
14475	1121
5499	1803
8453	422
15097	1435
13202	1088
12966	1611
4522	506
6170	812
6330	689
4517	226
6565	1946
5928	950
5338	1478
9463	741
11562	1267
1871	1256
5679	438
499	458
3548	406
11081	479
16447	428
14562	1824
689	234
5156	1877
12144	42
12286	1345
4645	542
10339	1094
11532	1756
2966	1580
4487	336
4764	1211
4671	1472
9469	49
10664	1031
13287	1295
12407	1133
7639	1618
8245	1379
3594	1699
12530	1637
13782	976
2318	1329
10868	455
9422	1977
288	277
1684	1169
3953	264
885	745
11211	203
15099	556
5200	192
16140	1814
5650	1844
8225	1724
10290	396
15262	691
16723	1362
16683	258
6831	323
7772	1906
6433	1939
13916	1475
814	694
13200	1386
7025	1380
8507	1668
7541	1543
7456	950
3086	694
12051	1586
16222	221
12622	1060
5927	1271
3566	1484
5635	1802
10112	887
15433	1646
11415	1103
4872	1611
10274	1429
5014	1087
2363	1431
10251	513
602	539
16461	1003
9950	1711
9613	489
8218	337
15720	627
1890	1266
10359	1369
10645	1640
9510	1319
4705	1448
5529	1527
1009	391
2261	1400
11629	1285
13784	1539
14316	140
5648	1304
680	195
1758	1208
12664	1506
4431	841
4568	446
3153	1158
14853	905
9271	1281
9931	98
6346	969
15913	954
6173	366
6291	1397
13107	1093
5744	1517
5152	713
6784	110
9251	585
11740	1101
5026	1396
1609	1018
6194	1547
14460	1434
6527	1743
5634	1104
6391	1857
7257	981
14276	1306
4814	1766
16504	1610
6439	745
14190	1089
3513	219
3421	1668
6046	1375
16293	720
12172	16
6817	937
7995	893
7272	296
1239	943
16625	373
12377	216
7376	449
5065	143
10876	1978
11544	1394
6094	185
5949	465
2744	1314
10528	1518
14129	1129
5449	1029
4223	1231
10170	629
14420	1980
10741	1912
13292	1568
15444	378
2200	59
8827	71
16278	1083
7212	1293
6201	615
9703	452
7543	500
9156	988
13081	967
2694	1445
9209	1520
1328	994
15861	634
13428	264
5683	579
12186	1314
9091	1677
4891	1607
5041	36
10167	505
9664	836
8282	171
12784	1705
11423	1206
16207	539
12106	857
12249	1481
13004	725
440	159
5340	979
6049	516
8011	1314
11403	1317
7664	669
8627	452
12645	884
15569	583
15005	445
13276	1990
5127	1875
811	693
15352	396
10115	721
11485	1255
14615	354
8522	873
16195	465
2614	1493
11749	14
11912	1123
10337	148
3983	1761
14434	1706
900	175
14069	1116
11112	667
5034	1177
8252	432
2982	682
8903	1273
16076	1139
14332	1857
7901	667
9548	1176
502	461
6834	1533
8287	1986
16306	776
12223	369
7756	1141
1449	48
3286	645
9641	136
5424	1741
3000	1586
7578	597
9987	1416
10569	1805
11177	1154
4416	207
9706	273
8316	681
7808	1759
14973	895
1120	887
10446	1652
13255	712
13240	875
5238	1142
1442	1027
453	425
8061	1381
8128	102
14538	1196
4825	544
13772	1678
14340	1144
73	72
8774	1001
14877	1689
11806	200
8274	1194
8080	989
978	807
14319	410
11381	690
12771	1216
263	254
12168	225
5244	1233
414	391
10459	671
14937	1214
15591	691
8187	601
8699	1011
1425	1050
5116	346
5180	1188
10360	1855
10605	472
5247	1344
13083	1733
3661	1712
13849	435
6017	969
9624	1379
4867	1253
4481	1807
12759	118
3944	1598
6865	1015
8469	824
7987	1963
4745	476
6371	894
11166	1265
10465	677
6293	871
12779	1630
5736	167
6186	1552
7076	107
8916	371
12036	843
9274	987
12325	1459
11751	1683
6874	1956
12724	410
6837	170
1677	1044
2660	1498
7436	898
11675	1308
3797	1041
12845	1090
8703	26
11626	734
12149	1617
7531	582
10631	823
7344	743
13014	340
2367	1430
7547	1063
16713	838
318	303
4854	26
54	54
3522	1602
10396	261
2006	252
7970	1659
12401	820
15171	271
224	219
11681	276
249	242
11421	205
11450	1659
13033	1923
15515	116
15478	980
7482	1040
13575	1601
12688	220
14266	1739
5908	1199
11248	339
10298	465
9394	1839
12732	1457
5681	1194
16477	1020
7316	1219
6096	391
2361	1430
15925	1990
15438	1962
1575	1126
13942	1471
827	702
16271	1265
11385	1570
14859	1892
3017	1382
6038	888
5112	411
11505	894
3862	1246
7770	1607
13164	1874
6465	852
33	33
8339	1778
6573	1371
6128	1897
1280	59
8817	1200
6783	400
3637	765
3784	1734
7694	1268
6941	611
13111	698
1955	1292
7817	14
16189	1474
14311	1026
9292	1417
1971	1300
3121	1385
743	644
2197	402
16074	510
15526	1346
11335	286
545	494
10497	814
14495	1257
3730	1287
11470	962
14440	48
1104	875
1519	1098
8682	1184
12557	1761
14613	774
4620	1084
5213	1059
15803	1312
4388	1130
11070	1513
9869	586
12243	1828
15820	1846
3772	1200
9959	1540
10203	1235
11566	1110
14261	276
7422	310
14972	554
13899	1107
13797	1546
14055	1456
6960	20
5989	1679
368	351
15441	940
3006	1589
6074	575
9084	1185
6656	509
8270	631
13571	999
5774	1074
1390	1029
3205	1629
11067	791
2758	1477
3022	1592
5805	1338
11585	1142
6121	1176
8553	1961
15019	1147
12819	401
8294	999
1779	1222
6833	398
8497	1949
16679	1884
7896	1834
1676	58
1826	1238
8051	366
752	652
9332	932
7512	543
1063	11
3703	1
6326	1704
13983	1286
9789	537
4643	1819
5586	1443
4796	1849
2854	471
11568	567
15897	805
5295	1195
10423	1568
7100	755
15778	334
10327	262
16362	1814
6581	1948
10884	270
7013	622
10256	305
14965	1603
14825	427
5920	438
5408	1489
845	655
5251	958
15191	1011
7742	1310
14497	783
10891	1288
16177	910
5356	1877
6152	1588
1525	1102
861	373
7963	195
4677	1827
10416	1776
14893	1522
11498	1068
12522	1843
11755	1103
13243	190
1773	1217
10638	895
7015	271
13576	532
16036	969
11368	943
11604	985
13814	46
13353	1481
12708	548
9922	1725
14417	1208
15558	1385
2828	898
841	712
2068	542
2845	274
7158	406
3590	1189
13478	731
2844	1541
8728	1140
5098	1850
13061	825
8468	703
757	657
1553	913
16166	1945
5044	747
9150	1076
12294	1081
16005	1692
14747	231
9843	394
7604	1323
2165	444
5319	1582
1399	120
11003	53
2623	271
7556	1746
13112	1168
5843	1544
7991	572
9024	1766
5659	924
12229	1930
14633	1105
11005	654
11850	1018
4936	1061
11610	1758
11189	1727
8848	1075
10146	1929
15211	23
11564	39
9862	868
11359	1954
11734	315
15204	1983
3657	360
2401	883
5502	906
5625	1883
5501	1498
2133	255
2604	907
11559	599
706	616
11487	176
14155	599
3899	769
2980	1296
1123	888
252	245
372	355
15497	1043
8539	24
16544	1787
13105	1900
1942	433
11763	46
1584	165
7466	1290
10649	1714
5643	146
2788	202
7297	267
13832	206
2146	564
8124	199
5168	1704
4313	1161
6459	1578
14122	1734
9965	7
6031	609
2717	243
16270	1
1685	70
8335	1709
599	202
12880	327
7657	44
7566	1722
558	506
14674	48
4214	646
13266	294
6167	1929
3053	291
4861	775
14142	336
3634	1396
2813	511
7104	1403
2517	119
9883	777
15821	1647
149	147
14039	1568
9345	1326
6765	838
8275	833
3508	1178
14827	1761
16380	859
4053	580
3361	263
871	456
6421	1776
1748	883
12697	343
13560	1961
10069	1956
5742	1606
3189	726
14981	172
7291	330
2214	813
12799	558
2175	869
7022	103
4516	527
3398	832
13129	872
12391	1712
7833	561
11032	1888
15492	1888
3252	1385
7087	1167
8818	1611
7413	28
13484	1480
11201	1666
7691	1859
9920	156
8159	749
8604	1400
9639	128
5530	982
7146	592
920	767
1100	873
13159	832
13671	1702
6975	1854
7493	1603
10054	478
16459	1493
5590	810
3559	431
10610	1152
16165	174
12562	696
1303	218
11079	1331
662	34
4847	1183
2478	1461
7867	1792
456	427
13306	908
2470	946
3498	1681
16473	808
13130	1870
14300	42
8111	1278
1801	695
10531	352
5730	154
4460	1698
8763	1115
4474	1613
4835	827
12137	382
13417	98
1157	276
3396	1664
1189	916
15418	1422
1780	1223
3323	1254
14693	1210
1204	926
7182	225
15160	834
1897	924
1043	846
8482	1744
875	737
8766	1757
12253	757
11787	208
4290	315
2903	1564
15157	1613
12860	1981
2995	1537
8527	926
5763	1637
6397	658
7588	909
13718	558
1819	1235
2116	1356
2657	1358
11198	1493
14585	1459
2575	113
11682	560
14431	535
8880	840
5971	1110
1436	1055
8094	1597
10264	1018
1756	739
5298	318
12730	618
7557	520
11767	1024
16359	1904
9769	821
11592	12
755	655
16299	1030
15101	1279
10510	129
14224	1114
4497	1683
4042	547
2690	227
15668	1676
6460	1074
6176	829
3883	775
3160	532
8130	1533
16164	1146
10278	1453
14821	894
14246	1036
13579	864
11235	1602
914	763
9873	1181
14605	731
5335	910
147	145
2387	298
2371	496
7759	1140
10289	1129
4142	219
16606	1135
9169	177
1524	1101
3623	753
8328	1055
14780	1314
168	165
4082	1770
415	392
6415	483
1673	53
12076	426
9070	533
7423	1468
2249	1046
8609	159
5937	586
15548	1723
7083	1121
4249	1333
2051	1263
4482	862
10275	1080
15026	512
10894	1708
14749	1724
2042	1328
13402	1830
9635	16
10702	579
13077	342
7057	114
12047	1834
16556	908
6845	515
1722	1185
6914	881
3825	1296
14956	1957
13890	1971
15730	1963
3725	1381
12945	1885
2169	946
14961	730
14135	1306
151	149
1728	1188
15020	1725
11137	1141
1973	728
8512	1284
6925	754
438	411
10336	1323
13421	1624
7903	1171
12395	1178
3731	1725
7233	1884
14913	955
7034	847
13854	961
14840	785
5798	276
5697	431
3613	812
8755	1963
6187	1548
5447	185
14622	1438
307	292
166	163
3060	811
13770	709
2372	669
2584	930
3240	595
16068	423
12464	217
15450	1758
9290	1115
13114	1537
381	363
6492	1176
2487	951
10836	984
3012	1313
12604	549
2409	432
2496	435
15488	980
14197	797
7523	1933
6754	1199
11860	494
14795	1445
14186	459
3924	740
3596	32
2280	104
967	798
7097	1402
3305	1039
16003	801
750	270
16603	93
9492	452
585	526
9413	1467
15649	1363
14924	1900
2777	1170
3336	431
2176	622
9227	709
14745	223
4146	536
7434	1929
10767	1645
774	667
12216	1113
7203	1914
2031	639
14586	876
4377	186
6625	662
14818	1160
16510	1174
6136	393
575	25
16572	515
1408	1036
14985	1
13875	256
1437	436
14852	1664
5915	799
1844	640
1936	1286
5872	1093
2521	718
7219	641
5190	1500
4341	1792
6761	794
8299	1227
9385	603
4310	1779
5388	175
4379	62
9576	273
9720	518
3783	613
13472	1447
3383	386
13583	1954
1498	719
11014	788
6571	1948
1220	932
16593	1327
5053	1262
433	54
4145	1179
2601	1114
5627	386
3531	895
9831	1356
12902	438
7843	1003
11416	209
4046	336
13741	734
6055	556
14307	1896
5911	1271
9902	1866
12598	224
8405	952
11263	1663
1247	434
14163	1695
1652	707
2880	1552
15484	1529
6099	1577
4403	415
10007	933
4099	1533
9000	540
16381	1136
9509	718
15469	1619
179	176
16072	1811
15754	1302
14167	1198
5943	291
16292	11
3630	703
16711	38
15025	1430
253	246
5796	843
6792	607
11998	807
13520	261
13096	1974
2325	1091
2365	1432
959	513
10883	1391
357	340
1556	454
15595	1866
15882	1620
1894	709
16714	249
7420	766
12988	643
15114	1896
12019	222
232	58
2188	1382
13979	326
8199	580
964	51
10480	1099
7152	1048
16524	618
11467	1672
2058	1333
15961	953
7662	746
3248	1149
10826	85
6368	20
10906	366
8320	53
2835	267
13195	1191
14327	1061
4298	784
1266	202
14712	1979
9995	677
9779	52
8115	550
6016	1793
8752	1196
4358	1609
3585	249
7652	1791
10747	1825
14293	1312
5756	1258
7767	1212
9180	533
16340	363
11214	1519
4151	1164
15523	390
9287	1482
12701	275
6810	448
13425	454
9337	1212
12272	465
4121	169
3010	1054
7221	253
12067	562
10380	389
4901	1543
3954	1540
7838	582
6238	388
4102	1570
14462	978
11046	707
11509	1463
4865	159
7714	1662
9605	250
12539	1692
2039	361
6047	502
7105	399
3076	1602
8027	1105
11522	1486
8071	1119
3712	1442
11251	769
279	270
5130	1876
2020	1072
1126	620
4935	1060
7964	644
10244	247
265	256
781	440
12558	1911
11411	648
9653	1951
14628	1478
13454	785
13284	1022
3986	321
16345	991
5410	1895
4843	86
6334	1936
11279	248
7697	1035
7592	310
742	643
8595	391
7441	1286
13316	577
5040	1043
7000	1592
1065	855
3733	405
9738	1421
6263	889
13638	645
8329	1452
16735	1803
11480	1406
5062	1431
3605	838
15535	999
8426	1294
9014	1857
14348	1171
12387	570
4989	292
4160	1093
11266	325
16035	192
8695	981
11264	281
12392	264
2523	422
7305	1374
9429	1160
16037	755
10148	1650
15395	1871
3893	20
68	67
8129	1892
10628	751
13858	1273
311	296
5515	1901
10208	1297
26	26
12739	42
5864	1918
1960	452
10205	157
1332	686
13430	1945
8833	1902
6408	331
16254	1196
11015	1874
4334	1350
5452	761
9696	182
4096	1723
6303	1047
94	93
10546	1368
16522	1350
6724	605
7449	588
16109	1430
2930	82
5450	73
13982	273
2421	770
6560	97
8370	114
10142	764
10332	202
16220	884
3916	1751
11783	1189
8344	735
4276	1466
3484	382
14909	1616
3400	442
8161	1007
4134	1761
12255	995
4907	415
2399	1193
2076	1319
12060	271
2273	858
12340	782
16379	1837
14817	922
8532	1879
4695	1834
178	175
2571	1440
8025	339
16102	155
9939	815
5043	822
2876	1549
535	485
10651	1865
10737	1465
16644	755
5448	1460
3016	1250
1740	149
6086	1901
10965	532
14444	1065
4562	1812
1499	225
4719	295
9850	1535
5047	1303
5612	1398
14568	1828
12766	628
2391	65
10425	556
12666	770
8423	249
3975	1638
15864	112
13395	1826
1794	1228
5657	25
1236	702
8277	1530
3071	1010
8168	205
10306	753
1253	952
257	249
2082	100
7672	764
9535	1953
10467	1437
6782	1191
4555	1410
7139	2
12715	1206
12374	144
16448	450
15454	89
4685	1833
682	598
12167	955
5810	219
7102	1845
14677	504
7023	1187
9520	1410
10313	219
16263	1308
272	263
15375	592
1717	886
7628	112
8142	1234
6145	999
4467	1548
7453	1383
12865	842
7311	419
489	451
10949	1258
6990	1496
2442	531
11549	1660
11431	1529
12502	1334
15978	1716
8412	843
15202	1743
46	46
9387	1922
193	189
7118	1964
425	400
15587	1213
3368	490
7615	1308
16264	1962
12886	674
16587	99
9774	1074
2591	1485
11493	682
3196	1190
2859	36
14019	1083
4828	1060
15637	1104
7802	1882
997	644
2838	1539
13247	717
4712	1368
7618	709
7922	854
5520	293
3235	1347
5204	1880
11849	95
11361	626
7171	1703
2332	288
2643	584
4964	773
9403	374
5588	727
1268	961
515	470
11284	764
2928	1505
15653	1436
7883	1478
7490	500
2679	414
1467	39
1391	717
16706	4
1938	430
6351	977
15415	660
5093	1248
13312	740
10015	1241
4990	893
9191	681
4049	603
4373	1058
12402	276
7178	412
14476	741
4866	1483
5733	992
13721	1411
12074	114
454	119
8242	1004
7240	1131
15623	453
11693	745
14949	705
11243	417
2993	1246
9767	222
6071	417
12368	1992
1160	902
15491	1815
8968	1017
3991	271
11847	1426
16637	977
5309	674
7904	195
10293	972
16105	1950
13352	1746
10655	1894
1874	1257
9571	1474
289	278
677	595
8689	1188
11930	1806
7060	134
1385	1026
1202	924
8229	119
15980	539
4934	1673
11506	840
6356	909
12231	843
6507	1091
4859	1088
2122	112
5085	836
10174	1970
5951	684
11331	1920
5075	493
11089	306
1749	1203
2258	1171
8891	1775
15233	503
853	723
15300	919
15578	254
2537	1293
6188	1549
5889	322
14401	1321
7583	836
11692	312
16367	1162
4149	1153
6414	745
7787	1815
6814	457
10675	1592
7020	147
13227	982
15735	1031
2628	502
8155	940
5636	1557
3007	1590
879	471
2007	1191
13165	1477
6278	444
5278	154
5475	1224
1424	1049
12412	1403
15448	1413
14558	1823
679	224
2699	871
2722	244
16617	1666
11371	1013
3374	1657
13785	1789
5582	1
486	449
10566	1085
8029	1729
14783	1272
1775	1218
2366	579
5824	1571
4881	69
8706	1940
13811	1853
7176	1126
11378	1979
13642	1223
9594	473
3812	368
15828	1837
13893	1145
413	390
12351	55
12304	1735
9173	400
10732	995
12252	21
4902	1277
9561	1315
11153	1478
7839	888
14018	1503
5709	1552
13313	1378
10800	1895
16674	25
4164	1292
5160	464
7067	1674
12709	1591
12573	1086
16238	1893
2150	1370
3656	1710
921	768
4112	127
7132	1882
9849	1426
517	234
3638	1678
14865	1975
13448	1795
2061	1335
6674	509
8771	1377
13120	818
8636	1205
10739	1754
7398	1213
1532	474
9583	172
13435	381
1978	1297
13155	1992
12529	709
9495	1525
13824	1024
8137	937
9350	950
16664	1144
6035	1367
3619	924
14763	176
5651	1726
7044	554
4703	1236
6610	1416
7828	1624
3769	1066
9516	1792
5055	1108
11546	1529
71	70
9486	1401
309	294
2414	1446
7758	521
12000	526
4560	449
12307	25
11459	330
4232	1520
9837	557
9152	1917
7677	413
1138	613
1481	1077
4809	1058
5527	356
6202	622
4571	525
11655	89
14485	55
1240	944
16283	570
8406	1747
12087	1422
1997	1310
11060	1717
11978	1439
15597	277
13765	1527
10917	107
9879	770
10411	183
3364	38
1628	24
5081	1557
5781	1592
9388	876
16392	804
28	28
6921	278
15860	683
7405	678
7679	1971
15689	1376
7638	1391
10987	1462
6169	1511
16232	446
15376	1754
639	569
14320	547
8178	584
8839	419
9129	9
6401	294
9468	777
11914	1009
14494	1573
2127	1362
82	81
11174	1095
4598	77
4258	1615
13010	1185
4367	1796
1462	1066
16209	1172
15292	695
1768	1213
8638	1858
15663	315
8441	781
2351	136
8584	89
9139	709
13951	1304
1668	918
8568	582
2920	996
6349	394
10514	1455
543	492
13514	177
14154	569
12450	1939
9689	1576
5750	1516
303	289
8840	873
12967	263
10163	769
15758	212
8988	1340
3569	1667
2441	1357
7810	144
15713	466
2545	889
8666	1704
8350	837
13737	864
375	358
2111	622
7005	1393
14711	969
3936	1412
16360	1067
4274	1785
2204	836
2463	710
10340	127
11425	1779
14008	1134
16666	1913
15714	1572
1297	634
14954	1219
13672	97
11518	512
12895	425
1731	1191
1870	182
15495	1363
2522	1329
2594	1486
8696	363
12752	1924
5100	124
6653	1449
11923	1865
4801	1659
11817	188
9266	232
9298	930
11390	1717
308	293
10509	1843
15440	312
14616	1372
15854	669
7388	1141
14510	1809
5039	1534
897	753
2841	712
12052	218
4304	1209
10978	819
5002	535
1666	1166
7484	375
14839	717
16727	1911
14149	1566
7223	330
12394	636
12454	1723
11883	1693
8741	1188
16151	153
5208	1430
9827	1674
1944	1289
5745	1912
16598	1817
13123	1616
13066	946
14255	756
2701	413
12153	1273
15421	1016
15045	903
11280	781
5154	823
2593	1115
13961	1190
4245	114
6757	779
6981	1627
16446	1545
2338	1353
9712	1390
14996	849
5998	854
8461	38
13103	1099
3482	957
7761	1769
12092	971
11011	1478
12854	885
5701	1257
4163	1140
2553	586
7183	649
15719	418
15029	1939
9630	12
15769	1897
7220	581
15859	1586
7409	769
14787	464
13860	1632
11633	1261
6269	1003
14343	1242
5668	1006
1529	591
12438	1412
2155	1372
5259	1696
9649	181
9177	757
3050	263
3156	695
6945	1523
7715	1565
8093	1385
4565	1439
10300	76
11002	1090
11156	649
13288	1843
1422	1047
9237	1248
11845	1349
6672	1767
6314	453
11761	1853
6378	1585
4737	283
2083	1343
11000	1250
9537	205
6003	343
9316	489
589	530
5703	1012
8799	624
4226	1434
9952	599
11324	157
8975	903
15007	1432
1163	905
1951	730
8911	1886
13965	1342
8971	673
7153	85
4073	1143
10622	305
3111	184
4766	972
16404	602
4574	644
10909	1966
13645	1991
11697	1928
9301	1900
4305	1211
8072	1857
16471	1524
3077	988
3558	649
2550	250
7148	1355
8348	1413
8619	1334
16112	976
14281	1194
15522	1337
14638	1820
3159	1621
6718	1256
15817	797
10874	1338
6881	1480
11057	1999
3460	839
8455	1015
6515	1898
5087	128
763	661
872	734
2705	474
5054	1062
7630	1533
3704	1707
12610	418
8923	58
7576	1917
12133	256
2644	1234
10119	333
12324	1928
8660	557
9853	669
11412	1734
13778	181
15480	629
7789	1260
5939	238
14832	854
7978	9
14377	676
9482	143
4756	1103
4787	1847
7898	1236
16006	1416
13193	1857
4569	1312
4721	1665
4683	1311
6626	1392
11465	1968
9197	543
7432	1168
13415	1198
12114	851
6000	1183
212	207
2081	1342
9757	1658
8739	1186
14997	1166
1002	824
9793	1028
10444	1424
10385	1611
12492	1145
2153	1142
9872	1415
723	299
2767	736
12950	1963
14889	552
10361	1680
7250	574
8319	1067
5111	1313
6606	305
7471	1880
5649	1909
1471	1071
5477	567
10834	985
2141	990
3214	396
12346	1121
9481	873
1636	1154
11612	490
12160	194
6138	202
12857	1189
5713	137
16506	1437
1405	63
8747	1110
12044	1943
2832	824
419	395
8084	1037
2527	338
8085	1129
10031	1447
12348	1225
9781	316
4324	1455
581	523
1546	185
9168	1299
2814	247
5667	1861
12228	127
3669	1599
8315	1105
14103	1477
9966	1405
8508	500
15309	1296
13176	1113
1569	620
6986	1583
1815	452
12165	1013
3584	1065
11583	579
15179	1521
4599	922
13691	1251
2358	93
4320	1156
15126	878
13271	342
7600	9
9475	943
11842	669
5317	296
6306	1094
14191	349
15679	87
15420	1605
2748	470
13545	198
4404	1209
10269	186
14075	587
8655	390
9086	880
5142	1056
125	123
6524	230
16370	543
2598	1488
2857	1543
14896	1665
2446	278
10922	1330
211	206
7300	10
14451	1291
3977	227
2483	89
5233	1882
2714	1512
11496	1204
14256	1080
8375	1989
4409	705
9659	1856
15424	1692
9470	187
9894	1991
5438	355
15170	1231
15823	1955
14581	960
16242	643
15481	429
5108	474
2833	427
14119	1758
1423	1048
12657	1876
13100	825
10925	1146
13760	633
10110	523
3427	1669
3907	1750
15918	1260
10366	1677
10793	1831
5616	619
10748	176
12627	780
12300	961
15310	199
10136	391
15412	1778
10091	886
16559	1307
12109	948
6808	1536
145	143
12313	1868
9517	1386
3452	1054
12706	43
6249	778
10475	156
13375	1456
10008	280
9861	1659
12550	1078
5938	401
538	487
4827	1310
846	716
12985	496
13877	690
4944	429
3297	1641
12222	769
11147	286
12926	1240
16267	1043
10155	1468
3443	580
11352	1906
8561	709
7459	1708
8844	641
12460	1772
5752	1487
98	97
12140	26
14250	1208
12489	690
5526	1803
8925	1834
876	738
6631	1659
1704	1179
7572	1356
