roledby	character
10641	8585
14587	11531
14641	11570
24184	18393
29568	22106
28260	21198
18600	3126
21560	16535
13609	10834
29018	1724
21934	16791
16028	12563
11888	9543
11500	4434
19840	15332
25108	6036
23599	17976
10581	8544
9356	3737
6522	5402
5208	4388
9859	5010
1657	1522
1715	1574
10862	8750
18848	14598
9121	7426
12597	10049
23799	18112
8990	7334
24218	716
23060	17573
12544	1482
29203	5078
21158	16265
3528	3100
8209	6692
27790	20869
4153	3588
18021	14027
8035	6558
1569	1443
20094	15514
30220	22559
19875	15355
14197	11263
7554	6190
27735	20834
1922	329
14460	11454
29546	22084
6319	2313
18427	14313
15921	12495
9852	7963
27792	20869
19991	15435
24514	18600
7508	4423
22916	17479
17316	13488
2034	1824
1393	1282
4155	3588
14255	11311
21006	16170
23103	17600
7126	5866
6305	5259
23753	18077
29616	2788
898	847
12497	9972
16793	13140
13612	3155
4907	294
2366	2109
20230	447
15494	12181
13205	10522
16062	12590
8877	7241
15028	8868
9014	2312
24142	18365
24693	18718
5123	3154
3987	3462
14470	11462
8500	6936
347	328
16787	3168
11171	4347
3787	1197
7065	5831
9224	7505
13498	10756
27177	2788
11787	9470
8388	6842
30127	22492
21286	14549
22352	17079
6919	5718
8471	6908
4910	2366
25722	19416
28266	21203
2986	2630
21787	16680
14628	11564
22475	1197
9286	7546
13304	10601
18931	285
25097	18974
908	857
15423	12127
26644	6417
27532	20678
3785	1197
20148	3518
23768	6501
19903	2362
22153	16939
24645	18686
13600	10829
23733	18064
24494	18587
6049	5069
3772	1205
20430	15753
9274	7538
28014	21030
26935	12437
11183	8980
20889	16074
13615	10839
2640	2345
14664	11589
8813	1676
3161	2776
13279	10580
9727	2812
17726	789
13259	7089
933	882
18253	14190
14877	11739
3554	3126
10836	8480
12066	3013
5885	4969
14734	11639
8890	7253
2859	2527
20271	15631
24937	1377
5198	4378
24548	18625
10571	8537
29800	22267
8815	7189
21750	3712
3454	3028
20257	15619
3292	1689
5537	4685
1146	1076
4981	4215
14465	11459
24442	18555
662	629
12115	9714
17780	13839
17353	13521
6046	5067
2785	2468
1804	1639
6589	5459
3291	1689
8810	1676
4576	2838
3308	2905
15478	1729
2610	2316
22010	16843
26661	20045
19613	1246
15583	2053
14697	11462
2421	2159
28038	21044
3788	1197
3018	2652
16508	12928
12134	908
7575	3251
3895	3386
3692	3234
27966	21000
27782	20871
4727	279
16216	12702
11886	9541
25414	9340
15560	12226
11416	9171
16479	12907
24890	18845
16184	12680
22134	12552
4143	3582
23804	18116
20318	15668
10848	8737
4599	132
20982	16151
1908	474
6160	5159
18726	5813
20402	15736
15073	11883
18549	14394
4527	3861
6180	5172
19737	15266
14256	11312
21476	16479
24911	18864
4471	3818
13715	10918
29424	21987
6596	5465
14272	11322
23118	12437
13894	11054
17634	2877
13448	10717
9632	7800
8371	6828
15390	12104
28532	5666
12715	10142
18454	1211
11951	9595
15461	12155
20187	15559
3753	3285
24524	18606
17679	13765
27726	20825
9246	7517
11709	9399
1744	1601
18622	14440
14502	7041
22361	1186
28167	21134
19259	269
25243	19082
22135	12552
25325	2487
5084	4085
18437	14321
28219	21173
1010	956
10819	8716
28569	21400
29167	21799
17728	3
10048	8112
27928	16566
9712	7863
21588	16557
29494	1457
25326	2487
15079	11874
10227	8253
28374	21269
2621	2327
28711	21482
24120	17073
4187	3611
21627	16580
3060	2683
26933	20244
6831	5651
3254	2858
4942	4188
11857	1652
6828	5649
23269	17732
18251	710
9290	7550
25839	19498
9038	7358
29119	830
28961	789
19680	3923
24325	18495
10140	8180
14362	7433
15841	12439
16222	12707
1600	1470
4592	3912
19417	15013
11649	9349
29759	13969
26319	19834
6467	5366
20149	2607
28252	21192
13017	10379
19649	15202
14091	11196
12786	10196
20981	85
20624	15896
21481	16484
27367	20554
20621	15894
25175	19035
16278	12754
17161	311
1566	1440
28823	21558
1290	1199
17336	13505
23742	18061
8548	6972
7484	6137
4409	3781
28186	15086
3282	1343
5074	156
19439	15030
17707	13787
26137	19708
2137	1907
13382	10658
16579	12989
22469	17167
16757	747
17831	13883
9232	3164
4726	4014
20487	15803
6277	5239
22698	17324
4742	358
14269	217
14117	11217
22248	17013
2410	2150
28059	21057
24605	18662
5020	4243
29631	3929
28807	21545
23536	17936
21360	16402
23044	17566
17242	13440
3248	2852
23820	18131
26064	19665
2539	2255
18748	358
5618	4756
17909	43
18117	14097
4983	4217
25555	3251
12921	10311
13329	10612
10329	8343
3948	3433
10733	8649
3836	970
16464	12896
847	802
6038	5062
26578	19988
12901	972
13425	10695
25085	16435
3903	3392
18013	14022
25229	8083
11768	9455
9676	7839
23259	17728
2803	2483
1020	966
26227	19773
7810	6397
25128	18992
19335	14952
21897	16760
14441	11439
23166	17655
10232	8258
22554	17224
9018	2301
13693	10901
19893	15370
1471	1355
29139	21777
25199	908
16431	12866
1948	1758
12055	2710
1563	1438
30229	6727
29202	21826
5911	4988
7661	6280
27559	20698
14365	11386
23264	17730
10097	8150
800	758
29343	21928
11778	9462
12886	10279
20622	5654
27844	12116
9904	8011
8797	7179
21275	16347
9251	7521
4079	3531
15703	12340
23260	890
28815	21552
27269	3251
26789	20142
14119	11219
14961	11802
2782	2465
18892	196
17518	13651
10345	8351
5615	4756
6084	5098
30044	22435
20603	15879
2488	2212
14204	11269
21306	5357
26242	19786
17632	13723
26010	19624
10165	8205
15718	12349
16135	12641
27783	20872
6307	2301
26448	19921
4451	3803
21635	16587
16305	12776
24790	978
6611	80
5145	466
9891	3154
16336	12800
27443	20612
11881	9537
23415	17839
9728	7874
1582	172
26383	19880
24175	18386
5214	4394
29304	423
8690	7093
100	99
5982	5027
13053	1119
12949	10331
28584	21412
18241	14182
22818	8868
8907	7266
27434	20605
29405	1657
26130	3040
14464	11458
17123	13360
25224	7844
11010	8854
3065	2688
17064	13315
23192	17675
12824	10231
22781	17387
3791	1197
28648	1205
18082	14071
9520	7714
151	149
14771	614
24967	7937
238	229
11896	8220
6219	4255
19394	14998
9132	7435
10391	8384
30159	22524
14214	11277
3645	3193
1302	1210
17851	13894
19951	15407
27944	1754
4522	3857
12056	9674
24438	18552
14647	11573
16119	4348
20512	15823
13998	10473
28624	21433
4199	473
14820	530
18603	14426
998	945
22317	17058
2524	2241
14701	11610
751	714
22194	16971
21238	16324
19590	15164
26276	2975
12149	9732
23308	17764
3145	2760
27811	20889
19325	14946
7406	6076
28414	21299
9807	7931
21804	3650
14942	11787
22215	16988
14436	11434
20552	15845
11704	9394
15698	12335
16076	12600
12200	5997
6526	5406
29809	22274
14723	11629
17038	13301
1555	1432
11569	830
2290	2042
18138	14111
11737	9427
12168	9744
16932	13228
21351	16396
24480	85
7601	6227
9060	7373
2497	2219
18563	14402
13655	10876
11780	9463
3793	1197
13019	10381
11106	4832
9441	7653
128	126
3492	3066
10011	789
7515	6162
19902	15376
24669	18703
10551	8519
724	689
15958	12519
4738	3414
17904	43
8458	5955
20914	16097
13657	2617
9521	7715
17845	4955
7082	1111
2162	1927
3977	3454
4676	3976
13692	10900
7560	6195
28955	53
20840	5809
10640	79
1557	1087
13375	10651
14934	11785
9952	8039
6811	5637
8392	6845
23057	17572
23802	18115
14929	11782
22316	941
28436	1478
24820	18798
19406	15005
28226	21173
3030	150
3281	2883
24129	18352
11317	6608
28675	1205
26782	20135
3029	148
19759	1621
21512	16507
23450	17868
13339	10618
14716	11624
5317	4489
25980	10454
18122	14101
14171	11243
26655	20039
466	443
13057	10410
21578	16551
8519	6953
16249	12730
5687	4813
12262	9799
2	2
10174	8214
22285	17039
6208	5193
5415	4575
23637	18003
4360	3751
22214	16987
22665	17302
10865	8753
10775	15
1131	1063
413	391
29970	22382
14890	11749
20063	8729
15313	12045
5192	962
21369	16409
9700	7854
21609	6036
6104	43
12185	9755
20507	15818
8782	7166
20233	15599
8448	6891
19122	14793
9856	43
10863	8751
604	571
26210	19760
567	538
27850	20919
8343	6804
6425	5323
5460	280
3697	3237
23219	17695
14291	1197
132	130
16572	12985
24417	18541
7615	3737
6268	559
28490	21358
7381	6053
17884	6218
21969	16816
26004	19618
9152	3743
23713	1065
28433	21316
2467	2196
15579	6798
9787	7918
17020	13290
13509	10765
8146	6641
29828	5645
8852	7220
2394	2135
12851	10254
23195	3360
18295	14222
27144	20387
527	499
25878	19526
26669	52
7689	6305
104	103
20337	15680
4007	3477
16134	1034
30281	908
11984	5805
24796	18785
17967	13986
16014	5297
17256	4320
16873	13197
16911	604
9302	7560
15103	11905
16116	3
13798	10975
8691	7094
23263	12400
16158	329
12687	10121
22864	17448
29587	2545
13945	11090
28677	21464
6341	5276
23434	43
14795	11680
16510	12930
26125	19704
6090	5104
25879	19527
22172	16953
24418	18542
21646	16595
9709	6401
4702	18
13271	10572
1446	1331
10448	8435
6205	5190
29196	21820
25139	19002
26870	20204
5788	879
12411	9904
16763	5920
27398	20576
27651	20766
16412	12850
12610	10060
24052	18306
22597	17260
13897	480
2991	2634
12094	3377
16411	12850
22716	17339
14842	11714
21364	16406
15629	12276
17503	7970
9197	7483
17894	2962
22679	17311
20049	15484
27442	20611
23217	1381
30278	1718
20846	5809
27965	2385
8592	7012
18982	14695
2659	2362
12766	10183
27700	766
25185	7370
3550	3122
24754	8444
29285	12432
11138	8948
29006	10187
24633	18677
20917	16100
26774	20128
26386	833
16120	12631
18644	14459
11205	8999
10118	8162
17955	13975
21370	5509
13212	10528
21851	16725
13159	10482
26376	19874
5390	4550
12579	10039
18710	14501
13795	10972
12671	53
23463	17881
5766	4875
15000	972
1192	1117
22570	17236
25998	19612
7828	6412
23776	18093
7565	3251
17645	13734
12047	9671
19918	4229
27384	20566
24816	18796
15498	12185
27624	20746
14728	11634
10805	8706
1048	993
3437	3013
13745	10935
19129	14799
17264	13453
26171	19734
24117	18344
10562	8528
28339	21245
10507	8484
8707	7110
2946	2600
463	440
13907	11063
18576	14413
23687	18034
9369	7604
23800	18113
10257	8282
17298	13476
17764	13826
28468	21342
18926	14660
14341	11368
9307	7564
13663	10881
20743	15978
9969	8050
28658	21452
19242	14884
2319	2066
26167	5763
18900	14641
473	450
15979	12532
16287	12762
1444	1329
17522	13653
2287	2039
22242	17007
6420	5323
9003	4345
21000	16164
13206	7298
15014	2095
12073	9687
7607	6232
10699	8629
14784	43
3777	3301
24628	601
13688	10896
22767	17376
1469	1353
27705	11927
15972	12527
20635	15903
16589	355
17479	13623
22782	17388
27926	20975
20047	15482
19171	14835
21064	172
6570	5441
8509	6945
7785	2658
14418	11418
6139	5143
29724	22222
10195	8230
4513	3850
23899	18188
15286	12023
11565	9285
10755	8666
253	203
237	205
15693	12331
7861	55
12108	9711
14353	58
14782	43
27422	20595
20734	11764
25482	19244
1867	1090
1773	1615
4408	2360
7715	6325
7132	5871
23695	18039
9809	7932
20720	11767
4399	3774
6554	5430
24295	18473
14974	11812
23292	17749
8581	7003
18676	14478
12704	10136
26590	19993
17605	1650
12255	1081
11719	9409
19478	15066
22406	17118
12839	10244
17877	13913
10779	8685
23130	17624
26483	15275
3848	3348
9513	5061
10679	8614
5566	4709
28070	19475
7287	5981
29720	5950
8501	6937
11639	9339
15845	12441
18973	311
9681	7843
14474	11464
29811	11340
18007	14016
19213	87
29299	21892
14644	1712
14145	2872
10337	7713
27650	20765
12827	10234
25984	19602
16994	1696
20543	6433
18152	1919
5063	587
14342	11369
23743	18073
11381	9146
18674	490
8954	679
14396	11407
30248	22575
11823	9494
2019	1812
19358	14971
15268	1041
26341	19851
7850	6429
4996	4225
6149	5152
10163	8203
18255	14191
16745	13117
23558	17947
6418	5323
14565	11512
462	439
16894	80
19783	15292
22828	17423
4077	3530
17482	13626
17351	13519
8051	6569
18179	14135
23848	18154
8811	1566
7446	6111
22355	17080
6417	5323
21794	16685
27423	14794
6067	5084
9308	7565
9994	8072
6494	5382
1418	1306
21466	16470
22030	16860
4636	316
13876	11044
3854	3352
8525	6959
10295	3579
29326	21913
576	547
10056	3377
16391	12834
17946	4620
22868	17451
14285	1197
9600	7775
6375	4289
11471	9218
29253	279
11149	8958
9933	2607
10164	8204
6419	5323
5131	4331
18077	14067
12471	2875
13830	11006
15039	11862
25500	19258
14284	1197
11085	8907
7616	6239
17461	13607
19839	15331
63	62
10657	545
10721	1048
24931	17192
26911	56
10815	8713
22467	3304
1267	703
21346	6061
11605	1615
6041	5065
18111	4054
18464	269
18192	14146
14407	2224
23175	17664
25099	6993
24023	18279
15242	11996
29637	22153
19214	6083
20341	1614
28496	21363
11087	8907
18172	719
18929	3189
5893	1554
14286	1197
8274	6748
15224	11984
29883	4447
12081	5710
12577	10037
10422	8410
6465	5364
3080	2702
17044	13303
17943	13967
27910	20962
27942	20988
9298	7557
14613	11551
591	561
19415	15012
3959	3441
15450	12147
30247	22574
17159	13382
18361	8730
10638	794
15905	12482
28183	21148
2329	2075
28187	15087
14289	1197
29524	22066
8689	7
5539	4687
16966	13251
22199	16975
866	820
3553	3125
8054	68
15790	12397
4059	3514
21116	7565
10270	8290
6411	5323
27375	20561
25028	18941
17079	269
14831	11708
18193	14147
18105	3293
30111	22481
7627	6249
1250	703
15769	12386
25410	19199
1760	1604
3780	3303
3496	3069
6258	5224
976	923
10535	8509
16505	4051
23294	17751
6250	5219
2848	2517
26928	20241
3133	2749
5402	4562
342	323
24437	7896
12374	1065
19595	15168
26015	1676
14543	1197
571	542
21780	4337
20304	15657
5993	5035
12217	9777
17834	13885
17341	13510
4645	3950
19222	692
4355	3746
865	819
1142	1073
27063	20337
20121	6355
4566	3889
7694	6309
16183	12679
29667	2823
10988	8836
10363	8364
29981	2369
28662	1205
28099	21089
8132	6629
24971	18904
3582	3145
3940	3425
19891	15368
11836	9506
26161	8963
24425	18544
9840	7954
27629	95
10169	8209
5444	4600
18287	14217
6616	5478
20727	11772
4367	166
26703	4212
26236	19780
19262	14900
16367	12819
25994	19608
18406	14294
2274	2027
20111	15521
13786	2145
19721	15258
5935	4997
15148	11937
10206	8238
29591	3293
26392	19887
12883	10276
27580	20714
6822	5645
2516	2234
21639	16590
23865	7407
11706	9396
15970	4296
672	638
27172	20414
25815	3266
29121	21765
9144	7445
20423	11437
28667	1205
13347	10618
24392	18530
12310	9832
10167	8207
13712	168
25751	3
939	888
25667	1657
27704	20806
9062	7375
20115	15522
23514	2582
24974	43
21911	2210
7895	6456
3716	3255
18297	14223
7920	6475
25873	19521
20770	15991
25606	13453
6039	5063
18061	14057
20197	15569
13679	10890
17187	13401
20206	15577
13054	10408
25070	15260
22973	17508
26604	20003
24731	703
10675	8612
7476	6129
1046	991
1896	288
12251	9792
7366	6039
23631	1922
29734	22230
27015	20299
3078	2700
14884	11744
6531	5411
3664	3211
3286	2887
10311	8325
9849	7961
13281	10581
15548	12216
27488	20640
19979	15424
3116	147
13351	10629
27703	437
1292	1200
7817	3596
3891	3384
12127	80
25576	19304
5441	4597
125	123
15609	12261
10987	8835
4579	3900
19470	15058
30137	22502
14629	5072
27472	20628
7299	1431
18871	14617
5957	5009
16089	12603
26976	11626
7015	5794
25904	2818
10631	8579
24517	18603
25538	3251
11341	9114
15592	12247
1216	1138
12916	10306
9228	7507
27285	20490
13782	4956
15643	12290
14845	6272
23821	18132
6751	1777
17253	8503
20338	1081
24513	18599
12172	9747
12894	10286
18654	14467
621	588
2071	1845
23328	17773
3520	3092
12977	10353
14405	11413
9213	7495
20457	15777
16098	12614
3126	2743
19924	15391
20331	3765
4603	317
29857	22308
19817	15315
18834	924
21298	16367
21925	16783
8898	7260
16609	34
8218	6701
13181	10502
11585	9301
7389	6060
4283	3685
14633	496
24300	18478
14274	11323
10572	8538
23206	17685
29686	22191
4908	1353
9116	7413
15300	12034
9354	1257
25551	19288
24965	53
25723	19417
11776	1055
9256	7526
18412	14300
1686	1549
24048	18302
13059	10412
12614	10062
17017	13287
22333	5797
24636	18680
19908	15380
7704	6318
4642	3947
21054	679
25550	19288
12653	10092
4635	3942
18932	8251
12737	10160
4610	3923
18010	14019
155	152
22685	705
23544	17941
26492	5559
24984	18911
18392	14281
14155	11237
10909	8781
29236	21850
11646	9346
4358	3749
15350	12070
18723	14513
7150	5887
3453	3027
15282	12021
10459	8445
8270	6744
12684	10118
20373	939
21768	16671
11591	9305
18538	14385
24056	18310
7388	6059
4425	1457
11203	8997
3473	3047
25830	19490
5686	4812
1527	1406
5374	4535
27816	20894
2262	2017
25002	18928
27746	20845
10927	8791
28976	5584
22794	17398
25781	19458
903	852
3649	3197
4624	2582
29649	22162
2266	2020
21319	16376
30117	22485
2623	2329
459	436
27675	20785
5905	3552
5752	4862
20414	10361
29019	21686
21748	16659
28779	21530
6843	5661
19094	374
28200	5969
12033	9662
13151	10478
10057	8117
23257	17726
876	830
2187	1952
4970	4206
19745	6984
23519	17923
28079	21072
2714	2286
1428	14
9458	7663
13924	11075
23177	17666
5223	4403
5314	4486
14956	11799
18924	5960
28453	21329
3896	1517
3364	2949
5035	4255
23765	18077
20268	15629
28963	21653
17446	13598
30279	2167
10904	8777
8498	6934
15424	12128
26369	19869
11276	9063
27459	20625
6407	5323
25661	19366
3884	3378
22904	17473
754	717
11067	8898
15479	12168
21258	18
28990	16700
27778	12450
10881	8762
24140	18363
2976	710
11158	316
20139	710
13847	11020
6406	5323
9808	3599
16309	12779
16890	13213
320	301
10692	3657
14428	11426
15361	12077
19116	14788
13883	11049
23504	1055
20836	463
25052	18955
8423	6869
1571	1445
12152	9734
24523	1674
28579	21408
78	77
14136	11226
24151	18371
19295	903
6702	5548
3009	112
10326	8340
13928	11077
10303	8320
11078	8907
29251	1724
29028	5061
9803	7928
25472	2365
22640	17285
7757	6356
5241	4420
735	698
22880	14749
3004	2645
11633	333
4797	4066
28127	1197
10531	8505
455	432
29497	22044
28560	21392
13564	2993
14611	11549
19568	43
6581	5452
14541	1197
7760	6359
3960	3442
4744	4023
5301	4476
1898	1720
25510	19265
11076	8907
14540	1197
8627	7040
15251	11999
15563	12228
2449	2180
24489	18585
6409	5323
29463	22019
18263	2216
22152	16938
8910	7268
5018	4241
15477	12168
30135	22500
1394	1283
5244	4423
27854	4525
22918	17480
29628	22147
11424	9179
22233	17000
14998	11831
19732	6970
8240	6722
7033	5806
18819	14576
29766	22247
6547	5424
8103	6604
14627	11563
1097	79
21923	16781
8066	6578
27074	20345
9432	3498
1589	1461
27909	20961
10294	8312
6521	5401
221	216
12475	9951
20626	15897
26902	20226
6155	276
27796	20880
26573	19985
23238	17711
1771	54
15190	11961
17360	13527
1057	1002
4323	3720
22834	411
475	452
629	596
4703	3998
5896	4976
25528	19279
24909	18862
8043	6565
5678	4806
9081	7394
14258	11314
19513	15098
2435	472
30276	172
11349	9121
9692	7846
23066	908
15578	2070
17311	13483
631	598
23316	17768
24508	18595
9638	7803
9501	7697
179	175
29458	22014
6567	478
22686	17317
17640	13729
18482	14353
5914	4989
5173	4358
1767	1610
4333	3730
8754	7143
8680	7085
14041	11168
27733	20832
20630	11558
26664	20048
17392	13554
26550	19969
22279	17034
6965	5757
11257	9047
20851	16051
27154	20397
16569	12978
783	742
12437	9923
14016	11148
18212	5365
9657	7822
25330	19134
3685	3229
11212	4348
24096	4836
26307	6119
4127	3566
21986	1343
15022	4243
27576	20710
3288	2889
16844	13170
2645	2106
29412	21978
18164	601
16674	13062
11059	6318
11914	9563
12975	10352
9679	7842
18515	14374
28331	21238
10845	8734
22348	17075
12640	10084
10849	8738
5355	4517
1661	1081
24071	18319
14537	1197
17792	13848
21821	16702
4721	43
21711	16632
15437	12138
27347	20537
4277	3679
20215	15584
22528	17208
7804	6393
3728	3266
27352	7330
2268	2022
17865	4955
3721	3260
2083	156
4607	3922
4255	3
540	511
13803	10980
6398	5321
23001	17535
5947	5005
13804	10981
17747	13812
12605	10055
18269	14201
19432	15023
8119	6618
17502	7242
2240	1997
107	106
14534	1197
19705	25
19164	1885
6593	5462
359	340
25535	1457
16942	13233
29490	1048
12490	9965
29577	22115
27329	20527
14013	11145
27180	20419
2035	1825
18713	14504
22499	1390
19016	14712
14532	1197
910	859
25805	19471
25782	3
19520	15105
18557	14401
13	13
28722	14746
16032	12567
15558	12224
1180	1106
28927	21634
21287	16357
20629	15900
22076	8405
4502	3842
11829	9500
9910	8017
16390	12833
24222	18418
680	646
22979	17513
28123	1197
2806	2486
7992	638
10568	8534
1878	1702
825	781
3438	2408
11624	68
24972	6838
8110	6610
5026	467
22193	280
16767	2385
20675	15932
5849	4939
1339	102
6472	5370
13656	10877
17190	506
22664	17301
3218	2825
8047	3145
29474	5484
25149	19012
19777	10754
8039	6562
10376	8372
1228	1150
8441	6885
14431	11429
25189	19046
13111	10453
3305	2902
19287	14917
29854	22305
29519	22061
3157	2772
19612	15177
10773	3519
10403	8394
26254	19794
24269	18452
433	410
19301	14929
14726	11632
11395	9155
1813	1648
20088	942
1618	1487
22548	1856
24538	600
28009	21025
12403	9898
9863	7972
21033	14549
10367	8366
1613	1482
17942	13966
1255	1175
20272	15632
12179	2377
16758	13126
10591	4690
8469	4912
13613	10837
28951	1197
4935	4182
12375	7937
15715	1669
4785	4055
20433	15756
27657	5808
26478	15270
354	335
806	763
27621	2367
22451	17155
6108	2959
11680	9374
16925	13226
12936	10322
9314	7569
1483	1064
14004	11138
15691	12329
16969	13253
26446	19920
5972	5020
30213	2255
1445	1330
4013	3482
11519	9254
18842	14592
20003	3126
24566	18638
28771	21524
8560	6984
7891	6453
27659	5808
29039	1048
16080	12603
3063	2686
3776	3300
5540	4688
15576	11927
8496	6932
4762	4039
28819	21554
10154	8194
8521	6955
15935	12503
21439	16448
11921	9570
10606	8559
3730	3267
17735	13804
13077	10427
26628	20024
21349	5509
29511	3739
7848	6428
22883	17459
13710	10914
7743	6347
2690	2385
13459	6811
5330	2284
9167	7461
12560	10022
20572	15855
8660	7070
6735	5575
240	231
15670	12309
16103	12619
25862	19511
4238	3646
21438	16447
3354	560
26721	20087
7918	6473
5109	4311
26743	20108
22799	17402
24135	18358
13565	1597
25856	19506
21100	1250
5886	4970
24173	1729
30046	22436
16997	13273
7838	6420
28275	333
8050	6568
1243	1165
5567	4710
5242	4421
8611	7029
14740	804
20024	15460
5379	4540
17484	5843
18024	80
6894	1197
15308	12040
13377	10653
5116	4318
22737	953
30012	22410
24034	11340
6657	5507
29242	358
5323	4493
9392	7618
26718	20084
18888	14630
1567	1441
9130	7433
19063	14751
18949	1652
8398	6849
16563	12978
10636	8583
7940	1470
7347	6024
5556	4373
28744	21509
23320	7564
12268	9804
12919	10309
6227	5049
26925	20240
9635	7803
2508	2227
16191	574
12039	9664
27120	20371
20919	16102
13525	10778
12342	1768
25891	19537
19252	14892
4777	358
2357	2101
6895	1197
12	12
20000	15442
17150	13360
3535	3107
3323	2916
28491	21359
952	901
17109	13352
27973	3482
310	291
16022	12559
4835	4100
27923	20973
23309	11467
14073	11188
18261	14196
11923	9572
16063	8889
1025	971
15897	12475
5520	4671
6890	1197
21754	16662
21765	557
23282	17741
26299	5412
210	205
2419	2158
3570	3138
16095	12612
3853	3351
26503	8117
12433	9919
