movie	actor
1238	3252
956	2380
1991	2373
3235	2208
172	334
151	918
783	3737
1908	4399
1406	2934
2395	145
1861	2219
38	436
2574	3493
1037	752
413	2658
1985	4655
2020	4068
1760	4831
2435	1782
2897	1138
2104	2336
44	483
1555	3418
1855	3200
3533	4624
2242	738
2709	3350
1890	2906
1135	110
50	521
2258	3176
1918	1399
1793	1948
2563	2437
464	2413
129	1134
1486	4037
154	1314
1034	3837
980	2040
2653	3416
3186	1536
216	307
3420	1078
3406	607
3397	1501
1356	3220
2662	142
2026	3452
174	1070
2479	958
1718	4028
3420	4984
377	2457
1522	3023
1996	1266
2563	4950
3328	2587
1226	4450
522	2937
1861	809
3263	3387
1477	894
2682	4424
1144	1954
3030	480
1708	3465
75	59
1560	2431
2607	109
1009	4180
1854	3935
303	2093
1411	1692
2662	4239
45	487
2069	104
2618	1942
2933	4291
1357	2681
619	3235
2202	1610
1236	2450
1427	4233
2459	3121
542	3014
2917	396
929	2051
2897	2677
837	2265
2418	1073
1724	571
1932	2669
1943	592
2514	3984
3484	19
2672	3417
3103	1685
3443	4203
733	3573
2560	4642
1952	1602
1584	3393
1844	3304
1107	2510
1903	3775
1764	4314
919	1667
1783	4712
743	484
2286	1038
442	1063
2523	4650
1227	281
3007	2392
1566	844
1731	4670
1815	35
2822	4067
2231	4579
2445	4465
350	2350
513	2911
1746	1281
1872	4031
2324	2825
33	307
1379	2274
1154	1315
2818	1359
1985	1553
3557	1966
762	3669
320	234
2667	1490
2573	4470
38	432
705	2704
2465	7
65	614
1539	840
3475	4362
197	1546
3165	3900
3204	4825
2320	76
2587	4556
3424	4821
2396	3203
913	3967
3044	1888
2852	4696
3562	4547
1620	3650
756	2395
2383	1236
3203	2786
3507	2247
2228	3488
2391	1201
1903	2636
896	3948
534	2649
2150	4804
1688	2334
47	497
3357	964
1095	1433
3015	1355
596	937
2512	3923
842	1746
3474	2702
2244	4618
1379	4579
1042	2952
1119	3893
1966	34
434	1051
2711	3580
1461	2115
1405	4442
303	2094
1563	2739
34	356
2686	4574
1981	4265
2511	86
1562	241
2210	3949
1143	4216
779	778
1194	4425
589	1176
3260	3909
2981	1487
861	612
3402	4956
1090	1805
3300	186
658	2488
3282	1734
1512	473
2020	4288
2757	319
958	3170
3549	3775
973	3251
852	2415
312	1725
619	3230
3474	1690
2104	1617
1573	355
3492	1228
785	23
2036	4724
25	145
2084	3171
3540	293
3143	3413
2009	4749
1357	2685
854	1629
1721	1438
1459	1420
206	15
664	3438
2778	2211
3192	1543
3214	2549
1304	4516
2631	2980
1930	4628
703	3519
2221	3538
2506	3446
3063	2038
29	179
3038	2519
1757	2104
3025	2969
118	247
1024	3012
1519	2534
3110	3323
922	3980
341	1530
1815	3345
2215	3894
2396	4980
349	750
3590	482
1799	4851
1966	32
311	2137
248	1489
2411	1920
209	112
3399	4552
2526	2522
65	516
708	1629
410	2601
1663	4067
1318	1630
3366	1645
2815	4397
2740	2762
521	2347
1193	2546
822	863
3557	4833
1175	2373
728	3563
1298	688
2279	1275
2303	527
3282	1646
3046	3703
842	3094
3503	355
2824	4370
3446	2670
587	594
1025	3926
1849	3130
2890	1422
3271	4040
2226	3600
3357	178
2470	1078
2086	2212
1168	2586
2279	4893
1666	179
1645	4783
2375	3867
2665	2444
1964	4466
857	3890
2061	4890
2954	75
942	4025
2971	23
862	516
307	2111
749	90
1227	3985
2658	4613
2965	798
131	1157
2070	3730
1047	798
3013	4645
1767	3672
2477	3672
1140	4371
501	2171
2220	2044
106	181
3385	2677
3580	1784
1598	1279
1802	3457
619	3254
1906	4712
2641	2483
2112	925
2566	1861
2170	898
1002	3069
2232	2075
536	1522
1405	4602
91	788
1019	2861
2676	3414
2689	4298
106	904
532	1446
1800	4400
186	957
906	496
2878	4315
2980	3620
2055	23
3194	2162
2135	2166
3342	1333
2676	2130
1032	2430
3266	1830
2070	4505
654	3367
2246	3325
1257	3530
264	1833
148	1287
728	2013
2975	2072
464	2780
2211	1298
748	2709
3089	2717
1366	4432
2974	1816
3041	1492
2619	2794
2895	2656
3233	4393
385	1096
2660	1630
2367	2749
3556	2976
3307	101
2984	1150
877	1112
1548	1247
2095	599
2807	1209
3228	118
3113	4296
3422	1660
3573	81
3442	4013
1499	2908
1950	4590
765	966
68	644
3496	1316
1105	2310
60	591
2058	3385
1312	2847
2163	2282
2603	3752
2806	4168
2729	1136
3583	4361
979	2128
2471	176
2546	3739
788	3750
3444	1548
1855	4565
2923	450
902	128
320	2184
2714	82
253	1781
2566	4017
1668	4605
2351	4871
173	1436
1109	4319
2566	1803
979	4089
1584	1596
2353	2493
1999	1470
3498	1853
1759	3797
664	3036
1388	1717
410	742
654	3403
1800	4041
635	2014
2772	1366
375	2303
820	2318
1835	1012
1312	964
909	2407
2404	819
3549	4808
1763	733
3212	1394
3204	1157
3533	4033
3129	1604
798	2887
2618	4024
1542	1785
1566	921
268	1710
3395	4411
2986	3328
271	736
397	1685
2447	3627
837	2607
1722	1509
2605	4032
2902	3497
1915	3788
2688	1784
2807	4684
2446	2988
162	1380
2409	4945
3229	4298
2044	4932
192	598
792	579
1280	1148
1151	4327
2824	1848
2952	2484
2327	2669
2054	3362
3366	4410
1750	2665
289	1984
2774	4104
40	439
1860	2745
3182	3200
1405	3744
5	24
2909	2682
3557	2181
2785	3944
1131	4114
821	2681
2321	4589
1355	4224
2931	1679
2962	71
1318	23
476	2817
2531	2154
2785	250
1883	883
74	673
2276	794
3342	991
3104	3215
3315	1701
1225	1823
601	3196
1591	2856
948	2532
1814	3173
3474	4407
1595	4403
2049	4637
1233	3554
28	169
1837	3805
465	2790
1115	1337
3259	4770
1818	1616
2393	1150
2015	3135
1775	3877
3200	1265
327	2207
770	3691
102	742
1167	3186
956	1877
1546	4710
2079	967
2498	448
1463	3666
739	1423
1693	4546
2409	4421
1571	4108
1360	920
3240	487
1274	1795
2006	1081
1742	3546
3214	2251
1261	3912
3025	4926
1353	3125
1287	325
603	3199
976	2503
2861	3956
1573	230
2302	4171
2163	693
3269	4794
864	977
990	1659
3149	4157
276	1932
1863	2866
3062	1392
1474	2317
2244	4753
1144	2917
393	2533
377	2459
1806	2542
1999	2174
1587	2160
1405	3105
1079	25
1460	2817
831	2748
117	997
2089	2355
1320	3090
869	2600
2255	4178
2415	442
1744	4824
2580	2327
2694	792
1539	2384
1080	595
413	2665
2676	2090
2529	2570
3238	4597
2163	2416
1034	967
234	521
2659	751
3348	2917
334	115
490	1187
1215	1187
2140	4077
1061	798
3461	231
2994	4912
1108	3895
1130	39
3302	2247
2605	944
1321	398
1105	4310
3149	4194
824	3825
3259	2540
296	2057
888	1087
1783	4846
522	1783
664	584
3369	401
3014	4268
3309	4278
722	2360
2676	1880
3084	1646
3241	4961
2872	24
1647	1316
3588	1504
1347	396
1635	3673
994	3764
3333	2151
621	3303
2443	4421
755	1191
2585	3612
1405	4147
967	3416
837	1133
131	1155
1849	1794
3469	4383
1421	2820
701	2945
2388	1844
2861	1414
861	389
2022	1844
3111	4926
1668	216
3330	1731
1750	2434
3248	2793
1285	1504
1486	216
1628	1043
2030	2449
2725	158
320	2182
176	1455
2841	4262
789	1816
3484	3098
1977	3692
2714	294
1360	206
870	1435
3153	4333
118	1011
37	420
266	985
1563	1798
269	869
622	3297
998	1072
1089	1092
343	1224
3444	1444
1478	4054
2351	4845
1673	835
589	3161
3197	3430
3129	4828
139	1222
68	637
2607	2600
1103	2185
2244	1429
2430	2364
3245	3619
3273	4677
1519	1823
1218	3150
157	1323
159	1354
3586	1945
2390	4852
1637	419
2318	2145
1711	1593
308	2119
1149	473
750	1499
415	2687
715	1660
2784	660
1229	4455
1280	1644
218	1638
2425	4365
59	581
2514	4623
119	1007
1023	2714
744	2240
3240	3404
2554	4487
1666	2747
2785	792
1230	2716
1580	2391
1219	2205
3420	3942
2987	874
705	3530
1957	1823
143	1231
180	1469
915	3601
1709	3388
413	2671
2323	2466
1606	4284
2895	3197
1954	3539
2435	957
2962	4682
1676	3813
1996	4408
317	2158
3245	3372
514	842
3204	3121
1482	4458
468	2800
332	25
481	1513
2845	2774
3172	3692
1907	4533
1744	2307
2723	1267
3590	4629
2069	1973
3025	3348
3086	3281
1860	1676
2226	877
1537	1147
2185	4529
1396	4588
3172	3706
1896	3030
2088	2104
3236	2021
2507	1483
1983	337
2069	1489
1428	3511
127	1081
590	1437
3088	2074
1486	851
1967	969
3133	4735
3032	2891
68	634
2498	4512
3352	343
980	2245
2440	330
255	1795
2244	990
2386	1984
2660	418
2774	3468
1828	2099
1888	81
3067	4628
3245	3158
1658	2339
1470	903
939	1007
3452	2645
2540	4778
105	881
1594	2248
1954	3720
1719	427
1024	1876
2572	1095
2906	1681
1450	2175
230	396
3178	2094
320	1362
3241	2351
837	1023
1109	1480
3282	2004
2537	3430
1597	2054
3178	4939
317	1488
1774	4718
2326	1241
2179	4333
578	2189
2009	2790
76	279
1595	2585
1094	1310
3172	1940
490	2851
2654	4140
36	369
2499	4207
1908	4212
2303	2531
1404	1695
2147	3683
1177	2107
1542	4601
1977	218
1405	378
762	3560
2126	3311
2929	3524
555	1079
1969	3708
2320	16
1761	4832
3241	2535
1356	3281
1726	3436
763	3572
1759	4253
794	943
3368	4439
1838	817
2845	1883
1478	3391
562	1062
601	1407
3446	2176
2305	233
3299	3103
3185	1164
621	1834
3580	1747
124	1074
3263	946
2739	14
2178	734
918	2004
909	3960
271	748
3551	2003
1243	4251
1182	3708
3192	1776
3546	2870
1172	1991
477	583
3189	3701
3085	3890
2318	1694
1325	1675
3203	216
71	666
779	3713
2662	2054
2676	3897
1410	2134
1743	4302
1937	2877
2440	83
3447	394
3414	693
3149	4971
1948	2551
365	2404
1076	4269
2987	3094
2687	47
88	761
1835	2027
911	1106
1510	1637
2277	1876
953	2021
1671	4797
1999	3923
2081	4057
2249	993
1429	1744
310	2131
555	795
1477	2756
1168	440
197	1545
2851	1003
293	90
209	1605
2822	799
921	3864
3487	4338
2632	2349
3302	820
1510	2432
3514	138
1214	2787
1694	46
2592	975
1248	3127
2324	3606
3101	4170
2983	4327
1893	2796
3453	2934
1331	3414
2649	3494
707	771
411	2641
207	1441
3549	2111
134	1178
2219	1486
2592	4488
3116	345
3107	4632
3496	4849
3250	4
123	1070
3400	3192
491	186
1639	1631
1137	3678
1677	1395
2459	3191
767	3310
662	3436
2448	3634
911	1423
2557	1665
2150	3626
680	814
3451	1953
3401	1444
2983	3009
1474	3040
2892	4541
1155	4332
1892	3717
2152	1077
1371	1492
2270	3816
3129	109
508	2900
118	785
2304	98
3204	944
1566	3950
637	1829
1631	4595
1325	4522
3311	845
393	2545
1542	2734
2245	1901
3458	502
2021	998
3591	2930
1734	3907
2399	2747
3214	3815
1149	1889
1025	4215
1775	4186
3523	3508
2719	1747
1200	1177
1519	4638
172	1415
1666	1461
1109	3515
1916	3155
2866	3373
1671	421
1359	4480
2100	1122
336	2253
1450	4638
1329	76
2617	2974
3064	4492
1580	1314
2291	2443
3431	3415
3427	4625
928	1872
410	2627
1449	4156
2512	411
2059	1837
2698	2
295	2043
1919	4663
91	183
2524	4105
2444	2924
902	3354
3430	731
2448	3343
2839	3118
2890	996
1860	4213
2824	2531
996	2630
2980	2058
1225	1267
1379	4249
3543	1348
887	1909
2905	1072
2324	2828
3101	2196
843	3868
629	1268
1982	2021
1980	4729
1386	4584
216	698
2136	3216
630	3355
1383	3698
2850	736
1721	2727
1838	3861
2226	3967
3302	61
176	1453
2508	1943
2808	2193
838	854
2927	3838
2517	2047
1573	413
1172	677
2270	2621
706	1186
3304	1610
2238	4229
535	2995
2458	4817
3444	135
493	2866
2459	2127
1987	2598
381	2481
2972	719
3428	4089
22	99
2481	1851
1814	768
1897	189
3038	743
3282	1021
2258	744
1452	952
152	1311
2965	497
1350	1305
623	3313
2050	1614
411	2638
2687	235
949	2551
1784	4561
2302	4967
3347	1864
925	2661
2521	4471
1028	4223
3120	4490
2380	521
17	58
2137	4315
1042	1705
1379	4373
2173	3665
1394	4467
1915	1771
1379	3733
2249	4727
1855	1749
1884	4891
1584	2358
1190	76
1109	2285
1533	3186
939	4018
2143	89
1678	1408
961	3038
901	1831
1688	1213
2327	4257
2972	3438
1004	4148
2720	3887
3399	899
2705	2976
629	250
420	2698
1759	4007
624	2814
1852	3791
2717	2771
1849	2219
2825	17
3283	4692
3370	723
2740	1693
3330	1880
2424	806
128	1117
2268	4063
3246	1803
2830	3649
1774	4789
778	1294
2865	4167
262	1827
555	1044
3237	3710
1404	4089
387	2503
2546	2758
1130	179
2388	2754
2194	105
1883	2179
2323	1601
2792	4306
762	3659
1608	705
2859	3996
3446	2503
355	1019
2730	2591
2152	4572
632	1444
2911	1693
2049	91
1651	4250
2948	1462
2618	3757
396	599
3330	243
3346	2142
1799	1798
2687	363
2888	1341
1225	2110
2376	944
3129	106
1360	4565
2722	4
3051	3696
2897	1126
3104	3978
285	1976
349	2343
1260	4149
864	1348
21	83
1607	2469
2148	4666
2323	3851
2165	1034
2542	3895
143	1236
909	2213
2479	759
3277	3804
1836	2771
1101	2154
672	2428
715	2822
81	137
415	2679
1235	940
1041	2691
1996	1837
1238	3286
2564	4568
2393	4932
3111	2607
310	349
2318	4240
539	2583
683	1745
234	1692
2932	464
2897	1125
911	3465
1606	4242
1510	3968
3089	63
329	153
465	869
982	312
3399	4504
1831	4866
1906	2318
2161	1228
821	2858
779	2652
3123	4907
1353	2791
474	2809
1806	4854
2984	4629
30	214
578	3122
1134	2892
486	1244
1781	1019
123	1061
1971	4752
2418	3455
2783	1746
948	2158
3569	1772
1314	1293
3013	2338
1573	2437
3448	891
2895	3829
3228	1062
1335	349
2384	3454
3397	209
2118	4713
2602	1435
334	2251
1809	185
3369	1247
56	542
999	135
148	822
1700	3186
1415	3402
3480	3600
480	2832
291	2010
2772	4997
3064	4638
507	2897
586	3136
1655	1266
33	312
2198	4407
3410	878
3268	926
2622	4274
44	481
628	3336
1831	3711
186	1495
317	310
2585	4964
1270	3919
2544	3423
1451	761
654	1700
3037	983
626	2088
2374	3503
1912	418
2157	4537
3176	842
3453	3880
2242	1655
1997	2178
3475	2108
935	4011
1584	4206
2850	1575
2706	3524
217	610
3566	2377
2508	3000
546	3033
998	1531
454	2763
3233	4569
2049	915
2337	4574
250	1751
2589	4883
1274	4454
2479	96
1903	4084
1933	4406
1103	4297
1092	3797
3070	4648
3366	4710
590	1439
2508	2109
3523	1337
2098	4345
3539	4741
1067	1455
267	1852
2044	4882
683	1516
2010	199
188	68
2498	952
1020	2338
3276	3304
3037	4022
52	489
2521	948
952	4026
2565	3373
2430	4096
3478	1668
2446	482
1926	3039
3259	4750
1744	4182
2513	2406
96	834
157	1321
3527	2042
291	2002
1143	4376
2428	4798
1957	617
1839	1682
884	3929
1815	4618
1262	3932
1781	2930
2455	2643
3157	1009
978	2188
1353	693
872	3438
2688	4774
2291	2556
998	3344
958	4045
2723	4393
1003	2669
1247	313
30	215
1903	2963
2221	1925
1838	3075
192	1523
778	1747
157	1317
2070	2139
2050	365
1926	4525
805	3783
245	355
1690	4373
1090	2777
343	2288
2880	204
1040	4041
1501	2563
2320	3070
2723	2754
2055	977
1261	864
1933	206
2192	1440
1931	4905
635	3380
276	208
2767	1738
2743	8
1062	2516
2733	2759
320	1411
442	2742
749	2022
1835	2534
1333	2409
227	1677
2477	3096
963	3431
2923	2915
1784	4088
2764	1263
3134	4970
1130	3026
3208	2308
549	1846
2511	2916
913	3619
738	3594
2646	2928
2413	2156
347	285
2733	4393
2025	448
2112	4644
1188	1957
271	1881
247	664
378	1300
1281	1959
490	1911
2663	827
290	1998
1591	2306
1845	3673
79	714
91	812
490	2685
1175	3801
1257	899
1270	963
2587	3411
888	1223
454	1067
1105	92
933	1939
861	3896
2217	2095
1251	4095
2328	3525
1995	3997
2513	3371
1355	4561
207	470
1750	3402
1429	3882
3068	2514
1469	4649
253	1784
2504	3033
2367	1985
1995	4498
2931	4147
442	1730
3228	1168
2918	1180
1030	3921
638	2744
2051	4229
3354	3363
1859	2080
1312	1121
1304	877
1961	3849
3186	1275
442	1289
617	1159
707	1970
1105	2275
2315	4160
1047	1884
1774	1782
1836	938
2546	3458
1316	4198
266	1845
3279	3671
2151	3509
2040	562
555	3044
2980	1070
939	3558
1971	4733
3024	2416
802	3158
1891	22
1747	2875
2845	3339
455	2255
629	235
3442	216
3479	389
980	3126
2774	3563
1933	2033
1539	3502
2512	2304
872	3920
863	3906
3239	4899
1505	1560
1927	4850
1321	2801
622	3308
2492	1460
2973	2859
1367	1991
911	2815
1325	1067
2838	2993
1976	1914
1284	4428
3576	4665
1141	380
1637	1110
3011	2769
161	1367
964	4058
1560	118
2133	1467
1357	1735
1035	893
2780	3550
2753	2379
1835	239
2981	1232
798	2094
654	2880
2294	4848
3556	3177
2268	4551
2444	3857
1487	814
775	2885
2626	4721
2928	30
106	911
30	238
2516	4389
2050	3552
1207	1051
3140	1694
384	865
821	2271
2742	2374
2390	1758
1627	4767
2984	1587
2681	2709
1233	1161
1443	2817
964	1545
2315	4163
2323	1053
1953	2435
3204	3597
3096	701
180	1474
2515	4626
3397	2351
2315	4154
474	2808
1412	1031
2020	3148
2973	3505
1105	233
209	1607
664	3441
3046	4329
1668	3919
1235	3686
743	2493
2929	4992
2591	3502
1468	3975
3492	1057
541	1044
2902	4640
278	1942
529	2957
3446	4537
619	3281
1815	4506
1403	2091
2366	1486
320	1323
2303	4686
2288	4768
3497	4265
3431	2211
2990	2913
2913	4200
797	3754
1449	4636
2252	3890
1815	1558
2441	2049
70	662
822	3811
973	3274
2082	3643
1221	2167
2413	2495
253	1708
1831	2670
1685	3926
705	1494
2897	352
113	957
677	257
3063	964
2727	407
81	718
217	495
1043	3538
3024	1869
1356	3243
1693	599
1474	410
2593	4413
2754	40
451	1894
3149	425
3518	3186
2525	2509
1182	2879
88	764
776	1768
262	1829
1844	910
129	1141
2446	3597
1128	1412
271	1895
3330	1913
1950	3786
3348	1062
1510	4682
3328	911
3330	4028
976	3657
1783	510
3503	1047
358	2392
1546	1107
2217	2774
807	3786
451	1522
3197	3429
3173	1218
1469	970
2873	120
771	2810
3018	4842
3151	177
902	1181
932	4005
769	3518
3420	3629
2399	783
1243	4466
1950	994
1317	3357
415	1903
1585	4653
3318	3568
3299	4253
2291	4291
2639	2492
562	2533
2935	2811
3299	3875
1996	667
1431	1229
2814	2572
3104	1375
628	2542
1339	1917
2055	417
3241	4603
1732	936
948	1429
3503	4376
1199	564
1855	3573
1521	3527
1983	3148
1144	1678
2302	1159
2749	1863
2830	4629
775	3700
2259	1525
196	1541
39	437
364	2403
3422	4557
933	4010
2866	3541
1506	1338
975	3442
3037	4051
1964	4465
3348	1049
936	2486
1748	2350
293	1759
2163	1765
3311	1964
1401	2392
933	1804
2846	3232
2049	4802
2692	1668
2591	58
1146	3017
3014	4684
1156	3344
2073	4938
2523	926
1848	2592
571	3099
745	41
3030	216
2563	2506
1145	214
24	139
227	1438
379	2468
2733	135
2674	2071
927	1421
269	1872
1985	4003
3430	1473
3557	1323
1781	3515
1815	1977
2358	3814
2171	1831
571	3097
454	2438
2072	1846
366	2416
909	1731
3418	3614
592	3175
2064	3893
1466	2409
2846	3271
2302	2680
1003	4145
1353	3110
1720	1079
1931	2455
587	3144
2480	638
1360	3420
331	315
2044	1282
3035	3014
1546	4073
271	1884
1666	2284
2010	191
1020	1836
293	2031
2194	1334
127	1082
1610	4762
1918	1740
2899	1402
3271	2662
413	221
234	1691
2491	1587
3136	1729
2190	3679
2345	2503
295	1982
2345	2957
2348	4793
874	1788
2220	352
1215	1880
1641	4052
1916	2026
1356	3272
3038	4523
762	3666
1936	1070
2165	2902
54	530
3397	2158
2952	2141
3123	4133
2740	446
2749	4364
766	1688
1516	3760
2784	1690
576	3110
3258	1266
2779	715
528	1796
3	17
909	1910
1050	3487
3498	837
2971	3000
3520	3796
2990	3690
207	1587
1594	1700
1173	4409
3444	3496
1587	1625
3283	1757
1877	67
2242	4014
1907	4011
996	1822
482	2841
3123	1693
186	1491
40	460
633	305
2380	2862
1027	3622
3112	3771
1322	281
251	1760
1882	1235
2494	1831
24	126
1388	660
3333	4605
2135	906
1510	712
1906	1784
3141	4738
105	892
1036	2711
802	3096
1233	1959
3259	1298
56	533
474	1756
2948	867
1148	4065
43	470
995	2486
798	3217
1260	2344
1584	3007
3291	4806
1836	4111
3208	3093
2522	4589
2553	3679
3276	4610
2150	16
1329	2886
1101	2859
174	1450
3282	1735
1943	3170
2687	262
2531	3156
3385	2296
902	3897
3148	1947
2280	2672
185	1485
234	1693
3446	790
3407	1922
1628	4769
199	155
971	212
70	652
1867	1567
2687	4851
3516	1510
95	832
1537	4614
1005	2577
2748	1563
775	3701
1876	1347
2104	4530
2620	1644
2236	4374
2929	1760
828	3493
407	1211
1810	4328
1298	4513
1774	3005
762	1126
3085	2767
3276	901
3005	4065
1859	3719
3210	2084
3258	4448
1788	2918
36	363
2371	1639
529	2955
1450	1904
2676	1515
3451	1445
30	187
1837	1784
803	1803
3475	2264
2771	1236
3504	1168
2796	2248
2618	1212
1445	48
1124	3097
769	3681
3096	3575
1215	1644
802	675
91	810
646	464
312	2140
36	365
301	1626
3149	3377
1678	1733
1215	1914
997	3476
3138	4419
2731	3466
3194	3385
3120	3641
514	1711
3543	5000
118	1018
2830	3987
868	2785
2811	4904
199	1001
1911	683
2609	4288
1721	4199
1397	4347
3565	4199
629	2151
3401	4101
1905	3087
3457	4726
1192	4422
3018	4059
392	2522
2769	1790
1731	4729
3248	99
703	2657
743	1095
2722	3583
1763	1078
1877	3513
3088	2578
755	2468
1606	405
1883	2505
3470	124
1257	1058
1144	1135
2819	3210
2144	521
93	823
2173	1704
2262	83
3222	2883
2192	3708
305	2100
3377	4410
3279	4985
356	2310
119	742
454	1252
1140	573
2546	396
1253	4406
1067	3694
132	1170
2277	296
413	2650
1387	3347
1537	3360
2566	2359
3083	1038
535	2993
964	2263
3470	1222
173	1429
2208	2101
1025	1227
3181	1159
3557	64
2341	243
1159	4395
3182	4565
3374	4839
2041	3390
2431	1369
2268	4962
1733	3780
3157	1062
2453	4451
2192	4674
2043	2921
1781	3842
3149	4701
1668	3201
1347	1573
1985	212
490	2854
1429	3118
1957	4501
1463	508
381	2478
1388	1347
2981	2197
2095	1816
30	237
3470	2083
24	128
3526	436
2363	4319
127	1080
2368	177
366	1724
424	2703
1416	4611
1020	1072
786	3748
3369	2920
3111	3917
2502	2117
454	2761
3175	2689
995	2595
3556	1437
739	2319
1695	1916
887	3573
1861	2310
117	989
2112	4753
1787	1562
3555	3177
2813	2265
2318	758
3583	1285
886	664
911	1483
1047	1022
1677	746
333	2245
1900	3505
2521	3684
1156	4394
1571	1269
1218	3080
407	2591
1467	4264
3533	2293
1745	3201
1409	88
1895	3965
43	477
131	387
1271	4178
197	534
3385	3579
1238	3241
1130	4096
2008	136
902	1941
1642	3731
2393	536
3437	3983
2922	1893
2710	4584
3357	3342
1488	3412
520	2931
1960	4085
1135	4358
329	1154
1727	1972
2923	456
1379	3765
3113	4967
3044	1224
2058	2323
3063	4989
1421	4620
173	1435
2911	1705
1371	4570
862	3112
312	2144
3533	1351
2604	705
2862	2911
145	1254
1651	2081
127	1086
1183	4270
408	2592
317	2160
1862	4040
1894	2839
2321	1854
2743	618
1380	4400
891	3602
3586	2691
421	337
2311	4682
619	3225
1118	1178
2574	3989
101	876
773	1448
1803	2421
2453	1951
2930	4694
556	32
416	2691
2780	3122
2904	4382
1804	642
2809	1552
1223	4447
